hour,Z00,Z01,Z02,Z03,Z04
4143,702.14,919.35,849.61,1199.75,668.24
4144,716.88,950.06,880.03,1232.23,680.93
4145,752.42,1005.89,901.65,1313.14,695.5
4146,773.73,1054.25,942.88,1382.65,726.92
4147,771.18,1045.53,942.33,1360.65,701.43
4148,744.31,1016.11,895.51,1308.62,681.34
4149,691.76,951.35,843.76,1231.04,628.76
4150,636.72,872.72,786.42,1143.66,580.91
4151,572.2,797.31,726.9,1048.3,522.49
4152,502.14,699.91,643.83,915.82,463.19
4153,481.58,670.45,606.66,872.14,441.18
4154,465.26,643.26,587.66,842.68,434.31
4155,464.33,626.72,572.57,830.65,436.91
4156,458.29,644.61,567.1,840.72,436.87
4157,471.44,675.52,602.78,896.94,465.87
4158,510.01,753.81,666.09,993.12,513.09
4159,553.65,828.29,715.19,1084.89,558.81
4160,577.59,865.22,752.19,1136.92,573.65
4161,589.29,894.26,772.49,1160.82,602.02
4162,595.29,899.97,776.88,1176.73,615.24
4163,607.12,914.43,751.17,1208.6,621.24
4164,604.04,921.55,751.35,1192.53,620.85
4165,589.55,921.9,742.29,1205.6,613.66
4166,581.45,909.52,752.84,1195.4,591.87
4167,604.1,916.31,760.89,1230.2,603.03
4168,604.23,957.64,778.28,1282.46,602.93
4169,632.57,1008.13,823.54,1335.97,644.36
4170,668.72,1057.49,863.4,1395.05,664.49
4171,667.78,1063.08,870.61,1375.78,671.33
4172,632.86,1006.23,842.05,1297.25,636.51
4173,593.45,938.73,774.33,1194.2,587.44
4174,553.91,877.12,712.79,1117.24,551.0
4175,515.1,804.97,657.42,1013.08,505.41
4176,479.88,748.87,608.09,963.99,485.77
4177,460.91,713.6,572.91,933.01,462.41
4178,450.46,696.1,552.48,903.82,454.98
4179,450.35,680.53,549.46,896.97,451.16
4180,463.5,684.54,550.29,905.38,455.16
4181,485.2,726.19,588.8,943.82,477.33
4182,523.99,802.81,653.26,1035.2,518.02
4183,574.12,862.12,724.44,1138.72,562.0
4184,610.3,886.38,754.47,1195.29,594.75
4185,626.49,899.14,776.14,1206.78,611.59
4186,633.12,906.6,774.06,1234.72,624.14
4187,655.76,913.12,775.52,1236.15,625.36
4188,646.04,902.84,779.67,1222.27,639.09
4189,644.88,896.68,773.88,1213.02,627.71
4190,638.91,874.26,781.1,1199.86,641.33
4191,643.97,873.77,793.75,1220.79,638.22
4192,661.72,899.73,819.81,1258.01,650.64
4193,703.15,942.19,835.07,1299.62,672.81
4194,718.43,974.96,883.09,1345.94,698.81
4195,706.25,971.23,867.23,1304.35,675.41
4196,661.85,931.24,840.27,1247.39,639.59
4197,622.75,868.73,777.21,1180.7,604.19
4198,570.66,817.04,724.31,1091.51,555.36
4199,524.79,746.84,670.89,973.85,505.07
4200,524.23,780.63,675.39,966.79,511.73
4201,496.36,726.65,639.04,903.72,484.52
4202,489.61,714.76,613.37,904.62,474.0
4203,481.83,693.87,602.16,902.55,472.71
4204,491.6,688.37,609.46,900.09,466.2
4205,520.23,716.22,636.27,958.67,492.24
4206,569.22,760.32,690.87,1045.07,539.35
4207,609.0,826.23,734.01,1160.02,587.03
4208,641.92,862.14,761.86,1224.36,615.4
4209,655.75,870.43,780.44,1259.34,624.35
4210,669.5,876.61,806.76,1280.33,618.91
4211,659.27,893.42,806.44,1290.9,630.59
4212,646.22,888.83,794.12,1296.54,634.6
4213,623.9,893.8,788.22,1272.93,625.19
4214,618.53,887.64,790.16,1270.93,625.29
4215,634.6,920.2,815.38,1262.51,624.04
4216,658.86,947.84,851.32,1303.7,635.94
4217,690.44,976.98,895.17,1338.87,667.07
4218,717.35,1023.28,931.7,1380.32,682.52
4219,718.8,1019.16,924.47,1367.48,671.1
4220,685.57,958.04,891.71,1294.71,645.25
4221,645.67,921.38,848.07,1216.63,607.16
4222,596.93,846.01,757.44,1114.35,566.67
4223,532.45,781.18,691.33,1029.4,531.55
4224,500.05,761.85,658.67,963.76,510.25
4225,484.7,718.14,618.17,894.86,481.74
4226,470.49,693.37,591.07,884.21,469.13
4227,464.07,688.1,589.28,876.86,463.96
4228,467.35,677.07,589.98,899.4,469.01
4229,489.78,723.29,617.4,972.5,485.64
4230,547.29,787.52,683.58,1041.38,544.06
4231,595.7,875.24,760.21,1137.62,601.12
4232,613.44,925.47,780.78,1177.93,625.98
4233,602.63,930.72,806.22,1182.63,636.6
4234,606.3,924.87,814.96,1214.16,630.4
4235,599.01,949.22,815.71,1230.24,641.69
4236,587.62,935.11,821.34,1254.11,635.18
4237,591.79,927.22,809.75,1259.36,630.66
4238,600.45,933.37,808.83,1247.7,630.38
4239,593.79,952.96,839.61,1265.99,632.63
4240,621.27,980.96,868.36,1299.2,650.22
4241,657.25,1016.74,912.37,1329.91,667.68
4242,676.58,1064.31,957.82,1358.94,697.61
4243,680.14,1061.07,927.58,1353.66,688.87
4244,639.32,1028.03,903.87,1309.76,658.53
4245,591.94,949.76,850.02,1247.44,617.6
4246,538.4,892.17,784.82,1152.37,581.79
4247,488.66,821.14,711.46,1061.56,530.63
4248,468.74,770.41,677.05,998.01,504.88
4249,440.4,737.29,640.08,951.81,471.81
4250,425.1,716.54,617.85,923.75,454.3
4251,416.88,690.7,598.79,893.01,446.95
4252,426.55,694.18,616.53,884.7,462.01
4253,449.86,733.89,643.27,921.71,507.24
4254,503.79,809.99,703.8,1020.47,560.87
4255,547.36,885.83,772.17,1129.69,607.03
4256,563.56,913.86,810.5,1184.02,619.82
4257,574.52,920.39,842.53,1210.96,624.97
4258,584.09,925.05,844.54,1259.37,640.56
4259,585.86,937.0,840.15,1258.46,637.6
4260,591.72,936.41,836.52,1251.45,641.53
4261,603.6,931.99,820.25,1216.24,625.94
4262,601.47,924.63,813.3,1217.4,628.04
4263,610.22,927.62,812.08,1238.77,635.22
4264,641.31,948.24,841.2,1298.82,645.03
4265,667.62,990.42,892.16,1333.97,674.19
4266,686.11,1019.62,931.56,1374.43,701.47
4267,672.98,1011.97,900.58,1327.18,694.46
4268,649.65,964.06,842.49,1270.81,691.57
4269,614.48,919.86,802.03,1198.44,654.72
4270,567.37,841.77,727.91,1112.98,609.95
4271,521.38,762.87,676.11,1030.39,544.41
4272,500.38,724.74,630.63,989.47,522.84
4273,481.93,704.89,598.85,945.31,504.05
4274,461.97,685.83,603.79,929.65,484.71
4275,456.7,667.1,600.97,926.57,477.44
4276,464.23,683.31,606.36,945.83,481.74
4277,493.83,710.45,654.1,970.28,504.01
4278,542.3,781.96,715.64,1069.6,558.03
4279,587.56,851.27,774.48,1156.19,612.08
4280,609.46,874.84,812.0,1202.91,649.19
4281,608.9,903.44,842.43,1228.4,671.31
4282,616.36,917.52,856.94,1237.22,673.06
4283,619.25,925.7,881.69,1233.83,684.89
4284,624.72,930.03,893.36,1205.82,680.65
4285,612.16,908.46,895.72,1172.4,673.28
4286,610.55,906.47,895.92,1185.91,682.81
4287,610.63,920.64,898.66,1198.46,697.46
4288,621.81,956.91,914.71,1236.65,716.54
4289,659.51,979.53,954.25,1285.95,734.57
4290,681.28,1022.54,979.44,1327.57,750.26
4291,681.67,1001.84,966.43,1283.14,751.79
4292,644.64,934.49,904.51,1240.78,724.94
4293,606.57,887.39,827.76,1150.39,677.75
4294,549.13,832.38,788.51,1072.0,624.85
4295,501.9,753.74,735.0,1002.7,554.03
4296,471.74,719.99,691.79,931.63,524.84
4297,454.22,686.68,664.2,889.58,495.09
4298,445.33,676.95,651.57,881.84,486.59
4299,440.03,684.6,640.89,888.66,482.44
4300,452.28,704.15,639.15,923.29,487.91
4301,478.53,742.12,680.67,971.36,503.09
4302,531.26,804.36,751.74,1058.61,547.86
4303,586.27,869.7,807.74,1149.14,595.18
4304,611.01,902.67,846.64,1224.26,621.82
4305,621.77,914.16,859.99,1260.27,632.07
4306,631.32,928.11,888.95,1283.73,632.38
4307,634.88,944.71,870.97,1286.18,642.03
4308,638.8,966.36,874.76,1272.48,652.74
4309,641.97,969.56,855.66,1269.01,642.54
4310,648.83,953.36,854.94,1272.42,643.56
4311,651.95,990.82,844.01,1313.77,651.97
4312,660.31,1017.2,870.73,1381.14,680.07
4313,691.22,1057.43,909.51,1412.62,720.46
4314,715.35,1070.47,923.48,1474.7,745.13
4315,719.41,1062.48,920.68,1443.27,731.69
4316,684.99,1044.06,883.08,1377.4,701.55
4317,639.96,975.81,816.64,1270.36,661.11
4318,595.8,904.4,764.24,1166.92,603.1
4319,542.45,830.83,698.39,1055.86,547.99
4320,474.4,736.11,612.34,930.39,482.9
4321,460.83,692.55,590.91,886.12,464.59
4322,456.68,667.1,566.29,889.38,446.18
4323,453.3,662.5,559.89,869.71,444.79
4324,459.94,677.87,572.75,878.19,451.24
4325,477.76,706.51,592.77,922.87,475.63
4326,528.34,779.6,665.93,1013.39,521.99
4327,575.89,859.02,732.23,1122.82,578.15
4328,600.55,896.69,754.56,1169.83,593.4
4329,607.9,908.0,783.61,1183.48,602.66
4330,613.06,937.8,787.87,1189.4,618.43
4331,616.98,959.95,789.48,1204.59,618.4
4332,618.72,963.42,779.98,1221.21,637.25
4333,622.48,948.94,778.4,1230.07,628.5
4334,623.97,931.96,777.16,1229.06,635.32
4335,616.63,933.6,787.13,1235.49,638.39
4336,626.52,958.72,812.66,1248.69,647.06
4337,643.1,989.92,847.88,1300.03,670.32
4338,660.04,1036.16,877.92,1341.14,683.92
4339,659.63,1010.08,867.88,1327.08,667.86
4340,634.53,983.76,836.17,1251.21,639.33
4341,590.07,914.83,786.18,1187.52,605.3
4342,546.46,834.43,716.3,1090.12,548.06
4343,496.1,760.56,651.91,995.37,500.27
4344,459.61,720.73,606.63,926.48,478.6
4345,430.29,693.19,578.72,880.87,456.03
4346,415.8,665.42,573.82,844.01,437.74
4347,419.13,661.0,566.06,823.1,440.4
4348,418.41,665.2,584.43,836.06,447.04
4349,448.68,688.13,602.88,876.37,471.49
4350,502.7,746.01,664.54,993.01,528.02
4351,547.67,826.2,734.34,1085.21,583.13
4352,570.7,846.0,755.32,1152.42,603.02
4353,578.26,856.5,768.23,1186.64,613.24
4354,584.5,865.91,774.58,1209.24,611.43
4355,595.73,891.28,779.76,1221.79,619.89
4356,596.24,867.74,774.19,1221.8,618.93
4357,598.17,861.85,802.43,1189.29,626.67
4358,606.81,864.36,786.91,1226.57,630.75
4359,614.82,855.17,796.8,1263.35,641.88
4360,634.49,876.3,811.16,1321.93,656.55
4361,663.0,915.1,850.78,1369.74,687.8
4362,688.89,956.46,881.14,1380.09,708.48
4363,673.2,945.78,876.09,1370.71,708.52
4364,646.85,899.87,833.78,1305.0,676.96
4365,606.82,846.39,781.13,1256.44,631.89
4366,553.54,792.69,716.86,1146.95,576.42
4367,520.06,714.54,656.29,1056.46,530.84
4368,520.03,726.14,661.96,1064.01,540.33
4369,489.15,689.75,629.62,1019.85,515.67
4370,478.12,672.63,623.32,996.47,503.75
4371,460.65,672.62,621.45,986.96,505.44
4372,462.63,676.96,613.64,1011.25,507.55
4373,478.37,699.93,643.17,1037.54,535.23
4374,520.93,769.35,694.4,1139.05,579.55
4375,568.89,827.13,772.13,1216.67,625.33
4376,596.6,882.54,800.19,1269.9,646.9
4377,618.48,917.61,837.41,1262.89,657.82
4378,631.77,914.68,844.32,1245.63,663.21
4379,647.81,924.74,843.14,1243.0,665.1
4380,652.52,906.7,853.28,1218.06,674.14
4381,642.43,897.88,817.59,1234.29,664.31
4382,651.17,894.34,829.79,1227.58,658.86
4383,653.23,927.56,847.7,1256.04,673.57
4384,666.89,961.24,871.1,1284.03,690.3
4385,711.09,1009.83,895.7,1372.6,715.96
4386,742.8,1061.19,914.44,1452.89,742.45
4387,737.38,1046.67,905.78,1439.24,741.62
4388,710.66,1009.75,844.81,1367.6,706.27
4389,671.17,937.2,792.13,1286.35,656.84
4390,607.92,858.13,738.45,1182.43,597.91
4391,555.43,805.33,667.02,1110.65,550.95
4392,515.34,732.65,620.35,1036.0,527.15
4393,490.74,703.06,602.26,974.96,499.86
4394,474.1,679.0,586.95,942.55,487.08
4395,475.58,678.75,577.53,943.66,475.45
4396,484.51,681.49,588.64,952.45,491.3
4397,504.54,719.5,608.75,996.39,525.94
4398,554.57,778.57,671.18,1103.35,573.85
4399,595.87,862.64,738.01,1209.4,627.18
4400,621.16,890.86,785.25,1249.81,652.3
4401,637.94,893.03,807.51,1298.01,657.57
4402,646.16,865.99,800.19,1310.65,668.58
4403,637.04,856.45,820.17,1337.99,678.91
4404,634.98,869.44,812.06,1346.77,688.17
4405,633.52,850.01,803.69,1323.18,677.35
4406,636.35,838.85,814.76,1326.83,664.89
4407,651.97,852.14,831.78,1348.44,681.8
4408,660.18,879.46,849.33,1364.8,699.07
4409,695.84,927.01,873.25,1441.82,748.15
4410,715.11,960.84,918.45,1462.09,768.54
4411,711.05,981.2,912.57,1472.5,758.44
4412,683.81,927.06,876.86,1399.26,724.1
4413,645.76,863.45,826.72,1318.32,682.29
4414,591.28,796.9,763.35,1216.2,624.37
4415,542.76,738.23,714.61,1126.21,575.53
4416,504.06,712.43,673.03,1069.04,548.5
4417,471.46,679.55,648.52,1012.63,515.07
4418,463.29,670.58,636.82,993.69,499.3
4419,457.39,666.3,622.01,976.88,498.17
4420,454.67,701.83,631.74,974.41,501.02
4421,474.45,732.26,662.31,1029.81,524.32
4422,523.34,819.23,726.69,1132.67,570.91
4423,583.6,892.45,797.79,1247.1,619.27
4424,616.59,931.55,829.92,1287.82,648.78
4425,635.43,957.16,836.46,1347.6,657.14
4426,627.73,979.94,858.05,1344.05,672.26
4427,633.77,979.43,862.53,1372.0,667.84
4428,638.24,976.24,877.47,1350.6,672.67
4429,635.66,954.4,870.84,1316.61,659.78
4430,639.21,921.87,878.0,1319.12,662.51
4431,643.71,956.85,884.49,1323.06,672.3
4432,676.75,985.91,894.11,1333.24,685.38
4433,720.38,1030.65,933.8,1402.79,721.14
4434,744.11,1056.07,965.13,1416.78,752.72
4435,728.1,1043.82,952.37,1406.07,734.93
4436,713.01,1003.24,889.49,1336.31,686.97
4437,662.03,953.72,836.07,1262.46,656.64
4438,618.29,882.1,766.92,1139.84,622.59
4439,577.6,808.42,697.42,1040.0,573.0
4440,536.64,751.37,663.38,996.84,535.45
4441,510.94,708.98,637.75,938.72,511.6
4442,494.61,690.97,614.65,923.1,492.05
4443,489.98,665.86,600.48,911.93,492.2
4444,497.2,671.14,612.96,925.92,495.53
4445,533.9,707.86,650.29,990.59,516.43
4446,589.26,795.88,720.02,1102.93,562.88
4447,640.52,849.56,783.95,1192.06,609.62
4448,673.52,870.69,832.77,1221.33,628.22
4449,682.29,899.35,849.28,1228.63,636.93
4450,683.75,880.83,851.97,1220.06,642.23
4451,705.9,918.75,848.6,1224.71,653.59
4452,696.51,922.64,856.13,1194.63,656.6
4453,683.58,925.62,842.88,1184.75,633.07
4454,681.82,933.2,846.94,1156.12,628.07
4455,678.07,922.51,863.48,1154.07,639.73
4456,678.96,957.66,883.6,1191.41,663.71
4457,718.98,991.02,934.2,1252.39,702.75
4458,736.65,1025.06,979.23,1317.17,721.23
4459,724.87,1017.85,968.58,1325.99,707.2
4460,689.83,977.72,913.64,1277.05,677.46
4461,638.05,925.9,839.57,1215.87,634.07
4462,580.91,854.98,764.3,1140.5,597.29
4463,533.54,794.65,691.55,1032.78,543.63
4464,517.96,752.02,648.29,963.19,522.58
4465,496.69,710.2,621.85,914.42,495.62
4466,487.71,695.9,608.43,893.41,490.41
4467,472.02,682.88,598.04,873.76,474.6
4468,477.91,699.04,613.63,906.48,480.1
4469,495.63,732.05,644.91,951.87,501.33
4470,550.47,801.68,726.2,1054.9,543.64
4471,598.71,885.28,789.17,1142.48,585.78
4472,623.88,900.9,825.76,1190.55,606.64
4473,635.6,924.83,831.82,1206.36,614.45
4474,637.25,928.26,845.65,1211.81,607.74
4475,631.64,946.08,858.88,1216.52,621.44
4476,636.99,953.56,862.35,1215.8,623.1
4477,620.59,933.01,858.74,1201.75,610.7
4478,612.4,938.73,872.63,1196.49,610.55
4479,617.45,966.95,892.78,1200.56,627.05
4480,631.07,989.11,912.88,1250.25,638.48
4481,664.61,1044.34,942.88,1320.72,669.92
4482,698.91,1112.26,970.98,1362.43,692.79
4483,696.2,1074.97,958.69,1342.23,665.9
4484,668.51,1024.18,928.69,1278.21,629.34
4485,626.91,979.72,857.71,1178.71,591.01
4486,585.05,900.03,781.56,1078.63,544.98
4487,523.9,821.29,718.64,989.49,496.59
4488,461.95,709.85,624.4,859.19,438.2
4489,434.89,651.89,591.8,828.51,414.71
4490,417.94,641.71,571.65,800.9,409.45
4491,413.54,638.5,574.37,774.57,398.79
4492,418.02,657.2,583.03,773.55,405.21
4493,444.45,695.98,607.36,821.0,432.39
4494,496.74,755.16,672.99,899.77,469.2
4495,526.85,803.78,737.95,978.96,520.29
4496,549.78,840.41,777.26,1052.51,545.42
4497,576.32,873.3,790.04,1080.01,559.4
4498,588.97,885.86,798.35,1097.78,565.66
4499,605.64,899.7,796.23,1079.43,562.9
4500,606.19,917.99,800.58,1081.55,566.23
4501,589.73,901.82,780.46,1086.91,567.45
4502,581.88,898.43,782.61,1075.95,574.02
4503,593.46,916.29,800.78,1103.44,587.52
4504,618.23,936.1,832.07,1114.0,595.35
4505,641.4,969.49,854.05,1174.39,616.13
4506,662.46,997.82,885.2,1220.54,636.02
4507,659.31,996.5,878.33,1208.68,630.45
4508,617.37,943.13,839.89,1183.69,598.95
4509,576.44,878.78,791.54,1133.79,558.8
4510,543.4,813.15,743.04,1040.72,516.07
4511,511.33,736.26,683.92,951.65,471.48
4512,480.78,689.3,653.11,910.53,444.84
4513,467.08,657.54,612.06,866.86,432.1
4514,451.53,642.74,603.39,868.48,414.23
4515,440.72,628.12,602.46,852.96,412.36
4516,434.27,632.31,602.03,867.94,417.98
4517,462.8,673.88,628.28,900.81,445.57
4518,506.76,737.06,676.01,974.97,499.09
4519,568.77,804.16,736.05,1070.55,559.94
4520,594.11,836.64,768.44,1116.95,583.8
4521,606.55,846.7,800.27,1155.35,587.99
4522,598.57,863.47,800.43,1179.02,585.81
4523,615.23,869.07,802.05,1200.38,603.95
4524,611.9,850.48,798.83,1211.64,602.0
4525,604.34,861.43,800.44,1205.36,601.6
4526,587.92,859.16,798.33,1196.98,595.15
4527,600.82,869.58,805.06,1194.35,598.19
4528,625.65,898.56,817.68,1257.68,622.0
4529,649.77,935.68,861.14,1315.82,652.69
4530,673.64,956.22,887.32,1360.13,663.6
4531,670.9,937.69,871.78,1320.46,644.76
4532,648.93,891.5,831.54,1256.98,616.78
4533,607.82,843.78,776.04,1144.82,577.78
4534,571.59,776.11,716.67,1051.21,530.63
4535,520.97,716.22,663.05,948.96,486.5
4536,523.19,705.18,681.2,951.71,498.42
4537,494.3,663.73,665.24,908.24,476.95
4538,466.59,649.68,648.47,867.5,466.37
4539,456.18,633.46,643.11,859.58,457.57
4540,468.58,650.5,659.87,881.06,458.02
4541,495.08,684.74,686.93,932.89,485.86
4542,539.28,752.39,755.1,1034.57,534.81
4543,591.31,812.2,822.97,1109.81,582.19
4544,600.99,846.83,874.66,1178.09,603.25
4545,611.9,849.52,897.41,1213.01,610.55
4546,623.15,872.14,892.56,1220.36,613.88
4547,635.6,887.17,875.76,1251.6,618.65
4548,630.09,886.14,876.74,1277.53,633.67
4549,632.01,867.6,853.44,1260.86,632.0
4550,647.04,875.75,843.05,1236.5,628.46
4551,649.67,877.03,838.56,1257.7,650.49
4552,674.29,917.86,860.64,1296.52,669.06
4553,692.17,971.84,894.29,1380.84,701.63
4554,699.93,999.23,946.55,1432.72,734.56
4555,700.33,990.28,936.36,1434.97,737.17
4556,670.99,971.48,903.92,1368.2,704.15
4557,630.5,917.95,826.9,1304.49,681.63
4558,577.84,857.68,773.8,1190.49,618.14
4559,527.88,780.3,699.75,1090.82,567.55
4560,503.1,742.94,659.17,1021.96,536.18
4561,489.05,695.19,625.74,974.97,504.34
4562,475.1,683.38,617.06,946.28,491.61
4563,459.39,682.62,606.23,923.99,477.59
4564,473.23,689.54,619.68,930.43,482.67
4565,501.79,729.66,651.07,985.36,520.56
4566,556.31,798.54,718.56,1083.36,581.46
4567,607.75,867.94,797.29,1178.1,650.44
4568,650.15,906.82,846.75,1242.87,685.36
4569,662.34,929.81,855.06,1259.09,693.17
4570,671.47,940.29,863.15,1277.61,700.51
4571,661.89,954.41,874.6,1304.83,706.89
4572,656.62,941.82,869.47,1307.19,703.58
4573,644.51,915.72,880.41,1282.87,704.16
4574,644.13,921.62,873.54,1286.59,705.23
4575,652.99,902.96,878.63,1272.06,708.07
4576,665.49,911.02,906.13,1270.55,735.88
4577,711.31,939.56,955.95,1318.21,769.07
4578,726.65,986.55,978.33,1377.39,787.85
4579,716.25,989.53,954.26,1377.24,756.94
4580,687.1,986.7,913.5,1301.41,722.22
4581,633.53,920.76,864.23,1192.58,679.34
4582,588.79,846.07,786.09,1099.27,624.88
4583,543.51,774.13,716.7,1018.82,564.38
4584,510.26,717.58,668.04,977.21,534.18
4585,496.66,692.39,627.84,923.99,506.1
4586,483.86,667.44,611.11,893.74,499.28
4587,478.57,652.89,594.94,889.82,490.64
4588,478.84,664.42,603.82,918.82,496.8
4589,493.61,695.92,643.04,966.72,525.51
4590,539.01,771.87,707.85,1067.9,571.7
4591,586.17,851.19,780.29,1174.16,621.3
4592,607.75,896.19,819.34,1228.54,639.93
4593,626.6,914.17,831.48,1228.77,649.11
4594,614.57,913.52,833.03,1221.74,662.9
4595,612.96,923.02,842.58,1241.37,668.75
4596,600.31,910.97,839.69,1229.57,652.45
4597,607.35,885.99,826.24,1242.06,649.64
4598,604.64,869.93,812.93,1256.75,652.12
4599,608.31,893.02,838.14,1265.1,653.77
4600,618.96,904.28,871.12,1290.38,667.12
4601,657.99,964.14,939.36,1340.36,709.39
4602,679.91,1000.03,972.8,1444.06,729.43
4603,678.09,989.13,969.5,1440.14,718.35
4604,633.49,949.11,932.38,1389.66,690.69
4605,604.72,909.23,847.11,1273.26,661.75
4606,562.29,824.3,777.2,1186.61,601.02
4607,519.92,760.76,723.55,1096.29,546.63
4608,498.65,713.88,683.22,1045.24,516.88
4609,473.75,671.01,656.18,990.28,492.22
4610,461.23,637.52,640.35,964.21,482.37
4611,459.83,623.3,634.24,943.53,480.38
4612,468.78,626.01,638.81,956.57,492.92
4613,492.21,662.23,667.85,1003.94,527.37
4614,542.06,740.22,719.83,1098.58,578.56
4615,588.0,814.77,768.69,1191.04,625.81
4616,618.43,848.44,812.69,1253.57,657.48
4617,638.23,887.76,821.75,1276.19,671.22
4618,644.39,890.98,823.89,1268.74,679.1
4619,665.3,902.11,837.25,1260.06,677.47
4620,652.31,900.05,846.1,1260.77,668.24
4621,643.99,901.06,840.43,1274.99,663.42
4622,657.23,908.1,847.02,1253.06,656.43
4623,659.5,917.92,859.15,1282.48,662.34
4624,664.95,952.99,874.31,1313.9,691.43
4625,707.95,1001.95,938.08,1390.62,717.31
4626,737.51,1029.8,981.91,1424.31,727.32
4627,720.01,1034.24,960.69,1412.88,721.96
4628,694.99,983.53,911.37,1301.58,678.07
4629,642.33,914.28,839.88,1215.76,610.86
4630,582.76,851.89,777.72,1094.1,563.14
4631,533.1,775.89,707.94,1014.57,515.53
4632,499.81,732.35,649.16,969.28,490.33
4633,469.47,719.69,632.87,924.21,472.15
4634,456.13,708.14,621.5,901.06,461.16
4635,445.27,693.63,613.07,882.54,457.82
4636,452.67,697.78,629.44,907.13,462.54
4637,477.45,743.02,661.17,949.77,492.21
4638,531.31,820.05,733.3,1034.4,547.11
4639,577.23,883.76,792.73,1140.16,596.34
4640,592.27,927.49,834.69,1171.59,629.86
4641,595.48,926.93,837.66,1229.4,639.48
4642,601.42,951.11,865.68,1258.01,639.17
4643,621.41,974.49,876.55,1303.77,644.33
4644,629.43,992.35,882.69,1315.99,655.04
4645,619.28,965.75,881.22,1312.49,649.78
4646,627.76,971.61,878.92,1299.25,663.23
4647,625.42,1002.53,885.09,1278.71,667.37
4648,652.84,1033.99,903.21,1320.94,690.63
4649,680.82,1077.24,941.57,1402.21,718.47
4650,712.78,1130.2,975.73,1403.47,735.27
4651,712.56,1098.8,970.68,1404.55,728.48
4652,679.46,1047.71,921.84,1326.37,692.2
4653,639.06,984.15,855.1,1260.56,650.57
4654,581.86,900.96,796.21,1161.0,608.34
4655,532.84,824.25,714.12,1056.07,559.52
4656,473.67,729.17,638.68,918.57,488.35
4657,473.17,698.82,602.93,874.88,462.64
4658,463.77,678.79,589.15,858.53,459.05
4659,456.98,658.97,587.33,829.52,455.35
4660,456.51,654.71,609.77,856.29,455.8
4661,485.66,681.18,635.3,894.68,476.74
4662,522.73,744.47,684.96,984.29,519.24
4663,564.12,804.81,742.1,1085.67,576.17
4664,589.75,868.2,755.1,1134.52,604.66
4665,592.35,882.57,758.11,1195.01,619.12
4666,609.28,889.02,747.32,1209.83,619.26
4667,622.59,903.85,761.48,1215.16,625.16
4668,617.42,888.86,761.05,1209.45,616.92
4669,606.72,873.89,753.68,1206.83,623.89
4670,596.65,880.35,760.82,1165.88,628.29
4671,592.18,881.0,773.07,1183.99,632.08
4672,613.15,917.75,782.23,1235.92,653.88
4673,647.09,952.86,826.65,1302.31,690.36
4674,673.18,989.67,850.58,1368.08,713.75
4675,669.48,998.31,830.6,1313.89,707.45
4676,635.88,966.48,791.78,1240.61,673.49
4677,598.11,905.07,730.93,1156.41,638.39
4678,541.73,834.88,668.75,1077.23,586.34
4679,496.57,770.0,600.58,980.54,543.9
4680,476.87,720.96,562.52,927.93,506.23
4681,460.81,675.96,535.82,876.97,488.02
4682,446.08,665.89,520.7,855.54,478.17
4683,438.16,665.04,521.84,832.89,465.74
4684,451.21,674.82,527.67,833.37,467.85
4685,484.48,707.04,554.15,886.3,491.35
4686,522.49,766.13,618.59,985.05,546.54
4687,566.41,828.77,682.83,1073.62,587.51
4688,591.14,859.21,715.08,1122.92,614.7
4689,611.14,878.86,729.9,1139.3,636.85
4690,610.03,895.98,731.29,1160.65,629.16
4691,620.0,904.41,726.45,1182.85,628.12
4692,616.93,907.8,731.76,1184.21,628.02
4693,627.57,884.39,736.77,1144.16,618.37
4694,629.16,885.4,749.26,1139.09,621.31
4695,632.65,906.13,779.45,1155.57,624.76
4696,646.84,923.84,802.45,1218.54,638.38
4697,684.01,944.64,842.3,1291.57,661.27
4698,712.19,987.04,874.09,1358.56,678.35
4699,695.29,996.29,870.63,1346.75,681.58
4700,665.37,960.46,819.7,1282.27,648.62
4701,611.99,893.11,760.66,1189.5,601.97
4702,558.69,828.91,702.67,1090.12,555.62
4703,503.33,739.58,639.56,984.94,514.19
4704,501.87,750.32,655.44,994.83,523.92
4705,473.76,707.35,614.17,917.5,494.58
4706,456.56,699.05,611.1,902.03,489.14
4707,454.4,681.51,592.93,878.48,483.37
4708,465.71,708.06,600.48,906.13,489.33
4709,489.19,766.02,617.5,954.18,518.41
4710,531.15,859.76,683.16,1037.94,567.88
4711,586.24,945.54,752.28,1127.07,616.58
4712,595.93,973.43,786.2,1156.3,648.75
4713,594.28,986.73,792.74,1209.25,659.68
4714,607.89,1004.94,811.54,1223.26,658.35
4715,620.69,1016.08,817.12,1240.52,666.66
4716,629.76,1005.7,806.82,1224.17,655.01
4717,622.93,990.84,803.86,1211.24,642.94
4718,614.02,979.21,810.73,1233.33,642.67
4719,617.37,991.47,830.18,1260.36,659.12
4720,641.36,1017.31,853.56,1291.63,687.83
4721,666.15,1078.85,886.05,1339.68,728.57
4722,685.41,1123.94,915.0,1398.88,769.14
4723,669.19,1106.71,895.81,1430.01,763.42
4724,632.65,1072.92,862.95,1359.56,727.22
4725,601.46,975.49,803.73,1296.21,673.73
4726,559.89,883.21,739.86,1157.77,614.43
4727,506.54,802.53,679.52,1071.13,562.27
4728,472.37,760.99,646.43,1027.99,531.52
