hour,bus001,bus002,bus003,bus004,bus006,bus007,bus011,bus012,bus013,bus014,bus015,bus016,bus017,bus018,bus019,bus020,bus021,bus022,bus023,bus027,bus028,bus029,bus031,bus032,bus033,bus034,bus035,bus036,bus039,bus040,bus041,bus042,bus043,bus044,bus045,bus046,bus047,bus048,bus049,bus050,bus051,bus052,bus053,bus054,bus055,bus056,bus057,bus058,bus059,bus060,bus062,bus066,bus067,bus070,bus074,bus075,bus076,bus077,bus078,bus079,bus080,bus082,bus083,bus084,bus085,bus086,bus088,bus090,bus092,bus093,bus094,bus095,bus096,bus097,bus098,bus100,bus101,bus102,bus103,bus104,bus105,bus106,bus107,bus108,bus109,bus110,bus112,bus114,bus115,bus117,bus118
3583,269.9072,105.8391,206.3937,158.7836,275.1916,100.5546,370.4618,248.7194,179.9215,74.0824,476.3009,132.3113,56.8123,317.5173,238.1504,95.2701,74.0824,52.9445,37.0412,328.1361,89.9857,127.0269,227.5815,312.2328,75.9111,194.6893,108.893,102.3028,83.9312,61.5086,115.0168,115.0168,17.218,15.3049,50.6974,26.7835,32.5228,19.1311,83.2202,16.2614,16.2614,17.218,22.0007,108.0906,60.2629,80.3505,11.4786,11.4786,264.9655,74.6112,73.6547,37.3056,26.7835,101.2488,104.317,72.1014,65.0457,58.3498,67.9153,37.3056,124.352,127.8642,47.3571,26.0464,56.8285,49.725,113.6571,184.6927,218.5215,40.3424,100.8561,141.1985,127.751,20.3717,46.1758,124.3891,73.9611,16.8093,77.323,127.751,104.2179,144.5604,92.8802,6.7237,26.8949,131.1129,84.0467,18.4918,50.8579,46.2404,44.8176
3584,271.862,106.6056,207.8885,159.9336,277.1847,101.2829,373.1448,250.5207,181.2246,74.6189,479.7505,133.2696,57.2237,319.8169,239.8752,95.9601,74.6189,53.3279,37.3095,330.5126,90.6374,127.9468,229.2297,314.4942,76.4609,196.0993,109.6816,103.0437,84.5391,61.9541,115.8498,115.8498,17.8915,15.9036,52.6805,27.8312,33.7951,19.8795,86.4756,16.8975,16.8975,17.8915,22.8614,112.3189,62.6203,83.4937,11.9277,11.9277,275.3304,77.5299,76.5359,38.7649,27.8312,105.2095,108.3976,74.9219,67.5901,60.6323,70.572,38.7649,129.2164,132.866,49.2096,27.0653,59.0515,51.6701,118.1031,191.9175,231.9558,42.8226,107.0565,149.8792,135.605,21.6241,49.0146,132.0364,78.5081,17.8428,82.0767,135.605,110.6251,153.4477,98.5904,7.1371,28.5484,139.1735,89.2138,19.6287,53.9846,49.0832,47.573
3585,270.6526,106.1314,206.9638,159.2221,275.9517,100.8324,371.4849,249.4063,180.4184,74.287,477.6164,132.6768,56.9692,318.3942,238.8082,95.5333,74.287,53.0907,37.1435,329.0424,90.2342,127.3777,228.21,313.0952,76.1208,195.227,109.1937,102.5853,84.163,61.6785,115.3345,115.3345,18.251,16.2232,53.7392,28.3905,34.4742,20.2789,88.2134,17.2371,17.2371,18.251,23.3208,114.576,63.8787,85.1715,12.1674,12.1674,280.8633,79.0879,78.0739,39.5439,28.3905,107.3237,110.5759,76.4275,68.9484,61.8508,71.9902,39.5439,131.8131,135.536,50.1985,27.6092,60.2382,52.7084,120.4764,195.7742,239.0433,44.1311,110.3277,154.4588,139.7484,22.2848,50.5122,136.0708,80.907,18.3879,84.5846,139.7484,114.0053,158.1364,101.6028,7.3552,29.4207,143.426,91.9398,20.2284,55.6341,50.5829,49.0266
3586,267.2502,104.7972,204.362,157.2205,272.4826,99.5648,366.8149,246.271,178.1503,73.3531,471.6122,131.0089,56.253,314.3916,235.8061,94.3323,73.3531,52.4233,36.6766,324.9059,89.0998,125.7764,225.3412,309.1592,75.1638,192.7728,107.821,101.2957,83.105,60.9031,113.8846,113.8846,18.204,16.1813,53.6007,28.3173,34.3853,20.2267,87.986,17.1927,17.1927,18.204,23.2607,114.2807,63.714,84.952,12.136,12.136,280.1393,78.884,77.8727,39.442,28.3173,107.0471,110.2909,76.2305,68.7707,61.6913,71.8047,39.442,131.4733,135.1866,50.0691,27.538,60.0829,52.5726,120.1659,195.2696,240.1159,44.3291,110.8227,155.1518,140.3755,22.3848,50.7389,136.6814,81.27,18.4705,84.9641,140.3755,114.5168,158.8459,102.0587,7.3882,29.5527,144.0696,92.3523,20.3192,55.8837,50.8099,49.2466
3587,263.5849,103.3599,201.5592,155.0643,268.7456,98.1993,361.7842,242.8935,175.7071,72.3471,465.1441,129.2121,55.4815,310.0799,232.5721,93.0386,72.3471,51.7043,36.1736,320.4499,87.8779,124.0514,222.2507,304.9192,74.133,190.1289,106.3423,99.9065,81.9652,60.0678,112.3227,112.3227,18.0761,16.0677,53.2242,28.1184,34.1438,20.0846,87.368,17.0719,17.0719,18.0761,23.0973,113.478,63.2665,84.3553,12.0508,12.0508,278.1717,78.3299,77.3257,39.165,28.1184,106.2952,109.5163,75.6951,68.2876,61.258,71.3003,39.165,130.5499,134.2371,49.7175,27.3446,59.6609,52.2033,119.3219,193.8981,240.9695,44.4867,111.2167,155.7034,140.8745,22.4644,50.9192,137.1673,81.5589,18.5361,85.2661,140.8745,114.9239,159.4106,102.4215,7.4144,29.6578,144.5817,92.6806,20.3914,56.0824,50.9905,49.4216
3588,261.596,102.58,200.0383,153.8942,266.7178,97.4583,359.0543,241.0607,174.3812,71.8012,461.6343,128.2371,55.0629,307.7401,230.8172,92.3365,71.8012,51.3142,35.9006,318.0319,87.2148,123.1154,220.5736,302.6183,73.5736,188.6943,105.5399,99.1526,81.3467,59.6146,111.4751,111.4751,17.9365,15.9436,52.8132,27.9013,33.8801,19.9295,86.6933,16.9401,16.9401,17.9365,22.9189,112.6016,62.7779,83.7039,11.9577,11.9577,276.0234,77.725,76.7285,38.8625,27.9013,105.4743,108.6705,75.1105,67.7603,60.7849,70.7497,38.8625,129.5417,133.2004,49.3335,27.1334,59.2002,51.8002,118.4004,192.4006,239.4631,44.2086,110.5214,154.73,139.9938,22.3239,50.6009,136.3098,81.0491,18.4202,84.7331,139.9938,114.2055,158.4141,101.7812,7.3681,29.4724,143.6779,92.1012,20.2639,55.7318,50.6718,49.1127
3589,260.4229,102.12,199.1412,153.2041,265.5216,97.0212,357.4441,239.9796,173.5992,71.4792,459.5641,127.662,54.8159,306.36,229.782,91.9224,71.4792,51.0841,35.7396,316.6057,86.8236,122.5632,219.5845,301.2612,73.2437,187.8481,105.0666,98.708,80.9819,59.3472,110.9752,110.9752,17.7049,15.7377,52.1312,27.541,33.4426,19.6721,85.5738,16.7213,16.7213,17.7049,22.623,111.1476,61.9672,82.623,11.8033,11.8033,272.4591,76.7213,75.7377,38.3607,27.541,104.1123,107.2672,74.1406,66.8853,60.0,69.8361,38.3607,127.8689,131.4804,48.6964,26.783,58.4357,51.1313,116.8714,189.9161,237.8542,43.9115,109.7789,153.6904,139.0532,22.174,50.2609,135.3939,80.5045,18.2965,84.1638,139.0532,113.4381,157.3497,101.0974,7.3186,29.2744,142.7125,91.4824,20.1278,55.3573,50.3313,48.7827
3590,261.1351,102.3993,199.6858,153.623,266.2478,97.2866,358.4216,240.6359,174.074,71.6747,460.8209,128.0112,54.9658,307.1979,230.4104,92.1738,71.6747,51.2238,35.8373,317.4716,87.0611,122.8984,220.185,302.0851,73.444,188.3618,105.3539,98.9779,81.2034,59.5095,111.2787,111.2787,17.4152,15.4802,51.2781,27.0903,32.8954,19.3502,84.1734,16.4477,16.4477,17.4152,22.2527,109.3287,60.9532,81.2709,11.6101,11.6101,268.0004,75.4658,74.4983,37.7329,27.0903,102.4085,105.5118,72.9273,65.7907,59.0181,68.6933,37.7329,125.7764,129.3288,47.8995,26.3447,57.4795,50.2945,114.9589,186.8082,236.7845,43.7141,109.2852,152.9992,138.4279,22.0742,50.0349,134.785,80.1425,18.2142,83.7853,138.4279,112.928,156.6421,100.6427,7.2857,29.1427,142.0707,91.071,20.0373,55.1084,50.105,48.5633
3591,268.8748,105.4343,205.6043,158.1763,274.1391,100.17,369.0449,247.7681,179.2333,73.799,474.4792,131.8053,56.595,316.3029,237.2396,94.9058,73.799,52.742,36.8995,326.8811,89.6415,126.541,226.7111,311.0386,75.6208,193.9447,108.4765,101.9115,83.6102,61.2733,114.5769,114.5769,18.0297,16.0264,53.0875,28.0462,34.0561,20.033,87.1437,17.0281,17.0281,18.0297,23.038,113.1866,63.104,84.1387,12.0198,12.0198,277.4574,78.1288,77.1272,39.0644,28.0462,106.0222,109.235,75.5007,68.1123,61.1007,71.1172,39.0644,130.2147,133.8924,49.5898,27.2744,59.5077,52.0693,119.0155,193.4002,240.7609,44.4482,111.1204,155.5686,140.7525,22.4449,50.8752,137.0485,81.4883,18.5201,85.1923,140.7525,114.8244,159.2726,102.3328,7.408,29.6321,144.4565,92.6003,20.3738,56.0338,50.9464,49.3788
3592,290.5089,113.9177,222.1476,170.9034,296.1968,108.2299,398.7388,267.7039,193.6547,79.737,512.6565,142.4105,61.1487,341.7531,256.3282,102.542,79.737,56.9857,39.8685,353.1824,96.8542,136.7227,244.9526,336.0653,81.7053,209.5497,117.2047,110.1115,90.3376,66.2035,123.796,123.796,19.2246,17.0886,56.6059,29.905,36.3132,21.3607,92.9191,18.1566,18.1566,19.2246,24.5648,120.688,67.2863,89.715,12.8164,12.8164,295.8459,83.3068,82.2388,41.6534,29.905,113.0489,116.4746,80.5045,72.6264,65.1502,75.8305,41.6534,138.8447,142.7662,52.8764,29.082,63.4516,55.5202,126.9032,206.2178,255.2493,47.1229,117.8074,164.9303,149.2226,23.7956,53.9367,145.2957,86.3921,19.6346,90.319,149.2226,121.7343,168.8572,108.491,7.8538,31.4153,153.1496,98.1728,21.5998,59.4058,54.0122,52.3503
3593,329.5454,129.2251,251.9982,193.8681,335.9975,122.773,452.3184,303.676,219.6767,90.4515,581.5436,161.5466,69.3654,387.6754,290.7718,116.3209,90.4515,64.643,45.2258,400.6405,109.8688,155.0945,277.8675,381.2233,92.6843,237.7075,132.9538,124.9075,102.4765,75.0994,140.4308,140.4308,20.468,18.1938,60.267,31.8392,38.6619,22.7423,98.9289,19.3309,19.3309,20.468,26.1536,128.4938,71.6382,95.5175,13.6454,13.6454,314.9805,88.6949,87.5578,44.3474,31.8392,120.3606,124.0079,85.7113,77.3237,69.3639,80.7351,44.3474,147.8248,151.9999,56.2963,30.9629,67.5555,59.1111,135.111,219.5554,286.385,52.8711,132.1777,185.0488,167.4251,26.6982,60.516,163.0192,96.9303,22.0296,101.3362,167.4251,136.5836,189.4547,121.7249,8.8118,35.2474,171.831,110.1481,24.2346,66.6522,60.6007,58.7361
3594,306.5504,120.2081,234.4143,180.3404,312.5523,114.2062,420.7566,282.4862,204.3481,84.14,540.9647,150.2743,64.5252,360.6243,270.4823,108.2043,84.14,60.1324,42.07,372.6847,102.2023,144.2723,258.4785,354.6223,86.217,221.1208,123.6765,116.1917,95.3259,69.8591,130.6318,130.6318,19.8187,17.6166,58.3549,30.829,37.4352,22.0207,95.7902,18.7176,18.7176,19.8187,25.3238,124.4171,69.3653,92.4871,13.2124,13.2124,304.9871,85.8808,84.7798,42.9404,30.829,116.5419,120.0735,82.992,74.8705,67.1632,78.1736,42.9404,143.1348,147.1774,54.5102,29.9806,65.4122,57.2357,130.8244,212.5896,290.6117,53.6514,134.1285,187.7799,169.8961,27.0923,61.4091,165.4251,98.3609,22.3547,102.8318,169.8961,138.5994,192.2508,123.5214,8.9419,35.7676,174.367,111.7737,24.5923,67.6359,61.4951,59.603
3595,295.6205,115.9221,226.0563,173.9105,301.4084,110.1342,405.7547,272.4142,197.0621,81.14,521.6768,144.9163,62.2246,347.7663,260.8384,104.3463,81.14,57.9884,40.57,359.3968,98.5584,139.1284,249.2626,341.9784,83.143,213.2368,119.2669,112.0489,91.9271,67.3683,125.9742,125.9742,19.5366,17.3659,57.5246,30.3903,36.9026,21.7074,94.4271,18.4513,18.4513,19.5366,24.9635,122.6467,68.3783,91.171,13.0244,13.0244,300.6473,84.6588,83.5734,42.3294,30.3903,114.8836,118.3649,81.811,73.8051,66.2075,77.0612,42.3294,141.098,145.0832,53.7345,29.554,64.4814,56.4212,128.9628,209.5646,276.6329,51.0707,127.6767,178.7474,161.7239,25.7891,58.4553,157.468,93.6296,21.2795,97.8855,161.7239,131.9326,183.0033,117.5799,8.5118,34.0471,165.9797,106.3973,23.4093,64.3826,58.5371,56.736
3596,282.0244,110.5906,215.6596,165.912,287.5461,105.0689,387.0933,259.8854,187.9989,77.4082,497.6839,138.2513,59.3628,331.7719,248.842,99.5472,77.4082,55.3214,38.7041,342.8675,94.0255,132.7296,237.7985,326.2502,79.3191,203.4297,113.7816,106.8956,87.6992,64.2699,120.1804,120.1804,18.3264,16.2902,53.9612,28.5078,34.6166,20.3627,88.5777,17.3083,17.3083,18.3264,23.4171,115.0493,64.1425,85.5233,12.2176,12.2176,282.0234,79.4145,78.3964,39.7073,28.5078,107.767,111.0327,76.7432,69.2332,62.1062,72.2876,39.7073,132.3576,136.0958,50.4059,27.7232,60.487,52.9262,120.9741,196.5829,265.1998,48.96,122.3999,171.3599,155.0399,24.7232,56.0393,150.9599,89.7599,20.4,93.8399,155.0399,126.4799,175.4399,112.7203,8.16,32.64,159.1199,101.9999,22.4418,61.7216,56.1178,54.3911
3597,263.7202,103.413,201.6627,155.1439,268.8836,98.2497,361.9699,243.0182,175.7973,72.3842,465.3829,129.2784,55.51,310.239,232.6915,93.0863,72.3842,51.7309,36.1921,320.6144,87.923,124.1151,222.3648,305.0757,74.171,190.2265,106.3969,99.9578,82.0073,60.0987,112.3804,112.3804,16.5726,14.7312,48.7972,25.7796,31.3039,18.414,80.101,15.6519,15.6519,16.5726,21.1761,104.0393,58.0042,77.3389,11.0484,11.0484,255.0343,71.8147,70.894,35.9074,25.7796,97.4539,100.4071,69.399,62.6077,56.1628,65.3698,35.9074,119.6912,123.0717,45.5821,25.0702,54.6985,47.8612,109.3971,177.7703,242.9414,44.8507,112.1268,156.9776,142.0273,22.6482,51.3359,138.2897,82.2263,18.6878,85.9639,142.0273,115.8644,160.7151,103.2597,7.4751,29.9005,145.7649,93.439,20.5583,56.5413,51.4078,49.8261
3598,245.4163,96.2355,187.6659,144.3759,250.2213,91.4305,336.8468,226.1511,163.5957,67.3603,433.0822,120.3057,51.6572,288.7064,216.5411,86.6255,67.3603,48.1404,33.6801,298.3617,81.8205,115.5007,206.9312,283.9014,69.0231,177.0235,99.0122,93.02,76.3154,55.9274,104.5804,104.5804,15.0173,13.3487,44.2176,23.3602,28.366,16.6859,72.5835,14.183,14.183,15.0173,19.1887,94.2752,52.5605,70.0806,10.0115,10.0115,231.0993,65.0749,64.2406,32.5374,23.3602,88.3078,90.9838,62.8859,56.732,50.8919,59.2348,32.5374,108.4582,111.5214,41.3042,22.7173,49.5651,43.3694,99.1301,161.0865,220.5932,40.7249,101.8123,142.5372,128.9622,20.5648,46.6135,125.5685,74.6623,16.9687,78.0561,128.9622,105.206,145.9309,93.7608,6.7875,27.1499,132.3559,84.8436,18.6671,51.3401,46.6788,45.2426
3599,235.059,92.174,179.7459,138.2828,239.6612,87.5719,322.6309,216.6069,156.6915,64.5175,414.805,115.2284,49.4771,276.5222,207.4025,82.9697,64.5175,46.1087,32.2587,285.77,78.3675,110.6262,198.1981,271.92,66.1101,169.5527,94.8336,89.0943,73.0947,53.5671,100.1668,100.1668,14.2049,12.6266,41.8257,22.0966,26.8316,15.7833,68.6572,13.4158,13.4158,14.2049,18.1508,89.1755,49.7173,66.2897,9.47,9.47,218.5983,61.5547,60.7656,30.7774,22.0966,83.5309,86.0622,59.4842,53.6631,48.139,56.0306,30.7774,102.5912,105.4888,39.0699,21.4885,46.8839,41.0234,93.7678,152.3727,202.3344,37.354,93.3851,130.7391,118.2878,18.8626,42.7553,115.175,68.4824,15.5642,71.5952,118.2878,96.4979,133.852,86.0001,6.2257,24.9027,121.4006,77.8209,17.122,47.0906,42.8151,41.4978
3600,236.6198,92.7861,180.9394,139.201,241.2525,88.1533,324.7731,218.0451,157.7319,64.9459,417.5592,115.9935,49.8057,278.3582,208.7796,83.5206,64.9459,46.4149,32.4729,287.6674,78.8878,111.3608,199.5141,273.7255,66.5491,170.6785,95.4633,89.6859,73.58,53.9228,100.8319,100.8319,15.9798,14.2043,47.0517,24.8575,30.1841,17.7554,77.2358,15.092,15.092,15.9798,20.4187,100.3177,55.9294,74.5725,10.6532,10.6532,245.9116,69.2459,68.3581,34.6229,24.8575,93.9679,96.8155,66.9166,60.3682,54.1538,63.0315,34.6229,115.4098,118.6694,43.9516,24.1734,52.7419,46.1492,105.4839,171.4113,204.7967,37.8086,94.5216,132.3302,119.7273,19.0922,43.2756,116.5766,69.3158,15.7536,72.4665,119.7273,97.6723,135.4809,87.0467,6.3014,25.2057,122.878,78.768,17.3304,47.6637,43.3362,42.0028
3601,214.6813,84.1833,164.1634,126.2948,218.8845,79.9801,294.6614,197.8288,143.1076,58.9243,378.8447,105.239,45.1879,252.5499,189.4223,75.7769,58.9243,42.1115,29.4622,260.996,71.5736,101.0358,181.0159,248.3467,60.3789,154.8538,86.6123,81.3706,66.758,48.9233,91.4832,91.4832,14.763,13.1227,43.4688,22.9647,27.8857,16.4033,71.3545,13.9428,13.9428,14.763,18.8638,92.6788,51.6705,68.894,9.842,9.842,227.1861,63.973,63.1528,31.9865,22.9647,86.8125,89.4432,61.8211,55.7713,50.0302,58.2318,31.9865,106.6216,109.633,40.6048,22.3327,48.7258,42.6351,97.4516,158.3588,185.9117,34.3221,85.8054,120.1275,108.6868,17.3316,39.285,105.8266,62.9239,14.3009,65.7841,108.6868,88.6656,122.9877,79.0198,5.7204,22.8814,111.547,71.5045,15.7323,43.2684,39.34,38.1295
3602,216.8273,85.0248,165.8044,127.5572,221.0725,80.7796,297.6069,199.8063,144.5382,59.5134,382.6317,106.291,45.6396,255.0744,191.3158,76.5343,59.5134,42.5324,29.7567,263.605,72.2891,102.0458,182.8254,250.8292,60.9825,156.4017,87.4781,82.184,67.4253,49.4123,92.3976,92.3976,16.1336,14.3409,47.5043,25.0966,30.4745,17.9262,77.9788,15.2372,15.2372,16.1336,20.6151,101.2828,56.4674,75.2899,10.7557,10.7557,248.2774,69.9121,69.0157,34.956,25.0966,94.872,97.7469,67.5603,60.949,54.6748,63.6379,34.956,116.5201,119.811,44.3745,24.406,53.2494,46.5932,106.4987,173.0604,187.7441,34.6605,86.6511,121.3116,109.7581,17.5024,39.6722,106.8697,63.5442,14.4419,66.4325,109.7581,89.5395,124.2,79.7986,5.7767,23.107,112.6465,72.2093,15.8874,43.6949,39.7277,38.5054
3603,227.5365,89.2242,173.9935,133.8573,231.9914,84.7693,312.3057,209.6748,151.677,62.4527,401.53,111.5408,47.8937,267.6726,200.765,80.3144,62.4527,44.6331,31.2264,276.6245,75.8595,107.0859,191.8552,263.2177,63.9944,164.1265,91.7987,86.243,70.7555,51.8528,96.9612,96.9612,17.8639,15.879,52.5991,27.7882,33.7428,19.8487,86.342,16.8714,16.8714,17.8639,22.826,112.1453,62.5235,83.3647,11.9092,11.9092,274.905,77.4101,76.4176,38.705,27.7882,105.0469,108.2301,74.8061,67.4857,60.5386,70.463,38.705,129.0168,132.6607,49.1336,27.0235,58.9603,51.5903,117.9206,191.621,199.1385,36.764,91.9101,128.6741,116.4194,18.5647,42.0799,113.3558,67.4007,15.3183,70.4644,116.4194,94.9738,131.7378,84.6417,6.1273,24.5094,119.4831,76.5917,16.8516,46.3468,42.1389,40.8423
3604,247.3655,96.9998,189.1565,145.5226,252.2087,92.1567,339.5222,227.9473,164.8951,67.8953,436.522,121.2612,52.0675,290.9995,218.261,87.3135,67.8953,48.5228,33.9477,300.7314,82.4704,116.4181,208.5747,286.1563,69.5713,178.4296,99.7986,93.7589,76.9216,56.3716,105.4111,105.4111,20.0007,17.7784,58.8909,31.1122,37.7791,22.223,96.6699,18.8895,18.8895,20.0007,25.5564,125.5598,70.0024,93.3365,13.3338,13.3338,307.7882,86.6696,85.5584,43.3348,31.1122,117.6123,121.1763,83.7542,75.5581,67.7801,78.8916,43.3348,144.4493,148.5291,55.0108,30.2559,66.0129,57.7613,132.0259,214.542,224.7137,41.4856,103.714,145.1996,131.3711,20.9489,47.4842,127.9139,76.0569,17.2857,79.5141,131.3711,107.1711,148.6568,95.5122,6.9143,27.6571,134.8282,86.4283,19.0158,52.2991,47.5507,46.0876
3605,263.6426,103.3825,201.6033,155.0982,268.8044,98.2207,361.8633,242.9466,175.7455,72.3629,465.2458,129.2404,55.4936,310.1477,232.6229,93.0589,72.3629,51.7156,36.1815,320.52,87.8971,124.0785,222.2993,304.9858,74.1492,190.1705,106.3655,99.9283,81.9831,60.0809,112.3473,112.3473,20.4316,18.1614,60.1598,31.7825,38.5931,22.7018,98.7528,19.2965,19.2965,20.4316,26.1071,128.2651,71.5107,95.3475,13.6211,13.6211,314.4199,88.537,87.4019,44.2685,31.7825,120.1464,123.7872,85.5588,77.1861,69.2405,80.5914,44.2685,147.5617,151.7294,56.1961,30.9078,67.4353,59.0059,134.8706,219.1646,255.5521,47.1788,117.9471,165.126,149.3997,23.8238,54.0007,145.4681,86.4946,19.6579,90.4261,149.3997,121.8787,169.0575,108.6197,7.8631,31.4526,153.3312,98.2893,21.6254,59.4763,54.0763,52.4124
3606,275.7288,108.1219,210.8454,162.2084,281.1272,102.7235,378.4522,254.084,183.8022,75.6803,486.5741,135.1651,58.0376,324.3658,243.2871,97.325,75.6803,54.0864,37.8401,335.2136,91.9265,129.7667,232.4902,318.9673,77.5484,198.8885,111.2417,104.5094,85.7415,62.8352,117.4976,117.4976,20.7926,18.4823,61.2225,32.344,39.2748,23.1028,100.4973,19.6374,19.6374,20.7926,26.5683,130.531,72.7739,97.0319,13.8617,13.8617,319.9743,90.1011,88.9459,45.0505,32.344,122.2688,125.9739,87.0702,78.5496,70.4637,82.0151,45.0505,150.1684,154.4098,57.1888,31.4538,68.6266,60.0482,137.2531,223.0363,269.5294,49.7593,124.3982,174.1575,157.571,25.1269,56.9542,153.4244,91.2253,20.733,95.3719,157.571,128.5448,178.3041,114.5606,8.2932,33.1728,161.7176,103.6652,22.8082,62.7293,57.034,55.2791
3607,285.7226,112.0408,218.4875,168.0876,291.3167,106.4467,392.1693,263.2933,190.4641,78.4233,504.2101,140.0642,60.1412,336.1225,252.1051,100.8526,78.4233,56.0468,39.2117,347.3635,95.2585,134.4701,240.9168,330.5284,80.3592,206.0973,115.2736,108.2973,88.8492,65.1127,121.7563,121.7563,21.9422,19.5041,64.6075,34.1323,41.4463,24.3802,106.0538,20.7232,20.7232,21.9422,28.0372,137.748,76.7976,102.3968,14.6281,14.6281,337.6655,95.0827,93.8637,47.5413,34.1323,129.029,132.939,91.8843,82.8926,74.3595,86.5496,47.5413,158.4712,162.947,60.3507,33.1929,72.4209,63.3683,144.8418,235.3679,273.4123,50.4761,126.1903,176.6664,159.841,25.4889,57.7747,155.6347,92.5395,21.0317,96.7459,159.841,130.3966,180.8728,116.211,8.4127,33.6507,164.0474,105.1586,23.1368,63.633,57.8556,56.0755
3608,294.8469,115.6188,225.4648,173.4554,300.6197,109.846,404.6929,271.7014,196.5465,80.9277,520.3117,144.5371,62.0618,346.8563,260.1558,104.0732,80.9277,57.8366,40.4638,358.4563,98.3005,138.7643,248.6103,341.0835,82.9254,212.6788,118.9548,111.7557,91.6866,67.1921,125.6445,125.6445,22.5691,20.0614,66.4533,35.1074,42.6304,25.0767,109.0838,21.3152,21.3152,22.5691,28.8382,141.6835,78.9917,105.3223,15.046,15.046,347.3128,97.7993,96.5454,48.8996,35.1074,132.7154,136.7371,94.5095,85.2609,76.484,89.0224,48.8996,162.9988,167.6025,62.075,34.1412,74.49,65.1787,148.98,242.0925,270.5351,49.9449,124.8623,174.8073,158.159,25.2206,57.1667,153.9969,91.5657,20.8104,95.7278,158.159,129.0244,178.9694,114.988,8.3242,33.2966,162.321,104.052,22.8933,62.9634,57.2468,55.4854
3609,302.1293,118.4744,231.0335,177.7395,308.0447,112.5591,414.6884,278.4121,201.4009,82.9265,533.1628,148.107,63.5946,355.4233,266.5814,106.6437,82.9265,59.2651,41.4633,367.3098,100.7284,142.1916,254.7507,349.5079,84.9736,217.9318,121.8929,114.516,93.9511,68.8516,128.7478,128.7478,23.2417,20.6593,68.4339,36.1538,43.901,25.8241,112.3349,21.9505,21.9505,23.2417,29.6977,145.9063,81.346,108.4613,15.4945,15.4945,357.664,100.7141,99.4229,50.357,36.1538,136.6709,140.8124,97.3262,87.802,78.7636,91.6756,50.357,167.8568,172.5977,63.9251,35.1588,76.7101,67.1213,153.4202,249.3077,266.2508,49.154,122.885,172.039,155.6543,24.8212,56.2614,151.5581,90.1157,20.4808,94.2118,155.6543,126.9811,176.1352,113.1671,8.1923,32.7693,159.7505,102.4042,22.5308,61.9663,56.3402,54.6067
3610,307.9795,120.7685,235.5071,181.1812,314.0094,114.7386,422.7181,283.8031,205.3007,84.5323,543.4866,150.9748,64.826,362.3054,271.7433,108.7087,84.5323,60.4127,42.2661,374.4221,102.6788,144.9449,259.6835,356.2755,86.6189,222.1516,124.2531,116.7334,95.7703,70.1848,131.2408,131.2408,24.2741,21.577,71.4739,37.7598,45.8512,26.9713,117.325,22.9256,22.9256,24.2741,31.017,152.3877,84.9595,113.2794,16.1828,16.1828,373.5521,105.188,103.8394,52.594,37.7598,142.742,147.0676,101.6496,91.7023,82.2624,95.748,52.594,175.3133,180.2648,66.7647,36.7206,80.1177,70.103,160.2354,260.3825,260.2437,48.045,120.1125,168.1575,152.1425,24.2612,54.9921,148.1387,88.0825,20.0187,92.0862,152.1425,124.1162,172.1612,110.6138,8.0075,32.03,156.1462,100.0937,22.0224,60.5682,55.0691,53.3747
3611,315.2102,123.6038,241.0362,185.4349,321.3816,117.4324,432.6425,290.4661,210.1207,86.5169,556.2464,154.5194,66.348,370.8115,278.1232,111.2609,86.5169,61.831,43.2584,383.2127,105.0895,148.3479,265.7803,364.64,88.6525,227.3672,127.1703,119.474,98.0188,71.8326,134.322,134.322,25.1194,22.3284,73.9627,39.0746,47.4478,27.9105,121.4105,23.7239,23.7239,25.1194,32.097,157.6941,87.9179,117.2239,16.7463,16.7463,386.5599,108.8508,107.4553,54.4254,39.0746,147.7126,152.1887,105.1893,94.8956,85.1269,99.0821,54.4254,181.418,186.5419,69.0896,37.9993,82.9075,72.5441,165.815,269.4494,254.451,46.9756,117.4389,164.4145,148.756,23.7212,53.768,144.8414,86.1219,19.5732,90.0365,148.756,121.3536,168.3292,108.1517,7.8293,31.317,152.6706,97.8658,21.5323,59.22,53.8433,52.1866
3612,315.663,123.7814,241.3825,185.7013,321.8433,117.6011,433.2641,290.8834,210.4226,86.6412,557.0455,154.7413,66.4433,371.3442,278.5227,111.4208,86.6412,61.9199,43.3206,383.7632,105.2404,148.561,266.1621,365.1639,88.7799,227.6939,127.353,119.6456,98.1596,71.9358,134.515,134.515,26.0357,23.1428,76.6606,40.4999,49.1785,28.9285,125.8391,24.5892,24.5892,26.0357,33.2678,163.4462,91.1248,121.4998,17.3571,17.3571,400.6601,112.8212,111.3748,56.4106,40.4999,153.1005,157.7399,109.0261,98.357,88.232,102.6963,56.4106,188.0354,193.3462,71.6097,39.3853,85.9317,75.1902,171.8633,279.2779,249.7284,46.1037,115.2593,161.363,145.9951,23.2809,52.7701,142.1531,84.5235,19.2099,88.3654,145.9951,119.1012,165.205,106.1444,7.6839,30.7358,149.837,96.0494,21.1326,58.1209,52.844,51.218
