hour,Region_R1,Region_R2,Region_R3
4339,6264.6554,4049.9728,2412.5817
4340,6162.4322,3728.4968,2337.2076
4341,5645.3041,3185.1819,2103.1043
4342,5170.985,2739.6504,1900.1792
4343,4875.6172,2461.8469,1763.4212
4344,4587.6179,2120.5948,1723.9229
4345,4450.741,2064.8039,1656.0581
4346,4405.6623,2111.3784,1640.4122
4347,4527.1071,2220.0003,1685.324
4348,4781.3727,2279.1932,1811.8808
4349,5143.1805,2493.4692,2002.7592
4350,5658.0668,2738.8414,2241.3206
4351,6041.4141,2956.5011,2437.7975
4352,6251.1552,3157.0024,2581.9591
4353,6422.0393,3328.0534,2699.4675
4354,6477.4493,3472.727,2737.1965
4355,6436.9807,3685.5916,2736.4246
4356,6513.7087,3965.083,2781.383
4357,6607.9254,4257.0217,2828.1962
4358,6582.78,4493.0406,2827.3419
4359,6653.4109,4691.6199,2829.1827
4360,6626.8294,4635.6948,2756.7199
4361,6410.2756,4421.4635,2639.3841
4362,6235.4081,4104.7615,2599.2399
4363,6334.1976,3923.9467,2739.2643
4364,6253.1227,3481.162,2601.5431
4365,5730.2005,2995.3179,2297.9317
4366,5201.6859,2653.6186,1998.7271
4367,4899.7622,2456.1929,1843.3638
4368,4954.1386,2477.5383,1744.8843
4369,4733.2343,2336.1509,1641.0753
4370,4701.4828,2278.6853,1629.1965
4371,4770.7297,2317.3943,1662.228
4372,4992.1142,2446.1528,1806.1641
4373,5250.7839,2562.7033,1986.2108
4374,5607.6484,2789.5268,2147.9586
4375,6004.3281,3067.6435,2277.5852
4376,6247.6937,3319.3617,2380.4621
4377,6588.9962,3640.9561,2484.212
4378,6850.6668,3919.1464,2536.5553
4379,7031.7507,4253.2014,2557.6847
4380,7233.1304,4574.9615,2488.1128
4381,7417.0196,4876.4377,2545.9443
4382,7569.9631,5134.4863,2530.4399
4383,7590.2467,5328.6311,2513.8931
4384,7512.4723,5376.7118,2464.2309
4385,7287.628,5174.8199,2404.4389
4386,6988.3288,4856.4643,2427.4821
4387,6698.1482,4503.7423,2560.187
4388,6494.6583,4149.3297,2412.1168
4389,6024.4628,3616.435,2144.9634
4390,5454.2219,3134.7255,1876.9867
4391,4970.1792,2654.9143,1665.1019
4392,4919.0988,2198.5996,1595.3885
4393,4723.1765,2190.6473,1580.7136
4394,4707.7461,2181.1624,1587.0918
4395,4831.1435,2250.8701,1669.5755
4396,5122.9253,2402.7592,1851.9519
4397,5688.6687,2601.4991,2071.1937
4398,6007.6552,2747.7448,2182.3643
4399,6327.7886,2870.8598,2246.8476
4400,6576.3347,3062.2131,2326.8369
4401,6807.5288,3244.3368,2380.2366
4402,7033.4905,3462.2622,2416.1451
4403,7202.2384,3653.776,2413.5231
4404,7411.8392,3967.6707,2450.2221
4405,7612.136,4278.3924,2449.2963
4406,7853.1404,4528.3412,2444.6811
4407,7905.1911,4677.3099,2450.1101
4408,7598.963,4502.0481,2471.1104
4409,7379.2265,4140.37,2529.6018
4410,7462.7136,4147.8724,2556.182
4411,7260.2424,3833.9145,2438.1039
4412,6829.0441,3447.0338,2245.4189
4413,6181.2677,3030.487,1998.5607
4414,5575.3889,2660.4698,1780.97
4415,5129.7859,2394.6848,1614.8388
4416,4631.2605,2479.6419,1675.1912
4417,4482.9918,2240.5631,1665.9702
4418,4442.1874,2161.26,1644.8906
4419,4539.2544,2189.0621,1677.0397
4420,4808.7791,2320.8831,1802.6753
4421,5140.0809,2482.3334,1945.0708
4422,5423.5352,2720.0638,2075.6201
4423,5766.0556,2999.8183,2238.2237
4424,6059.4725,3247.1204,2401.677
4425,6318.1421,3533.213,2557.7064
4426,6507.3935,3817.8652,2641.2606
4427,6630.16,4141.3526,2708.1949
4428,6730.3907,4449.2855,2743.0625
4429,6802.0214,4738.3143,2771.5068
4430,6804.0935,4977.6483,2758.6368
4431,6764.1694,5149.9924,2722.7937
4432,6619.8009,5120.471,2629.0864
4433,6342.5649,4991.4362,2507.895
4434,6103.3748,4710.0728,2467.659
4435,6318.4043,4572.9226,2659.9397
4436,6138.1781,4210.9735,2509.4387
4437,5680.3498,3685.7232,2264.3638
4438,5246.0069,3134.1139,2034.9316
4439,4935.4787,2776.402,1860.5503
4440,4487.408,2291.73,1930.964
4441,4434.3904,2241.7457,1860.3544
4442,4475.2711,2212.5243,1847.6291
4443,4580.7029,2274.8902,1892.7897
4444,4837.3714,2455.3813,2041.5462
4445,5351.6302,2684.2031,2273.9736
4446,5540.4913,2793.5802,2395.448
4447,5752.4257,3009.9178,2559.8971
4448,6024.4294,3255.7162,2737.1103
4449,6239.2003,3512.3401,2896.8105
4450,6536.5035,3903.7737,3027.9793
4451,6670.5336,4251.8086,3201.3104
4452,6909.7047,4715.9494,3300.3286
4453,7078.2847,5093.011,3356.2788
4454,7217.2719,5400.086,3391.9991
4455,7307.0724,5675.8281,3398.2763
4456,7215.9276,5665.9353,3310.9534
4457,6921.4798,5438.8014,3164.1387
4458,6761.0275,5197.9769,3214.7765
4459,6621.8966,4787.2393,3159.4411
4460,6237.2708,4227.4935,2870.8972
4461,5706.3325,3657.3328,2572.424
4462,5257.3269,3176.0549,2288.8544
4463,4966.1328,2782.0087,2097.1886
4464,4058.8542,2127.5856,1892.8192
4465,3964.8573,2006.7189,1812.184
4466,3958.208,1978.7431,1744.2601
4467,4083.385,2073.2904,1741.5402
4468,4469.1965,2304.5642,1824.1296
4469,4864.1943,2511.0248,1955.426
4470,5266.7892,2744.1128,2078.5702
4471,5615.5105,2982.0484,2271.4573
4472,5889.6781,3220.1077,2454.2302
4473,6147.6112,3520.2172,2646.9789
4474,6321.794,3832.7556,2827.8084
4475,6456.9381,4152.9674,2965.4798
4476,6744.1887,4626.5246,3129.6754
4477,6910.1141,4949.5963,3300.3332
4478,7039.1507,5286.3927,3423.1742
4479,7090.5965,5520.4791,3494.747
4480,6913.1887,5437.9529,3460.7789
4481,6468.9991,5066.7427,3326.8325
4482,6137.5415,4811.5988,3197.5869
4483,6145.6761,4663.1311,3112.0551
4484,5830.8435,4169.3058,2978.9397
4485,5191.7003,3484.8955,2775.1339
4486,4676.3327,2978.6649,2484.9964
4487,4457.4581,2698.8841,2235.2285
4488,4374.3031,2302.8896,1848.0816
4489,4306.911,2139.7514,1746.1118
4490,4374.1238,2152.1883,1705.7421
4491,4587.5244,2235.9891,1719.5752
4492,4873.6801,2286.0286,1803.1885
4493,5303.7436,2489.5083,1960.2402
4494,5910.5875,2818.8208,2241.1614
4495,6351.0517,3131.1803,2449.6555
4496,6619.9021,3387.6068,2592.0758
4497,6776.6204,3703.0735,2726.2056
4498,6882.1475,4043.4324,2829.0981
4499,6928.3003,4434.8108,2890.608
4500,7017.4162,4816.7885,2991.5089
4501,7068.7183,5108.7325,3034.6188
4502,7106.6724,5350.7975,3079.5585
4503,7106.8248,5491.7824,3122.6513
4504,7002.5277,5488.3383,3119.7432
4505,6903.1115,5314.0301,3069.1551
4506,6921.9055,4995.3824,2934.3747
4507,6624.9935,4603.7041,2900.3086
4508,6300.3237,4088.2149,2924.7634
4509,5704.314,3628.4219,2650.1598
4510,5203.2352,3100.4774,2334.3586
4511,4934.3016,2771.1912,2124.9962
4512,5386.1358,3001.9835,1890.1101
4513,5141.0668,2758.3938,1837.7606
4514,4979.5784,2612.7744,1812.1576
4515,4901.9199,2614.5754,1838.0249
4516,4981.5969,2767.0592,1962.0499
4517,5236.1811,3031.2565,2168.7358
4518,5627.5712,3219.5236,2334.1558
4519,6036.5367,3485.2823,2472.9132
4520,6428.1276,3872.0735,2612.4628
4521,6754.1417,4313.1178,2740.9443
4522,6990.324,4744.9272,2811.6006
4523,7151.9284,5150.3119,2871.2572
4524,7223.6387,5540.0657,2956.5169
4525,7381.0884,5853.6078,3035.3425
4526,7532.2921,6138.9663,3066.446
4527,7643.6202,6251.7649,3058.9119
4528,7673.1403,6127.0884,2973.3536
4529,7517.6866,5822.4575,2817.3039
4530,7171.2469,5320.9904,2795.4043
4531,7020.5962,5102.9308,2751.2364
4532,7112.9493,4588.6031,2535.418
4533,6891.1717,3941.0535,2262.7501
4534,6370.0724,3424.0633,2037.8242
4535,5941.7001,3009.5806,1889.0817
4536,4678.5809,2461.8469,1578.2237
4537,4686.1701,2345.4095,1571.7429
4538,4613.4843,2239.9474,1549.7717
4539,4564.438,2188.7568,1548.9485
4540,4516.4762,2125.4215,1544.4157
4541,4744.3335,2251.5622,1661.1289
4542,5092.5232,2518.8456,1822.8611
4543,5515.4069,2865.1426,2016.6522
4544,5848.6078,3208.2772,2166.316
4545,6179.6533,3596.3958,2309.4351
4546,6434.0921,4060.4707,2406.6062
4547,6649.7415,4498.2736,2481.7595
4548,6884.6903,4849.221,2504.7172
4549,7049.1796,5158.1312,2499.2601
4550,7147.3918,5299.3581,2480.0182
4551,7150.6628,5342.5937,2438.7538
4552,7104.8597,5342.049,2391.8753
4553,6910.859,5166.1056,2294.5051
4554,6796.4608,5016.8501,2295.5398
4555,6553.3116,4628.4552,2384.3116
4556,6230.3175,4224.4137,2254.5839
4557,5770.7495,3704.2189,2066.2467
4558,5344.5653,3184.282,1842.3089
4559,4952.2118,2850.727,1698.2919
4560,4373.2349,2531.2783,1773.4327
4561,4255.6349,2450.7163,1659.8096
4562,4227.9221,2318.8953,1641.4656
4563,4243.1881,2242.8178,1641.506
4564,4341.1804,2216.6562,1690.9941
4565,4275.7333,2181.2176,1678.2703
4566,4473.9926,2178.4551,1793.0898
4567,4886.7163,2324.6034,1995.0176
4568,5273.8721,2563.698,2184.9779
4569,5631.371,2790.3846,2322.5887
4570,5901.003,3023.3357,2393.2543
4571,6155.2756,3307.6274,2413.5278
4572,6366.6698,3577.997,2418.1787
4573,6584.2788,3919.728,2431.0673
4574,6756.9771,4312.4258,2454.9119
4575,6867.4526,4683.1098,2439.3593
4576,6797.2372,4921.6333,2432.8847
4577,6609.5136,4967.6815,2364.9593
4578,6252.0735,4895.9623,2338.4942
4579,6177.5683,4744.8269,2503.3031
4580,5942.7995,4275.7358,2341.5709
4581,5434.8351,3978.9178,2133.9529
4582,5090.1404,3493.1579,1953.1218
4583,4927.4394,3015.3661,1838.4298
4584,4574.1142,2039.8434,1927.2825
4585,4511.7096,2007.3857,1850.2604
4586,4412.5115,1950.0964,1751.1832
4587,4527.8004,2033.9288,1733.751
4588,4887.1966,2229.5115,1803.497
4589,5190.661,2280.9178,2033.7477
4590,5617.7981,2428.4803,2260.393
4591,5985.8032,2608.6846,2425.6871
4592,6370.9752,2784.1649,2580.8856
4593,6626.3513,2970.4916,2702.0708
4594,6866.4529,3183.2745,2824.1182
4595,7097.1449,3372.79,2883.7904
4596,7159.4387,3521.8956,2875.5637
4597,7236.0853,3711.3164,2886.4762
4598,7285.1576,3835.4903,2847.037
4599,7281.2245,3802.7432,2860.7908
4600,7231.2771,3791.5679,2861.8052
4601,7022.9582,3564.9234,2837.0487
4602,6615.6522,3282.5326,2815.9785
4603,6638.0322,3260.2083,2902.2231
4604,6333.0497,3050.3852,2795.8418
4605,5806.2152,2769.3902,2514.155
4606,5290.0556,2486.8916,2195.6541
4607,5008.7618,2252.5106,1953.3193
4608,4873.5381,2246.1908,1841.2416
4609,4557.8087,2167.0772,1743.0404
4610,4474.8625,2052.4276,1699.0576
4611,4476.6784,2009.1314,1717.5494
4612,4580.7919,2012.4729,1813.043
4613,5041.4238,2132.1754,2022.2779
4614,5481.7823,2406.9822,2140.7494
4615,5766.1775,2539.0979,2275.7257
4616,6039.1671,2695.961,2436.3657
4617,6214.9961,2840.3742,2540.0394
4618,6376.6161,2995.6679,2614.3493
4619,6458.6215,3118.4356,2637.2914
4620,6511.6875,3237.9539,2697.7402
4621,6676.021,3374.5226,2714.1906
4622,6769.9503,3546.693,2706.8228
4623,6838.3429,3743.4425,2706.756
4624,6816.0477,3916.8297,2656.2394
4625,6527.2045,3927.4735,2571.8729
4626,6370.8169,3620.2959,2592.2739
4627,6405.3217,3728.4652,2645.3269
4628,6223.8475,3763.7196,2573.5069
4629,5824.1385,3462.5723,2314.7622
4630,5322.214,3054.404,2093.5614
4631,4909.0315,2660.2526,1909.9793
4632,4612.2934,2076.9829,1608.2507
4633,4322.9499,1970.0014,1578.8448
4634,4309.5397,1951.5974,1534.0185
4635,4443.2443,2049.5572,1535.1714
4636,4856.7166,2287.2718,1624.3879
4637,5453.0456,2745.1875,1805.2889
4638,5714.7421,2795.1218,2004.4205
4639,6003.0531,2877.519,2173.2079
4640,6298.504,3039.0009,2315.4246
4641,6472.3735,3226.7654,2440.1079
4642,6458.36,3318.4212,2497.8772
4643,6436.077,3386.8884,2535.4927
4644,6529.0083,3584.0431,2591.4258
4645,6467.8527,3607.4316,2578.5854
4646,6348.4628,3590.3734,2511.6589
4647,6251.5187,3585.4757,2464.8302
4648,6018.8048,3459.3981,2378.5171
4649,5876.9016,3378.5414,2328.9964
4650,6092.0558,3634.4127,2364.1143
4651,6044.853,3402.8494,2469.3521
4652,5701.79,3068.7734,2405.6468
4653,5275.1065,2613.857,2199.8929
4654,4900.9801,2312.7334,2008.039
4655,4666.6483,2194.7661,1852.1245
4656,4586.5056,2058.3263,1573.5059
4657,4390.2267,1990.2617,1529.534
4658,4363.6573,2051.0582,1517.5775
4659,4470.9588,2245.3029,1565.2901
4660,4837.5262,2518.6298,1741.3411
4661,5415.5814,2669.3627,2059.5979
4662,5612.1339,2638.506,2128.5612
4663,5839.0901,2754.8987,2239.668
4664,6018.2023,2905.4131,2372.7927
4665,6153.0036,3048.1779,2484.8207
4666,6229.664,3156.7919,2538.138
4667,6240.9536,3279.3833,2540.0441
4668,6290.9806,3401.9747,2538.2189
4669,6303.2059,3533.843,2494.2236
4670,6338.9095,3676.492,2454.7953
4671,6339.8989,3679.3414,2405.2606
4672,6203.1518,3478.9953,2327.2785
4673,5983.7511,3344.0039,2430.7485
4674,6478.8012,3395.3576,2612.2255
4675,6229.5048,3030.4328,2460.0968
4676,5862.8404,2646.6673,2244.7558
4677,5413.5778,2323.6035,1956.669
4678,4936.4257,2138.8357,1737.2951
4679,4640.8553,2044.1227,1621.4922
4680,4830.1023,2121.6932,1694.5419
4681,4558.3046,2000.8844,1610.9768
4682,4560.3698,2109.7958,1566.9769
4683,4700.3723,2293.1968,1555.1246
4684,5023.1898,2509.2212,1616.6702
4685,5457.4687,2717.4591,1735.1728
4686,5959.0382,2885.2134,1916.8784
4687,6093.2622,2959.7557,2050.0466
4688,6276.3439,3059.0348,2183.1464
4689,6426.5774,3159.8597,2307.9355
4690,6422.62,3234.2599,2367.5502
4691,6363.5937,3322.7216,2373.1052
4692,6363.6993,3403.5151,2386.0249
4693,6348.4299,3490.4443,2364.0646
4694,6299.4684,3465.5547,2320.9656
4695,6254.4383,3353.5677,2283.3143
4696,6174.6176,3208.9809,2248.3659
4697,6100.9338,3170.1719,2215.2894
4698,6079.5431,3130.0488,2198.8249
4699,6343.6208,2898.5882,2254.7068
4700,6166.5963,2519.3861,2369.2324
4701,5619.1267,2204.0194,2236.0673
4702,5170.6353,2064.2198,2036.9186
4703,4912.1041,1988.237,1837.7404
4704,4679.1842,2169.8344,1557.0338
4705,4403.4551,1994.7252,1447.8206
4706,4422.6559,1932.7514,1416.6875
4707,4629.7777,1973.1008,1458.0312
4708,4985.8649,2097.351,1603.8159
4709,5300.5772,2166.0998,1763.5829
4710,5651.8995,2337.0745,1960.995
4711,5894.0317,2528.0884,2080.411
4712,6119.9916,2711.2262,2196.9391
4713,6235.6441,2914.4428,2290.4457
4714,6225.6226,3004.4186,2297.7482
4715,6122.6715,3058.7927,2256.4729
4716,6104.3371,3142.6804,2243.6201
4717,6090.109,3283.9994,2214.3122
4718,5999.3104,3380.2134,2164.8366
4719,5892.1925,3476.3143,2102.4864
4720,5710.5901,3511.7555,2032.7637
4721,5600.4644,3452.7995,2000.7825
4722,5697.6024,3308.7284,2074.3966
4723,5935.0985,3281.9432,2350.9801
4724,5547.22,3182.0615,2228.6824
4725,5031.7063,2776.8057,1942.329
4726,4659.7195,2439.9488,1699.1555
4727,4477.4644,2231.9793,1545.001
4728,5029.0098,2092.3428,1921.5922
4729,4743.9578,2083.0079,1835.4129
4730,4533.7554,2068.9727,1750.189
4731,4380.7548,2104.6271,1693.4186
4732,4412.4042,2287.5886,1728.2613
4733,4833.2849,2707.9412,1961.2833
4734,5455.2961,2936.1314,2316.2547
4735,6019.0954,2931.8126,2491.5945
4736,6252.1504,2958.511,2580.7767
4737,6587.0806,2991.3871,2649.6855
4738,6843.3145,3027.2914,2690.1034
4739,6958.6086,3018.1723,2685.5302
4740,7054.5703,3036.9605,2663.5653
4741,7148.5134,3051.1325,2664.5222
4742,7065.9291,3023.441,2597.6299
4743,6808.8201,2905.7631,2444.5443
4744,6946.5115,3205.1042,2547.1056
4745,7543.3329,3349.1779,3094.2908
4746,7527.4844,3280.7396,3133.0265
4747,7398.8165,3185.8581,3072.2978
4748,7223.4557,3038.2931,3003.0827
4749,6877.7214,2753.9593,2836.7851
4750,6289.4924,2475.9373,2568.9406
4751,5632.9539,2256.9083,2236.1488
4752,4713.277,2614.9791,1800.7972
4753,4449.0002,2301.6844,1644.1156
4754,4550.3916,2325.2492,1632.2601
4755,4787.8282,2493.0482,1683.7616
4756,5109.9351,2704.3302,1734.3356
4757,5485.4941,3018.2118,1869.3804
4758,6000.6107,3181.3499,2034.6822
4759,6374.4272,3361.5042,2187.9855
4760,6672.5848,3580.4043,2319.316
4761,6879.736,3847.2404,2428.5354
4762,6974.5871,4056.7688,2521.2127
4763,7164.5682,4450.9913,2613.8402
4764,7308.5262,4842.0171,2652.453
4765,7364.6694,5226.8284,2663.549
4766,7302.3392,5447.0453,2633.3278
4767,7091.8772,5471.5638,2568.2218
4768,6834.2453,5348.6304,2501.1864
4769,6592.0266,5177.8373,2476.304
4770,6548.5017,5111.2,2496.4438
4771,6136.9093,4648.405,2340.5651
4772,5751.9874,3923.2795,2329.2405
4773,5238.7595,3279.1397,2174.8108
4774,4847.4161,2877.2149,2004.0069
4775,4622.7121,2613.5097,1839.6744
4776,4435.9692,2115.6919,1757.8957
4777,4345.2624,2114.1777,1699.1073
4778,4312.7362,2098.5994,1678.8976
4779,4348.8502,2177.7973,1722.0199
4780,4512.828,2401.4714,1867.0576
4781,4856.3724,2589.3149,2034.0633
4782,5149.9347,2738.5652,2226.9442
4783,5478.8648,2892.3868,2403.2301
4784,5792.458,3089.6204,2578.5886
4785,6067.2496,3294.7169,2730.9971
4786,6297.9295,3498.1387,2818.2453
4787,6443.8853,3709.2707,2854.9863
4788,6507.378,3982.5607,2891.7584
4789,6524.9117,4294.7202,2916.5724
4790,6601.5774,4568.0918,2908.3752
4791,6535.2639,4714.2296,2894.525
4792,6426.8415,4734.5872,2821.9549
4793,6220.271,4495.5347,2679.6061
4794,6052.6822,4245.3727,2617.1144
4795,5994.7525,4113.507,2756.7167
4796,5856.147,3709.8812,2586.9475
4797,5736.6938,3125.7905,2277.6054
4798,5302.2799,2687.7456,2016.8504
4799,4958.1305,2395.6332,1846.9785
4800,4468.2938,2269.6425,1627.746
4801,4483.6376,2325.3124,1629.5075
4802,4646.7723,2509.9354,1699.1897
4803,5037.7434,2671.4042,1885.3737
4804,5454.4297,2919.8757,2075.3962
4805,5937.5939,3177.6664,2281.0164
4806,6361.6954,3410.7885,2458.2156
4807,6495.1171,3623.6031,2555.5547
4808,6654.9575,3830.3216,2631.7722
4809,6666.6193,4068.0125,2665.8943
4810,6697.6377,4349.1443,2681.5775
4811,6730.7335,4721.7977,2734.8
4812,6815.7709,5083.7862,2754.1647
4813,6816.0982,5305.9778,2731.2677
4814,6811.1688,5276.9958,2699.1667
4815,6639.8113,4949.8342,2590.0018
4816,6314.0829,4444.1562,2450.5051
4817,6035.3131,4077.912,2416.3939
4818,6184.1088,3817.1194,2583.1649
4819,5941.6165,3264.4275,2401.8262
4820,5430.4833,2782.8391,2149.4068
4821,4965.766,2449.9983,1923.4525
4822,4635.4691,2250.669,1764.5103
4823,4509.0663,2155.4297,1686.3851
4824,4756.1996,2463.6636,1840.2442
4825,4731.1241,2483.6818,1819.104
4826,4577.9642,2344.2584,1781.462
4827,4513.735,2279.2668,1814.5215
4828,4641.6646,2296.7382,1929.2834
4829,4871.8572,2411.9325,2074.3553
4830,5238.0309,2558.2992,2341.4201
4831,5613.2194,2710.8725,2606.5555
4832,5844.1746,2885.1412,2814.8598
4833,6021.2042,2983.443,3002.0318
4834,6213.1275,3255.3742,3141.373
4835,6303.1099,3499.3348,3212.8758
4836,6350.3594,3737.0652,3293.6245
4837,6412.8956,4033.607,3322.1341
4838,6394.9005,4345.4586,3351.5259
4839,6406.3719,4660.1122,3318.5598
4840,6402.3661,4848.9357,3203.9051
4841,6273.5025,4850.013,3030.5709
4842,5999.4215,4590.4688,2871.9054
4843,5903.2036,4260.6484,2935.2732
4844,6062.1644,4062.8596,2855.371
4845,6030.6491,3762.7633,2605.5954
4846,5717.3545,3231.8063,2335.6863
4847,5327.7751,2787.8969,2118.1189
4848,5616.0746,2944.4153,1826.4407
4849,5001.51,2716.4803,1744.7941
4850,4946.4739,2591.1027,1743.0653
4851,5001.8026,2509.1318,1767.1712
4852,5088.0163,2481.606,1807.7896
4853,5405.991,2658.9504,1939.1777
4854,5858.7601,2733.84,2110.8328
4855,6299.0148,2883.1587,2284.2153
4856,6602.5761,3123.9885,2446.5701
4857,6760.1348,3386.6663,2569.5075
4858,6839.8828,3635.3536,2622.7067
4859,6894.2931,3907.4084,2623.7025
4860,6949.7602,4247.6067,2652.1467
4861,6985.7911,4531.6879,2652.1483
4862,6931.9158,4840.3639,2662.1801
4863,6838.1977,5095.7405,2650.1334
4864,6614.6146,5281.1962,2586.6474
4865,6329.405,5265.0179,2462.8728
4866,6260.7302,5303.3506,2462.132
4867,6255.5048,4975.247,2525.1592
4868,5943.473,4380.2574,2287.3355
4869,5379.1456,4004.2994,2033.9934
4870,4993.5617,3488.9812,1813.7527
4871,4780.3879,2984.6147,1768.6372
4872,4546.2545,2162.3926,1625.5274
4873,4294.7449,2035.1141,1553.9779
4874,4315.1878,1976.1817,1517.3302
4875,4467.3514,2005.6137,1533.9206
4876,4908.2388,2140.7972,1627.4832
4877,5614.6537,2366.1486,1822.0183
4878,5809.7909,2548.1565,1986.4223
4879,5958.9606,2637.0945,2104.9669
4880,6159.0393,2769.397,2223.3979
4881,6309.0736,2929.5937,2328.9016
4882,6380.5519,3086.7857,2441.7077
4883,6419.3708,3203.6968,2496.7352
4884,6582.6959,3357.7264,2548.092
4885,6657.1595,3483.6355,2562.7639
4886,6624.4845,3620.1042,2563.7053
4887,6583.5952,3742.3772,2504.0874
4888,6424.2932,3794.474,2404.0875
4889,6334.3299,3826.4554,2361.9486
4890,6861.9079,3900.4872,2475.7598
4891,6371.0523,3657.8065,2521.417
4892,5798.2555,3425.8985,2398.1951
4893,5176.5318,3063.9152,2157.6514
4894,4824.331,2702.1503,1922.7031
4895,4513.5881,2407.3149,1752.109
4896,4700.7074,2246.0093,1611.8825
4897,4669.5332,2230.552,1642.1753
4898,4618.2814,2227.4632,1661.4405
4899,4616.1209,2241.3563,1709.1562
4900,4663.031,2226.0253,1742.1426
4901,4641.8031,2327.237,1822.0774
4902,4919.5628,2580.4352,2005.6922
4903,5319.8465,2804.1593,2171.8825
4904,5637.7883,3051.0641,2264.653
4905,5928.1126,3304.1728,2316.9839
4906,6105.092,3560.4204,2317.9704
4907,6215.6367,3833.7788,2328.0846
4908,6359.8164,4114.908,2360.2182
4909,6550.8803,4382.0256,2399.6636
4910,6661.3125,4495.4005,2416.1093
4911,6763.5634,4501.4887,2445.4126
4912,6771.762,4318.0509,2409.6207
4913,6665.4967,4001.2831,2383.0328
4914,6405.0699,3641.2324,2467.6357
4915,6368.0168,3421.877,2396.9281
4916,6231.2559,3079.8751,2179.2705
4917,5786.8257,2784.6791,1950.646
4918,5363.6269,2488.1374,1793.6782
4919,5062.9453,2340.7802,1738.5543
4920,4428.6674,2089.6119,1656.0177
4921,4396.6406,2063.2661,1627.6092
4922,4304.6068,1997.8929,1615.7226
4923,4307.5956,1993.1031,1668.1157
4924,4467.2265,2089.3514,1838.8217
4925,4837.1082,2291.0827,2103.1121
4926,5144.9351,2423.059,2275.7599
4927,5434.2319,2578.4316,2464.8566
4928,5812.101,2721.399,2685.0833
4929,6104.2412,2881.4641,2881.453
4930,6326.8332,3026.0299,3014.4626
4931,6415.712,3196.9493,3087.8839
4932,6390.3726,3349.3199,3177.7712
4933,6360.9599,3539.0512,3222.7545
4934,6380.3875,3731.9187,3238.3864
4935,6421.3547,3943.5033,3213.5864
4936,6375.3663,4091.3657,3110.7794
4937,6230.0778,4104.0157,2886.0495
4938,6240.7632,4187.4192,2958.4781
4939,6092.2462,3978.0303,2985.9825
4940,5997.6444,3802.4553,2702.4051
4941,5745.649,3463.7211,2334.2902
4942,5405.0709,3006.7774,2026.851
4943,4948.2909,2568.4667,1868.013
4944,4711.0517,2479.3209,1994.3225
4945,4524.9761,2235.4365,1948.4274
4946,4558.4465,2358.1147,1925.5288
4947,4716.6137,2545.9082,1930.2575
4948,5054.7595,2788.0863,1994.6164
4949,5335.9304,2776.0284,2076.476
4950,5636.6622,2915.8938,2229.7668
4951,5975.2062,3093.1566,2445.4965
4952,6205.4387,3349.5094,2653.874
4953,6389.7088,3667.9308,2840.1434
4954,6564.4948,3956.9333,3012.5332
4955,6708.5429,4221.2147,3151.062
4956,6896.3583,4592.3645,3294.049
4957,7057.7567,4972.8438,3410.4371
4958,7235.4415,5278.5915,3489.2331
4959,7268.172,5340.4811,3438.7446
4960,7147.7616,5174.1121,3379.9157
4961,6874.8949,4838.7219,3275.3193
4962,6563.3895,4535.7263,3135.228
4963,6547.8811,4247.8063,3101.0421
4964,6196.1097,3609.6758,3013.5934
4965,5593.4864,2967.137,2810.7118
4966,5085.3419,2610.054,2529.9228
4967,4708.932,2386.3746,2227.2108
4968,4614.3552,2386.1325,2058.3969
4969,4620.0402,2358.1358,1971.2498
4970,4666.8793,2466.8577,1901.6282
4971,4890.4918,2542.9299,1854.1472
4972,5211.3757,2718.5654,1869.9921
4973,5458.9445,2852.3821,1933.5465
4974,5910.9216,3099.5106,2136.4203
4975,6118.7636,3355.8555,2288.734
4976,6341.5738,3613.7908,2451.0671
4977,6518.5602,3960.3037,2617.0755
4978,6585.052,4311.3905,2793.0799
4979,6646.2855,4685.6765,2916.839
4980,6678.2067,5053.7085,3043.3335
4981,6670.0911,5232.3723,3170.7135
4982,6684.3972,5293.0004,3303.6065
4983,6667.208,5081.9263,3419.0704
4984,6562.2349,4686.0422,3479.4865
4985,6416.035,4305.5523,3407.9744
4986,6399.1807,3870.6304,3192.7936
4987,6329.7381,3402.8614,3143.1671
4988,5988.0661,2978.6991,3196.0195
4989,5515.7448,2666.2975,2971.9324
4990,5103.4252,2443.9902,2635.2289
4991,4875.9202,2448.2327,2324.27
4992,4445.5727,2716.3145,2108.7253
4993,4480.9526,2455.7376,1962.9468
4994,4435.2066,2370.7121,1913.5303
4995,4508.1712,2366.2512,1938.5278
4996,4742.3748,2548.0723,2083.5514
4997,5089.2283,2785.9448,2325.8908
4998,5428.8412,2961.6829,2551.6337
4999,5652.7031,3125.1105,2815.8665
5000,5888.8265,3353.6929,3102.9669
5001,6081.8812,3579.0996,3394.485
5002,6116.7998,3772.0986,3575.0657
5003,6150.8139,4041.0646,3648.4886
5004,6233.632,4373.4527,3740.1467
5005,6348.0441,4682.4287,3752.041
5006,6411.4069,5000.4237,3762.0868
5007,6456.1756,5165.9902,3731.724
5008,6402.7096,5106.4264,3587.6713
5009,6189.9261,4826.6403,3427.2147
5010,6060.2239,4518.9259,3501.719
5011,6008.8145,4291.3683,3408.88
5012,5833.2666,3848.3493,3100.4466
