hour,Area_1,Area_2,Area_3
4891,2358.5477,2141.6496,1768.0639
4892,2260.8919,2060.0031,1691.4268
4893,2081.4448,1938.8793,1548.521
4894,1914.337,1790.3904,1395.2468
4895,1794.118,1658.9485,1260.0047
4896,1725.0186,1559.3578,1183.8184
4897,1662.9701,1474.1225,1128.82
4898,1619.2541,1433.7478,1104.4764
4899,1606.9149,1420.7382,1112.591
4900,1636.1764,1429.7104,1167.1386
4901,1674.9567,1431.5048,1235.6612
4902,1753.2224,1512.7027,1381.7226
4903,1840.6544,1678.2386,1544.9146
4904,1922.7981,1878.7659,1690.5252
4905,2017.9861,2041.6103,1829.8244
4906,2094.1366,2210.2865,1946.1326
4907,2234.4508,2367.7475,2062.8915
4908,2364.1885,2493.3575,2134.119
4909,2464.6648,2604.1634,2208.5021
4910,2533.7642,2676.8377,2227.8867
4911,2558.0901,2610.4439,2224.2803
4912,2527.4184,2419.7859,2153.5036
4913,2448.8001,2313.0175,2006.9915
4914,2352.907,2230.0252,1887.9785
4915,2296.8518,2232.7168,1835.2341
4916,2200.6061,2150.1731,1755.4413
4917,2003.5317,2020.5257,1588.192
4918,1828.3152,1881.009,1425.4508
4919,1699.9876,1742.838,1290.6596
4920,1603.0369,1643.2473,1209.0636
4921,1533.9374,1575.059,1151.3603
4922,1485.2857,1530.1983,1129.7216
4923,1474.3568,1510.9082,1131.5248
4924,1491.9842,1502.8333,1179.7612
4925,1561.4362,1513.1513,1259.1031
4926,1730.3068,1661.1916,1413.7298
4927,1907.286,1847.8121,1583.684
4928,2075.099,2031.2923,1742.8187
4929,2270.7632,2176.641,1896.093
4930,2446.6848,2326.4757,2046.2116
4931,2596.8704,2453.4314,2189.1174
4932,2714.6215,2566.929,2300.0158
4933,2800.6432,2662.0337,2383.8659
4934,2850.0,2732.9136,2428.4957
4935,2657.5087,2768.8021,2448.3312
4936,2486.8753,2754.8953,2371.2433
4937,2377.5854,2697.025,2239.1569
4938,2316.9471,2598.7801,2135.0206
4939,2277.8142,2541.807,2063.7931
4940,2192.4975,2415.2999,1995.2705
4941,2042.312,2265.0165,1842.447
4942,1889.6586,2087.8168,1665.28
4943,1782.4839,1942.0195,1507.4976
4944,1715.1472,1851.4009,1396.1484
4945,1660.5022,1763.9226,1310.0443
4946,1617.1388,1688.108,1250.5378
4947,1584.7044,1650.425,1227.5467
4948,1559.3209,1624.4058,1231.1531
4949,1570.2499,1606.4615,1229.8007
4950,1715.4998,1710.0897,1326.7241
4951,1921.0354,1872.0368,1519.2186
4952,2106.8283,2014.6938,1712.6147
4953,2278.8718,2032.1895,1888.8801
4954,2411.43,2051.9282,2084.981
4955,2491.811,2086.471,2236.4521
4956,2537.6423,2156.4536,2329.3183
4957,2586.6465,2216.567,2370.3417
4958,2608.857,2268.6054,2395.136
4959,2613.4401,2358.7754,2382.5134
4960,2590.1719,2402.2903,2310.3844
4961,2484.4075,2358.3268,2234.6488
4962,2383.9312,2300.4565,2213.0101
4963,2318.0047,2315.2605,2175.1424
4964,2195.3179,2236.3057,2082.727
4965,2062.4072,2116.079,1918.6333
4966,1941.4832,1986.8802,1794.6615
4967,1835.7187,1863.5133,1658.0671
4968,1738.7679,1755.399,1549.4227
4969,1662.9701,1666.5748,1458.3597
4970,1615.3761,1597.938,1391.1895
4971,1591.0502,1558.012,1336.1911
4972,1567.782,1523.9178,1313.1999
4973,1556.1479,1477.7113,1272.1765
4974,1657.6818,1535.5816,1320.8637
4975,1832.8983,1724.4451,1454.7532
4976,1997.5383,1943.8139,1606.6751
4977,2162.5309,2113.836,1737.8599
4978,2305.6655,2281.1664,1817.2018
4979,2418.8335,2418.8887,1846.5043
4980,2496.7467,2539.1154,1933.9608
4981,2543.6356,2647.2297,2015.106
4982,2594.05,2723.9414,2071.4568
4983,2627.8946,2751.7551,2150.348
4984,2614.4978,2741.4371,2157.1101
4985,2539.0524,2676.8377,2092.1939
4986,2474.8887,2581.733,2016.9092
4987,2420.9488,2542.2556,2027.7286
4988,2289.8008,2419.7859,1970.9269
4989,2084.6178,2260.0819,1824.8655
4990,1874.1465,2091.8542,1640.9364
4991,1745.1138,1968.0387,1496.2275
4992,1658.0344,1862.6161,1402.4597
4993,1595.6333,1795.325,1342.5024
4994,1551.2123,1748.2213,1313.6507
4995,1535.3476,1736.1089,1314.5524
4996,1562.8464,1706.9495,1357.8298
4997,1608.6776,1643.2473,1429.9589
4998,1727.1338,1776.4836,1584.5856
4999,1880.8449,1961.3096,1758.597
5000,2037.0238,2147.0329,1956.5011
5001,2200.9587,2305.8398,2144.4875
5002,2355.7274,2455.6745,2281.9836
5003,2506.9706,2598.7801,2383.4151
5004,2630.0099,2712.7263,2442.4707
5005,2718.8521,2797.9616,2497.92
5006,2747.4085,2760.2786,2549.7627
5007,2742.1202,2680.8752,2573.6555
5008,2692.0584,2602.8176,2538.9434
5009,2584.8837,2518.4795,2411.8159
5010,2494.9839,2444.4593,2305.8763
5011,2443.1593,2447.151,2290.0981
5012,2328.2286,2385.2432,2202.6416
5013,2106.8283,2233.1654,2003.8358
5014,1942.5408,2062.6948,1790.6042
5015,1825.1423,1915.1031,1622.4533
5016,1729.9542,1806.9888,1511.1041
5017,1660.1497,1740.1464,1429.0573
5018,1617.8439,1687.6594,1388.9355
5019,1617.8439,1659.3971,1382.6242
5020,1648.8681,1649.0792,1421.8444
5021,1713.737,1615.4337,1479.0968
5022,1812.098,1740.595,1613.4372
5023,1899.5299,1923.178,1789.7026
5024,2003.8842,2102.1722,1973.6318
5025,2131.1541,2259.6332,2140.4302
5026,2222.1116,2416.6457,2184.6093
5027,2327.171,2560.6485,2475.8304
5028,2443.8644,2668.3142,2456.4457
5029,2543.9881,2729.7733,2483.0433
5030,2610.9723,2669.2114,2493.8627
5031,2627.5421,2545.3959,2458.249
5032,2575.3649,2459.7119,2370.7925
5033,2451.2679,2405.4305,2221.1246
5034,2372.6497,2363.7101,2088.1367
5035,2250.3154,2361.9156,2027.7286
5036,2069.1056,2272.6428,1933.51
5037,1861.1022,2151.0704,1750.4824
5038,1655.9191,2012.0022,1567.4549
5039,1512.0794,1889.9811,1421.3935
5040,1439.807,1808.7833,1345.2072
5041,1388.335,1733.4173,1279.3894
5042,1363.3041,1697.5287,1261.808
5043,1377.0534,1703.3606,1260.0047
5044,1421.122,1702.912,1311.3967
5045,1474.3568,1688.5566,1375.8621
5046,1583.6467,1782.764,1500.7355
5047,1688.7061,1916.0003,1648.1493
5048,1788.8298,2068.0781,1801.4236
5049,1904.4656,2200.4171,1959.2059
5050,2013.403,2349.8032,2120.1439
5051,2107.5334,2486.1798,2291.4505
5052,2192.145,2594.7426,2412.7175
5053,2259.1291,2674.1461,2490.7071
5054,2302.8451,2724.8387,2524.5176
5055,2308.4859,2679.978,2501.5264
5056,2257.0139,2590.2566,2513.6982
5057,2166.409,2490.2172,2201.74
5058,2113.5267,2420.6831,2101.6609
5059,2101.1875,2426.0664,2052.0721
5060,2024.6846,2343.0741,1977.689
5061,1879.4347,2220.1558,1818.1034
5062,1746.524,2073.4614,1637.33
5063,1631.9458,1938.8793,1476.392
5064,1559.6734,1831.2136,1382.1734
5065,1502.2081,1755.399,1309.5935
5066,1474.0042,1698.8745,1286.6023
5067,1476.8246,1677.79,1278.037
5068,1508.9065,1667.9207,1329.8798
5069,1557.5581,1665.6776,1406.5169
5070,1602.6843,1762.1281,1548.9718
5071,1644.285,1918.2434,1734.7042
5072,1664.0277,2077.4988,1910.068
5073,1758.5106,2190.5478,2043.056
5074,1879.4347,2314.3633,2155.7577
5075,1995.7756,2427.4122,2236.0013
5076,2094.8417,2513.0962,2321.6545
5077,2187.2093,2607.7522,2369.4401
5078,2239.0339,2654.856,2392.4312
5079,2249.2578,2667.417,2374.8497
5080,2198.8434,2674.1461,2303.1715
5081,2112.4691,2601.0231,2158.0117
5082,2028.21,2515.3392,2028.6302
5083,1998.2434,2512.199,2005.639
5084,1927.3812,2404.9819,1915.0269
5085,1786.7145,2256.0444,1722.0816
5086,1640.0544,2087.3682,1553.9307
5087,1540.6358,1940.6737,1407.8693
5088,1473.2991,1839.2885,1318.1588
5089,1423.9424,1751.8102,1273.0781
5090,1398.9114,1698.4259,1241.5217
5091,1410.5455,1671.9581,1245.1281
5092,1441.9223,1656.7055,1288.4056
5093,1495.1571,1644.5931,1356.0266
5094,1593.8706,1755.399,1491.7194
5095,1679.8924,1932.1502,1644.0921
5096,1763.7989,2099.4806,1796.4647
5097,1892.479,2227.7822,1956.5011
5098,1979.5584,2347.5602,2059.7358
5099,2069.1056,2470.9271,2127.3568
5100,2136.7949,2571.8637,2184.1585
5101,2206.952,2671.4544,2223.3787
5102,2193.5552,2744.5774,2218.8706
5103,2143.4933,2764.7647,2194.9779
5104,2068.048,2730.6705,2130.5125
5105,1980.616,2656.2018,1994.3689
5106,1947.1239,2585.3219,1865.889
5107,1928.7914,2555.2652,1857.7744
5108,1867.448,2403.6361,1786.9978
5109,1752.1648,2222.3989,1651.7558
5110,1636.8815,2037.1242,1513.8089
5111,1546.9817,1873.8313,1396.1484
5112,1526.5339,1720.4077,1525.9807
5113,1479.9975,1620.8169,1468.2774
5114,1443.6851,1549.4884,1427.254
5115,1435.929,1502.3847,1420.0411
5116,1435.929,1476.3655,1433.5653
5117,1426.7627,1438.2339,1447.0895
5118,1490.574,1494.7584,1502.0879
5119,1578.711,1627.0974,1610.2816
5120,1686.9433,1786.3529,1735.6058
5121,1795.1757,1895.813,1846.5043
5122,1854.4038,2047.8908,1927.6495
5123,1908.3436,2196.8283,1993.0165
5124,1970.3921,2325.5785,2007.4423
5125,2065.5802,2467.7869,2031.335
5126,2148.0764,2570.5179,2017.8108
5127,2191.4399,2615.8272,1968.6729
5128,2180.5109,2612.6869,1896.9946
5129,2110.3538,2536.4237,1808.6365
5130,2039.8441,2447.5996,1770.7687
5131,2019.3963,2434.1414,1807.2841
5132,1934.0797,2320.1952,1772.1212
5133,1805.3996,2188.3047,1676.5501
5134,1688.3535,2031.2923,1573.7662
5135,1563.5515,1867.9994,1470.9823
5136,1475.0619,1750.913,1404.2629
5137,1422.1796,1666.1262,1364.1411
5138,1387.9824,1601.5268,1335.2895
5139,1365.0668,1550.3856,1323.1177
5140,1356.9582,1518.0859,1323.5685
5141,1336.8629,1473.6739,1319.5112
5142,1379.1687,1558.9092,1338.8959
5143,1453.909,1713.6786,1390.2879
5144,1541.3409,1885.9436,1468.2774
5145,1625.6,2029.9465,1567.0041
5146,1688.7061,2173.9493,1657.6163
5147,1751.8122,2304.4939,1732.4502
5148,1803.6368,2397.8042,1786.0962
5149,1879.4347,2495.6005,1819.4559
5150,1951.002,2571.8637,1824.8655
5151,2008.4673,2595.1912,1817.2018
5152,2014.8132,2560.1999,1784.7438
5153,1968.2768,2466.8897,1734.2534
5154,1935.1373,2342.1769,1711.7131
5155,1928.4389,2307.6342,1780.2357
5156,1844.1799,2190.5478,1762.6542
5157,1715.4998,2050.1338,1647.6985
5158,1586.8196,1881.009,1515.6121
5159,1501.8555,1739.6978,1416.8855
5160,1447.5631,1641.0042,1362.7887
5161,1407.02,1571.4702,1331.2322
5162,1391.8605,1521.2262,1324.0193
5163,1403.4946,1500.5903,1337.5435
5164,1445.0953,1493.4126,1396.1484
5165,1483.523,1488.9265,1475.0395
5166,1546.9817,1586.7228,1579.1759
5167,1629.478,1728.9312,1710.3606
5168,1727.4864,1867.5508,1814.0462
5169,1842.0646,1983.2914,1899.6995
5170,1958.758,2104.8638,1982.1971
5171,2058.1766,2236.3057,2044.8592
5172,2154.7749,2333.2048,2098.0544
5173,2226.3422,2423.8234,2162.069
5174,2294.7365,2504.124,2196.7811
5175,2316.5945,2520.2739,2186.8633
5176,2293.3263,2469.5813,2111.1278
5177,2191.7924,2378.0655,1942.0753
5178,2121.6353,2278.9233,1843.3486
5179,2098.7197,2252.0069,1874.0035
5180,1996.8333,2111.5929,1805.4809
5181,1819.5015,1950.5431,1660.7719
5182,1660.5022,1785.9043,1516.9646
5183,1565.3142,1645.0417,1407.4185
5184,1507.4963,1549.0398,1351.9693
5185,1462.3701,1473.2252,1318.1588
5186,1430.2882,1427.9159,1306.8886
5187,1421.4745,1414.4577,1323.1177
5188,1442.6274,1407.7286,1381.2717
5189,1480.7026,1402.3453,1461.5153
5190,1575.8906,1489.3751,1571.963
5191,1680.95,1613.1906,1700.4429
5192,1776.8431,1732.9687,1818.1034
5193,1887.5433,1818.6526,1940.2721
5194,1995.4231,1911.5142,2038.0971
5195,2105.7707,2020.9743,2109.7754
5196,2187.9144,2095.4431,2187.3141
5197,2272.526,2189.202,2260.3448
5198,2318.0047,2265.4651,2281.0819
5199,2316.242,2299.1107,2273.4182
5200,2274.6413,2273.9887,2185.9617
5201,2170.9921,2188.3047,2008.3439
5202,2084.6178,2090.957,1898.7978
5203,2053.5935,2058.2087,1916.3793
5204,1942.1883,1922.7294,1844.2502
5205,1771.5549,1756.2962,1677.0009
5206,1613.2608,1601.5268,1532.292
5207,1517.0151,1479.9544,1414.6314
5208,1462.0176,1387.9899,1357.379
5209,1420.4169,1330.1196,1322.6669
5210,1392.9181,1287.9506,1305.0854
5211,1395.3859,1285.7075,1319.962
5212,1421.122,1288.3992,1373.608
5213,1477.5297,1293.7825,1450.696
5214,1539.5782,1392.476,1558.4388
5215,1638.9968,1531.5442,1696.3856
5216,1742.9985,1636.5182,1854.6188
5217,1868.1531,1764.8198,1984.4511
5218,1986.9619,1932.5988,2104.8165
5219,2117.4048,2055.5171,2260.3448
5220,2234.0982,2161.3883,2349.1537
5221,2331.4015,2278.4747,2446.528
5222,2393.0975,2371.785,2492.9611
5223,2420.2437,2416.6457,2488.0022
5224,2383.5787,2396.0098,2374.8497
5225,2273.9362,2315.7091,2170.6343
5226,2157.9478,2229.128,2002.9342
5227,2090.9636,2215.6698,1978.1398
5228,1969.687,2087.8168,1893.3882
5229,1771.5549,1928.1127,1711.2623
5230,1612.2031,1757.6421,1553.9307
5231,1512.432,1625.7516,1433.5653
5232,1450.3835,1531.0955,1369.1
5233,1411.2506,1462.4587,1324.9209
5234,1386.5722,1419.841,1310.0443
5235,1389.7452,1400.1023,1329.429
5236,1419.7118,1406.3828,1374.0588
5237,1464.1329,1396.5135,1443.9339
5238,1577.6534,1507.768,1554.8323
5239,1692.5841,1662.0888,1680.1566
5240,1810.3352,1844.6718,1783.8421
5241,1946.0663,1962.6554,1865.889
5242,2081.4448,2084.2279,1895.1914
5243,2211.5351,2193.2394,1915.9285
5244,2328.2286,2193.688,1949.2882
5245,2423.4166,2274.8859,1999.7786
5246,2461.1393,2364.6073,2053.4245
5247,2447.3899,2402.2903,2058.3834
5248,2357.8427,2353.8407,2002.0326
5249,2202.3689,2244.3806,1863.1841
5250,2104.713,2164.9772,1759.9494
5251,2051.1257,2136.2663,1828.472
5252,1964.0463,1994.0579,1757.6953
5253,1796.9384,1841.9802,1640.0348
5254,1648.5156,1681.3789,1507.4976
5255,1555.4428,1555.3203,1405.1645
5256,1499.3877,1454.3838,1348.8137
5257,1457.4344,1387.0927,1316.8064
5258,1438.0443,1338.6432,1302.8314
5259,1442.6274,1333.7085,1316.8064
5260,1485.6383,1337.2973,1369.5508
5261,1520.188,1329.2224,1449.7944
5262,1575.1856,1407.28,1549.8735
5263,1651.336,1514.0485,1658.9687
5264,1711.6217,1607.8073,1758.1462
5265,1757.8055,1654.4625,1830.2752
5266,1802.5792,1718.6133,1918.6333
5267,1860.0445,1785.4557,1976.7874
5268,1939.3679,1853.6439,2032.6874
5269,2029.6202,1943.8139,2097.1528
5270,2097.3095,2031.2923,2114.2835
5271,2137.8525,2084.2279,2096.702
5272,2123.3981,2083.3307,1997.9753
5273,2041.9594,2029.0493,1857.3236
5274,1944.3036,1955.9263,1746.4252
5275,1900.235,1950.9917,1756.3429
5276,1820.5591,1846.9148,1690.0743
5277,1686.9433,1737.0061,1574.217
5278,1561.0836,1604.2185,1461.0645
5279,1474.0042,1487.1321,1368.1984
5280,1411.9557,1404.1398,1307.7903
5281,1363.6566,1342.232,1270.8241
5282,1333.69,1297.8199,1243.3249
5283,1315.3575,1270.0063,1239.7184
5284,1309.0116,1256.5481,1246.0297
5285,1312.8897,1222.9026,1241.9725
5286,1397.5012,1308.1379,1285.2499
5287,1517.3676,1454.3838,1376.7637
5288,1654.8615,1610.9476,1487.6621
5289,1790.5925,1723.5479,1576.0202
5290,1915.7472,1834.3538,1658.9687
5291,2029.2677,1945.1598,1708.5574
5292,2126.9236,2024.5632,1806.8333
5293,2212.2402,2117.8734,1771.2196
5294,2277.4617,2187.8561,1794.6615
5295,2303.5502,2224.1933,1793.7599
5296,2288.0381,2220.1558,1750.0316
5297,2181.216,2146.1357,1687.3695
5298,2061.7021,2051.031,1630.1171
5299,1991.8976,2016.0397,1667.9848
5300,1844.5324,1908.374,1612.5356
5301,1704.2182,1781.4182,1512.9073
5302,1563.5515,1641.4529,1415.9839
5303,1469.4211,1507.3194,1328.9782
5304,1402.4369,1414.9063,1268.5701
5305,1349.9072,1346.2695,1234.3088
5306,1324.1712,1290.1936,1215.3749
5307,1303.0183,1254.3051,1210.416
5308,1287.8587,1234.1177,1206.3587
5309,1284.6858,1192.8459,1193.7362
5310,1358.0158,1263.7258,1212.67
5311,1482.8179,1387.0927,1272.6273
5312,1628.7729,1549.4884,1345.2072
5313,1778.9584,1693.0427,1413.7298
5314,1940.073,1853.1953,1475.4904
5315,2099.7773,1999.4412,1526.8823
5316,2245.0272,2121.4623,1563.8485
5317,2364.8936,2236.3057,1605.7735
5318,2468.1903,2331.859,1645.4445
5319,2525.6556,2379.8599,1661.2227
5320,2522.4827,2373.1308,1643.6413
5321,2418.4809,2292.3816,1586.8396
5322,2300.7298,2188.3047,1543.5622
5323,2211.5351,2140.7524,1601.7162
5324,2043.3696,2021.8716,1574.6678
5325,1848.4104,1853.1953,1478.646
5326,1674.9567,1689.9024,1375.8621
5327,1572.7177,1549.937,1302.3806
5328,1501.8555,1443.6172,1256.3983
5329,1452.4988,1373.6345,1237.4644
5330,1426.7627,1326.5308,1235.6612
5331,1436.2815,1319.3531,1253.2426
5332,1485.2857,1320.2503,1306.8886
5333,1551.5648,1314.4184,1376.7637
5334,1686.9433,1410.4203,1479.0968
5335,1839.9493,1559.8064,1589.0936
5336,2001.4164,1725.791,1677.9026
5337,2186.1517,1879.2145,1750.0316
5338,2352.5544,2035.3298,1806.3825
5339,2492.5161,2179.7812,1873.5527
5340,2620.8436,2275.3345,1942.9769
5341,2736.4795,2368.6447,2023.6713
5342,2815.8028,2433.6927,2063.3423
5343,2850.0,2460.1606,2082.727
5344,2797.8229,2441.7677,2030.4334
5345,2644.4644,2356.0837,1889.3309
5346,2522.4827,2256.9416,1788.801
5347,2446.6848,2171.7063,1821.2591
5348,2308.4859,1991.3663,1727.9421
5349,2077.2142,1802.5028,1585.4872
5350,1882.2551,1638.7612,1447.9911
5351,1752.1648,1503.2819,1348.8137
5352,1656.6242,1414.4577,1292.4628
5353,1592.1079,1351.6528,1255.4967
5354,1547.6868,1303.6518,1241.5217
5355,1532.5272,1289.2964,1249.1854
5356,1563.5515,1288.3992,1287.9548
5357,1606.2098,1280.3243,1351.0677
5358,1695.052,1370.4943,1452.0484
5359,1820.5591,1510.9082,1591.7985
5360,1968.2768,1667.4721,1723.8848
5361,2137.8525,1819.5498,1860.4793
5362,2314.1267,1982.8428,1972.7301
5363,2485.1126,2172.1549,2078.2189
5364,2629.6573,2321.0924,2228.7884
5365,2746.7034,2458.3661,2293.2537
5366,2824.264,2560.1999,2365.3828
5367,2823.2063,2609.0981,2376.653
5368,2709.3333,2602.369,2278.8279
5369,2560.5579,2538.2182,2095.8004
5370,2469.2479,2446.2537,1958.7551
5371,2389.572,2396.4584,1955.1487
5372,2248.2001,2212.5295,1845.6027
5373,2033.4983,2010.2078,1666.6324
5374,1862.8649,1815.961,1509.3009
5375,1739.8256,1666.1262,1391.6403
5376,1653.8038,1549.4884,1324.9209
5377,1588.2298,1475.0197,1283.8975
5378,1543.8088,1432.8506,1271.2749
5379,1542.7511,1419.3924,1273.9798
5380,1573.4228,1422.9813,1319.962
5381,1622.7796,1413.5605,1378.5669
5382,1690.8214,1504.1791,1489.0146
5383,1750.7546,1651.7708,1645.4445
5384,1826.1999,1822.6901,1801.4236
5385,1972.86,1981.4969,1961.9108
5386,2116.6997,2150.1731,2115.1851
5387,2255.9562,2315.2605,2138.1762
5388,2356.4325,2448.9454,2425.3401
5389,2450.2103,2591.6024,2577.7127
5390,2526.3607,2666.9684,2741.3556
5391,2538.3474,2681.7724,2600.7039
5392,2382.8736,2635.1173,2521.8127
5393,2210.83,2531.0405,2245.4682
5394,2160.4156,2439.5246,2183.2569
5395,2105.4181,2414.4026,2170.1835
5396,1996.4807,2265.0165,2017.8108
5397,1818.4438,2098.5833,1820.3575
5398,1639.3493,1920.4864,1621.1009
5399,1545.924,1759.8851,1484.0557
5400,1491.9842,1647.7334,1402.9105
5401,1451.4411,1571.0216,1349.2645
5402,1438.0443,1518.9832,1328.9782
5403,1444.3902,1503.2819,1340.2483
5404,1487.7536,1503.7305,1388.0339
5405,1539.2256,1498.7958,1452.0484
5406,1648.5156,1598.3866,1560.242
5407,1770.4973,1762.5767,1760.4002
5408,1888.6009,1915.1031,1939.8213
5409,2039.139,2059.5545,2103.4641
5410,2189.3246,2206.6976,2253.1319
5411,2341.6254,2369.0933,2414.0699
5412,2479.4718,2479.002,2568.2458
5413,2599.6907,2513.9934,2714.758
5414,2684.6549,2533.2835,2795.9032
5415,2685.7125,2549.4333,2782.379
5416,2558.7952,2529.246,2640.3749
5417,2364.1885,2446.2537,2353.211
5418,2272.526,2389.2807,2190.019
5419,2151.2494,2402.2903,2155.7577
5420,2000.3587,2271.7456,2025.0237
5421,1811.7454,2117.4248,1812.6938
5422,1663.6752,1943.8139,1630.5679
5423,1574.1279,1806.0916,1480.4492
5424,1514.5473,1698.8745,1394.796
5425,1465.8956,1607.8073,1349.7153
5426,1442.98,1546.7968,1321.7653
5427,1446.1529,1530.1983,1325.8225
5428,1482.4654,1536.0302,1367.2967
5429,1531.117,1516.7401,1438.5242
5430,1641.4646,1603.3213,1542.2097
5431,1758.8632,1770.6517,1688.2711
5432,1875.2041,1932.5988,1852.3648
5433,2016.576,2087.8168,2005.1882
5434,2257.719,2228.6794,2146.7415
5435,2264.4174,2373.1308,2251.7795
5436,2329.9913,2477.6562,2381.6118
5437,2417.4233,2579.9386,2486.6498
5438,2492.8686,2624.3507,2554.2708
5439,2498.862,2638.7061,2519.5587
5440,2440.3389,2585.3219,2387.9231
5441,2341.2729,2479.4507,2148.9956
5442,2211.8877,2385.2432,1972.7301
5443,2134.3271,2328.2701,1972.7301
5444,2010.5826,2184.2673,1850.5615
5445,1828.3152,2038.47,1695.484
5446,1639.3493,1876.0743,1556.6356
5447,1519.4829,1733.4173,1394.796
5448,1436.9866,1616.3309,1401.5581
5449,1393.9758,1527.0581,1315.9048
5450,1366.1244,1469.6364,1292.9136
5451,1358.3684,1436.4395,1289.3072
5452,1357.3107,1419.3924,1308.6919
5453,1348.8496,1382.6066,1305.987
5454,1437.6917,1454.3838,1341.6008
5455,1536.7578,1441.3742,1438.0734
5456,1743.3511,1757.1935,1559.7912
5457,1813.8607,1895.813,1678.3534
5458,1912.5742,2018.7313,1779.3341
5459,2016.2234,2129.0886,1839.7422
5460,2104.3605,2205.3518,1894.7406
5461,2179.8058,2313.0175,1950.1898
5462,2233.3931,2374.4766,1979.9431
5463,2245.7323,2405.4305,1975.8858
5464,2231.9829,2362.8128,1906.0108
5465,2138.2051,2256.0444,1718.4752
5466,2072.6311,2160.0425,1649.0509
5467,2004.2368,2106.2097,1699.0905
5468,1884.7229,1967.5901,1630.5679
5469,1753.9275,1835.6997,1544.9146
5470,1622.7796,1697.0801,1442.5815
5471,1538.5205,1568.3299,1357.379
5472,1478.2348,1476.3655,1303.733
5473,1433.1086,1399.6537,1266.7668
5474,1399.6165,1347.1667,1248.7346
5475,1383.0468,1312.1754,1244.2265
5476,1373.8805,1291.988,1250.5378
5477,1362.2464,1238.1552,1241.9725
5478,1424.2949,1306.7921,1248.7346
5479,1538.5205,1446.3088,1300.5773
5480,1679.8924,1597.4894,1374.0588
5481,1832.8983,1760.7823,1459.2613
5482,1973.9176,1928.1127,1540.4065
5483,2092.0213,2102.6208,1600.8146
5484,2189.3246,2215.6698,1660.3211
5485,2281.3397,2293.7274,1730.1961
5486,2356.785,2325.5785,1764.4574
5487,2396.2704,2367.7475,1782.4897
5488,2356.4325,2353.8407,1752.2857
5489,2253.8409,2295.0732,1690.0743
5490,2190.7348,2227.7822,1636.8792
5491,2144.9035,2199.9685,1692.7792
5492,1992.2501,2054.1713,1640.0348
5493,1808.2199,1897.6074,1521.4726
5494,1658.0344,1728.034,1405.1645
5495,1562.4938,1606.9101,1326.2733
5496,1503.9708,1527.0581,1277.5862
5497,1457.787,1474.1225,1253.6935
5498,1432.4035,1429.2618,1249.6362
5499,1438.3968,1409.5231,1266.7668
5500,1473.2991,1421.1868,1317.2572
5501,1542.7511,1412.2147,1388.4847
5502,1646.4003,1510.011,1464.2202
5503,1757.1004,1678.2386,1574.217
5504,1879.0821,1678.6872,1686.9187
5505,2011.9928,2024.1146,1792.8583
5506,2159.358,2194.5852,1866.3398
5507,2289.8008,2336.345,1956.0503
5508,2407.1994,2435.4872,2013.7536
5509,2506.9706,2513.9934,2080.9238
5510,2564.7885,2572.7609,2109.7754
5511,2566.1987,2566.929,2095.8004
5512,2371.9446,2537.321,2024.1221
5513,2143.8459,2461.0578,1866.3398
5514,2072.2786,2391.9723,1760.4002
5515,1991.8976,2338.5881,1786.9978
5516,1886.1331,2157.7995,1694.1316
5517,1715.4998,1987.3288,1547.6194
5518,1573.4228,1817.3068,1425.4508
5519,1494.0995,1663.8832,1322.2161
5520,1442.2749,1558.9092,1276.2338
5521,1408.4302,1472.328,1246.0297
5522,1389.3926,1419.841,1230.2515
5523,1393.2707,1394.2704,1250.5378
5524,1442.6274,1405.037,1298.7741
5525,1511.0218,1401.4481,1367.2967
5526,1567.4295,1489.3751,1459.2613
5527,1627.7152,1636.0696,1565.6517
5528,1685.5332,1779.1752,1664.3784
5529,1752.5173,1920.0378,1756.3429
5530,1827.6101,2067.6295,1845.1519
5531,1924.5609,2202.2116,1901.9535
5532,2042.6645,2308.0828,1956.0503
5533,2147.3714,2416.6457,2004.2866
5534,2235.5084,2487.9742,2037.6463
5535,2287.6856,2525.2086,2029.5318
5536,2266.8852,2495.6005,1949.2882
5537,2165.3513,2393.7667,1809.9889
5538,2114.9369,2311.6717,1739.2123
5539,2065.9327,2249.7639,1778.4325
5540,1957.7004,2078.8446,1697.2873
5541,1771.2024,1894.4672,1548.9718
5542,1626.6576,1729.8284,1423.6476
5543,1526.5339,1595.6949,1332.1338
5544,1464.4854,1501.0389,1283.4467
5545,1420.7694,1436.8881,1249.6362
5546,1403.4946,1383.9525,1241.5217
5547,1408.4302,1365.5596,1254.1443
5548,1454.2615,1371.8401,1301.0282
5549,1520.8931,1367.354,1370.9032
5550,1613.6133,1456.1782,1463.7694
5551,1694.6994,1598.8352,1562.9469
5552,1809.9827,1746.8755,1664.8292
5553,1925.9711,1895.813,1750.9332
5554,2034.5559,2048.788,1839.2914
5555,2133.9745,2180.2298,1887.9785
5556,2243.617,2282.5122,1962.8124
5557,2340.5678,2377.6169,2013.3028
5558,2406.1418,2448.9454,2048.0149
5559,2440.3389,2465.0952,2022.3189
5560,2392.3924,2426.9636,1956.9519
5561,2272.1734,2301.3537,1808.6365
5562,2198.8434,2201.7629,1729.2945
5563,2128.3337,2146.1357,1765.3591
5564,2014.1081,1982.3941,1678.8042
5565,1835.7187,1822.6901,1544.4638
