hour,nuclear_north,coal_north,ct_north,wind_north,ccgt_south_1,ccgt_south_2,ct_south,solar_south,coal_east,ccgt_east,ct_east,wind_east
4628,1.0,1.0,1.0,0.8077,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5652
4629,1.0,1.0,1.0,0.8451,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4893
4630,1.0,1.0,1.0,0.8408,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4595
4631,1.0,1.0,1.0,0.8519,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5041
4632,1.0,1.0,1.0,0.7748,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5792
4633,1.0,1.0,1.0,0.8051,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5225
4634,1.0,1.0,1.0,0.7121,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5705
4635,1.0,1.0,1.0,0.7499,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4809
4636,1.0,1.0,1.0,0.7066,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3636
4637,1.0,1.0,1.0,0.7211,1.0,1.0,1.0,0.0335,1.0,1.0,1.0,0.3645
4638,1.0,1.0,1.0,0.6354,1.0,1.0,1.0,0.1899,1.0,1.0,1.0,0.3422
4639,1.0,1.0,1.0,0.5818,1.0,1.0,1.0,0.308,1.0,1.0,1.0,0.4626
4640,1.0,1.0,1.0,0.6026,1.0,1.0,1.0,0.4132,1.0,1.0,1.0,0.6369
4641,1.0,1.0,1.0,0.6537,1.0,1.0,1.0,0.523,1.0,1.0,1.0,0.5731
4642,1.0,1.0,1.0,0.7245,1.0,1.0,1.0,0.4674,1.0,1.0,1.0,0.4047
4643,1.0,1.0,1.0,0.6231,1.0,1.0,1.0,0.6091,1.0,1.0,1.0,0.291
4644,1.0,1.0,1.0,0.4825,1.0,1.0,1.0,0.5368,1.0,1.0,1.0,0.2325
4645,1.0,1.0,1.0,0.3913,1.0,1.0,1.0,0.4813,1.0,1.0,1.0,0.2454
4646,1.0,1.0,1.0,0.3028,1.0,1.0,1.0,0.5504,1.0,1.0,1.0,0.2282
4647,1.0,1.0,1.0,0.4273,1.0,1.0,1.0,0.5366,1.0,1.0,1.0,0.1597
4648,1.0,1.0,1.0,0.538,1.0,1.0,1.0,0.4504,1.0,1.0,1.0,0.2644
4649,1.0,1.0,1.0,0.4419,1.0,1.0,1.0,0.2682,1.0,1.0,1.0,0.3105
4650,1.0,1.0,1.0,0.5841,1.0,1.0,1.0,0.1456,1.0,1.0,1.0,0.4512
4651,1.0,1.0,1.0,0.6782,1.0,1.0,1.0,0.0267,1.0,1.0,1.0,0.2977
4652,1.0,1.0,1.0,0.53,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3954
4653,1.0,1.0,1.0,0.4313,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3771
4654,1.0,1.0,1.0,0.2929,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3404
4655,1.0,1.0,1.0,0.2854,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3383
4656,1.0,1.0,1.0,0.2853,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.282
4657,1.0,1.0,1.0,0.2854,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.27
4658,1.0,1.0,1.0,0.1636,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3383
4659,1.0,1.0,1.0,0.1076,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2017
4660,1.0,1.0,1.0,0.1199,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2998
4661,1.0,1.0,1.0,0.1483,1.0,1.0,1.0,0.02,1.0,1.0,1.0,0.3267
4662,1.0,1.0,1.0,0.0805,1.0,1.0,1.0,0.1171,1.0,1.0,1.0,0.3148
4663,1.0,1.0,1.0,0.0551,1.0,1.0,1.0,0.2199,1.0,1.0,1.0,0.3859
4664,1.0,1.0,1.0,0.0808,1.0,1.0,1.0,0.2482,1.0,1.0,1.0,0.4107
4665,1.0,1.0,1.0,0.0562,1.0,1.0,1.0,0.2886,1.0,1.0,1.0,0.3645
4666,1.0,1.0,1.0,0.0588,1.0,1.0,1.0,0.2705,1.0,1.0,1.0,0.3
4667,1.0,1.0,1.0,0.0398,1.0,1.0,1.0,0.3345,1.0,1.0,1.0,0.4171
4668,1.0,1.0,1.0,0.0557,1.0,1.0,1.0,0.3249,1.0,1.0,1.0,0.2932
4669,1.0,1.0,1.0,0.0298,1.0,1.0,1.0,0.4457,1.0,1.0,1.0,0.2768
4670,1.0,1.0,1.0,0.0288,1.0,1.0,1.0,0.4608,1.0,1.0,1.0,0.188
4671,1.0,1.0,1.0,0.0424,1.0,1.0,1.0,0.5307,1.0,1.0,1.0,0.2165
4672,1.0,1.0,1.0,0.0551,1.0,1.0,1.0,0.4182,1.0,1.0,1.0,0.211
4673,1.0,1.0,1.0,0.0497,1.0,1.0,1.0,0.3882,1.0,1.0,1.0,0.1475
4674,1.0,1.0,1.0,0.0415,1.0,1.0,1.0,0.2183,1.0,1.0,1.0,0.1147
4675,1.0,1.0,1.0,0.0407,1.0,1.0,1.0,0.0361,1.0,1.0,1.0,0.1187
4676,1.0,1.0,1.0,0.028,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1321
4677,1.0,1.0,1.0,0.029,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.073
4678,1.0,1.0,1.0,0.0303,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0601
4679,1.0,1.0,1.0,0.0282,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.066
4680,1.0,1.0,1.0,0.0424,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1011
4681,1.0,1.0,1.0,0.0313,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1343
4682,1.0,1.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1187
4683,1.0,1.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1635
4684,1.0,1.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1504
4685,1.0,1.0,1.0,0.0203,1.0,1.0,1.0,0.0242,1.0,1.0,1.0,0.0568
4686,1.0,1.0,1.0,0.0209,1.0,1.0,1.0,0.1605,1.0,1.0,1.0,0.0945
4687,1.0,1.0,1.0,0.02,1.0,1.0,1.0,0.3117,1.0,1.0,1.0,0.1121
4688,1.0,1.0,1.0,0.02,1.0,1.0,1.0,0.5063,1.0,1.0,1.0,0.1214
4689,1.0,1.0,1.0,0.02,1.0,1.0,1.0,0.73,1.0,1.0,1.0,0.124
4690,1.0,1.0,1.0,0.02,1.0,1.0,1.0,0.737,1.0,1.0,1.0,0.1385
4691,1.0,1.0,1.0,0.02,1.0,1.0,1.0,0.8339,1.0,1.0,1.0,0.1409
4692,1.0,1.0,1.0,0.02,1.0,1.0,1.0,0.8312,1.0,1.0,1.0,0.1309
4693,1.0,1.0,1.0,0.02,1.0,1.0,1.0,0.801,1.0,1.0,1.0,0.1089
4694,1.0,1.0,1.0,0.0283,1.0,1.0,1.0,0.6371,1.0,1.0,1.0,0.114
4695,1.0,1.0,1.0,0.0354,1.0,1.0,1.0,0.5352,1.0,1.0,1.0,0.0883
4696,1.0,1.0,1.0,0.0238,1.0,1.0,1.0,0.4227,1.0,1.0,1.0,0.0628
4697,1.0,1.0,1.0,0.02,1.0,1.0,1.0,0.3643,1.0,1.0,1.0,0.0714
4698,1.0,1.0,1.0,0.02,1.0,1.0,1.0,0.1818,1.0,1.0,1.0,0.1013
4699,1.0,1.0,1.0,0.02,1.0,1.0,1.0,0.023,1.0,1.0,1.0,0.0807
4700,1.0,1.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0681
4701,1.0,1.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0404
4702,1.0,1.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0273
4703,1.0,1.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.02
4704,1.0,1.0,1.0,0.0264,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0285
4705,1.0,1.0,1.0,0.0391,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.02
4706,1.0,1.0,1.0,0.0651,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0214
4707,1.0,1.0,1.0,0.0797,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.021
4708,1.0,1.0,1.0,0.0957,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0279
4709,0.0,1.0,1.0,0.0887,1.0,1.0,1.0,0.0293,1.0,1.0,1.0,0.0442
4710,0.0,1.0,1.0,0.1187,1.0,1.0,1.0,0.1641,1.0,1.0,1.0,0.0461
4711,0.0,1.0,1.0,0.0799,1.0,1.0,1.0,0.3249,1.0,1.0,1.0,0.0704
4712,0.0,1.0,1.0,0.0793,1.0,1.0,1.0,0.3833,1.0,1.0,1.0,0.1194
4713,0.0,1.0,1.0,0.0978,1.0,1.0,1.0,0.5266,1.0,1.0,1.0,0.1817
4714,0.0,1.0,1.0,0.1552,1.0,1.0,1.0,0.6104,1.0,1.0,1.0,0.1503
4715,0.0,1.0,1.0,0.1366,1.0,1.0,1.0,0.6812,1.0,1.0,1.0,0.0826
4716,0.0,1.0,1.0,0.185,1.0,1.0,1.0,0.7877,1.0,1.0,1.0,0.0819
4717,0.0,1.0,1.0,0.1766,1.0,1.0,1.0,0.7107,1.0,1.0,1.0,0.0895
4718,0.0,1.0,1.0,0.235,1.0,1.0,1.0,0.6679,1.0,1.0,1.0,0.0487
4719,0.0,1.0,1.0,0.1887,1.0,1.0,1.0,0.6115,1.0,1.0,1.0,0.0522
4720,0.0,1.0,1.0,0.2327,1.0,1.0,1.0,0.4843,1.0,1.0,1.0,0.023
4721,0.0,1.0,1.0,0.2274,1.0,1.0,1.0,0.3774,1.0,1.0,1.0,0.0417
4722,0.0,1.0,1.0,0.1633,1.0,1.0,1.0,0.218,1.0,1.0,1.0,0.0516
4723,0.0,1.0,1.0,0.1583,1.0,1.0,1.0,0.0333,1.0,1.0,1.0,0.0412
4724,0.0,1.0,1.0,0.2331,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0454
4725,0.0,1.0,1.0,0.1759,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0519
4726,0.0,1.0,1.0,0.114,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0637
4727,0.0,1.0,1.0,0.1322,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0679
4728,0.0,1.0,1.0,0.0797,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0954
4729,0.0,1.0,1.0,0.1349,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0651
4730,0.0,1.0,1.0,0.2147,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.065
4731,0.0,1.0,1.0,0.2835,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1193
4732,0.0,1.0,1.0,0.2818,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1091
4733,0.0,1.0,1.0,0.4116,1.0,1.0,1.0,0.0196,1.0,1.0,1.0,0.1202
4734,0.0,1.0,1.0,0.5229,1.0,1.0,1.0,0.1147,1.0,1.0,1.0,0.0897
4735,0.0,1.0,1.0,0.4675,1.0,1.0,1.0,0.229,1.0,1.0,1.0,0.1779
4736,0.0,1.0,1.0,0.5853,1.0,1.0,1.0,0.3167,1.0,1.0,1.0,0.1943
4737,0.0,1.0,1.0,0.4956,1.0,1.0,1.0,0.393,1.0,1.0,1.0,0.1349
4738,0.0,1.0,1.0,0.4704,1.0,1.0,1.0,0.3818,1.0,1.0,1.0,0.1887
4739,0.0,1.0,1.0,0.3153,1.0,1.0,1.0,0.4357,1.0,1.0,1.0,0.1384
4740,0.0,1.0,1.0,0.3244,1.0,1.0,1.0,0.3669,1.0,1.0,1.0,0.1719
4741,0.0,1.0,1.0,0.3,1.0,1.0,1.0,0.5165,1.0,1.0,1.0,0.2311
4742,0.0,1.0,1.0,0.2665,1.0,1.0,1.0,0.6319,1.0,1.0,1.0,0.3788
4743,0.0,1.0,1.0,0.2549,1.0,1.0,1.0,0.5343,1.0,1.0,1.0,0.3919
4744,0.0,1.0,1.0,0.2182,1.0,1.0,1.0,0.386,1.0,1.0,1.0,0.3901
4745,0.0,1.0,1.0,0.2217,1.0,1.0,1.0,0.3184,1.0,1.0,1.0,0.235
4746,0.0,1.0,1.0,0.3097,1.0,1.0,1.0,0.1928,1.0,1.0,1.0,0.2071
4747,0.0,1.0,1.0,0.2347,1.0,1.0,1.0,0.0361,1.0,1.0,1.0,0.1693
4748,0.0,1.0,1.0,0.2938,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.162
4749,0.0,1.0,1.0,0.3083,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1401
4750,0.0,1.0,1.0,0.3351,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1791
4751,0.0,1.0,1.0,0.33,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1531
4752,0.0,1.0,1.0,0.2746,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1778
4753,0.0,1.0,1.0,0.3059,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1731
4754,0.0,1.0,1.0,0.3439,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1452
4755,0.0,1.0,1.0,0.2811,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1185
4756,0.0,1.0,1.0,0.1959,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1298
4757,0.0,1.0,1.0,0.2022,1.0,1.0,1.0,0.0358,1.0,1.0,1.0,0.1972
4758,0.0,1.0,1.0,0.2498,1.0,1.0,1.0,0.2501,1.0,1.0,1.0,0.1603
4759,0.0,1.0,1.0,0.3213,1.0,1.0,1.0,0.4326,1.0,1.0,1.0,0.1642
4760,0.0,1.0,1.0,0.4166,1.0,1.0,1.0,0.6307,1.0,1.0,1.0,0.1905
4761,0.0,1.0,1.0,0.4429,1.0,1.0,1.0,0.7801,1.0,1.0,1.0,0.1903
4762,0.0,1.0,1.0,0.4141,1.0,1.0,1.0,0.8605,1.0,1.0,1.0,0.1132
4763,0.0,1.0,1.0,0.4085,1.0,1.0,1.0,0.9019,1.0,1.0,1.0,0.1339
4764,0.0,1.0,1.0,0.3043,1.0,1.0,1.0,0.7938,1.0,1.0,1.0,0.085
4765,0.0,1.0,1.0,0.2547,1.0,1.0,1.0,0.6608,1.0,1.0,1.0,0.0539
4766,0.0,1.0,1.0,0.2511,1.0,1.0,1.0,0.6927,1.0,1.0,1.0,0.0365
4767,0.0,1.0,1.0,0.234,1.0,1.0,1.0,0.504,1.0,1.0,1.0,0.0366
4768,0.0,1.0,1.0,0.2404,1.0,1.0,1.0,0.5475,1.0,1.0,1.0,0.028
4769,1.0,1.0,1.0,0.1638,1.0,1.0,1.0,0.3875,1.0,1.0,1.0,0.02
4770,1.0,1.0,1.0,0.1175,1.0,1.0,1.0,0.194,1.0,1.0,1.0,0.0226
4771,1.0,1.0,1.0,0.1522,1.0,1.0,1.0,0.0303,1.0,1.0,1.0,0.0241
4772,1.0,1.0,1.0,0.1202,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0335
4773,1.0,1.0,1.0,0.0998,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0278
4774,1.0,1.0,1.0,0.1059,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0291
4775,1.0,1.0,1.0,0.0811,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0407
4776,1.0,1.0,1.0,0.1191,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0275
4777,1.0,1.0,1.0,0.0822,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0235
4778,1.0,1.0,1.0,0.0852,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0354
4779,1.0,1.0,1.0,0.0694,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0378
4780,1.0,1.0,1.0,0.0761,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.038
4781,1.0,1.0,1.0,0.0673,1.0,1.0,1.0,0.0214,1.0,1.0,1.0,0.0397
4782,1.0,1.0,1.0,0.0697,1.0,1.0,1.0,0.1532,1.0,1.0,1.0,0.063
4783,1.0,1.0,1.0,0.1073,1.0,1.0,1.0,0.1996,1.0,1.0,1.0,0.0651
4784,1.0,1.0,1.0,0.0888,1.0,1.0,1.0,0.2498,1.0,1.0,1.0,0.0687
4785,1.0,1.0,1.0,0.0735,1.0,1.0,1.0,0.2664,1.0,1.0,1.0,0.071
4786,1.0,1.0,1.0,0.069,1.0,1.0,1.0,0.2048,1.0,1.0,1.0,0.0432
4787,1.0,1.0,1.0,0.1151,1.0,1.0,1.0,0.3302,1.0,1.0,1.0,0.0538
4788,1.0,1.0,1.0,0.1148,1.0,1.0,1.0,0.3778,1.0,1.0,1.0,0.0428
4789,1.0,1.0,1.0,0.1705,1.0,1.0,1.0,0.3659,1.0,1.0,1.0,0.0295
4790,1.0,1.0,1.0,0.1639,1.0,1.0,1.0,0.429,1.0,1.0,1.0,0.02
4791,1.0,1.0,1.0,0.232,1.0,1.0,1.0,0.3012,1.0,1.0,1.0,0.02
4792,1.0,1.0,1.0,0.259,1.0,1.0,1.0,0.2049,1.0,1.0,1.0,0.02
4793,1.0,1.0,1.0,0.2977,1.0,1.0,1.0,0.2101,1.0,1.0,1.0,0.02
4794,1.0,1.0,1.0,0.203,1.0,1.0,1.0,0.1708,1.0,1.0,1.0,0.02
4795,1.0,1.0,1.0,0.1286,1.0,1.0,1.0,0.0266,1.0,1.0,1.0,0.02
4796,1.0,1.0,1.0,0.1803,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.02
4797,1.0,1.0,1.0,0.2439,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.02
4798,1.0,1.0,1.0,0.4299,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.02
4799,1.0,1.0,1.0,0.3043,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.02
4800,1.0,1.0,1.0,0.3396,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.02
4801,1.0,1.0,1.0,0.2619,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.02
4802,1.0,1.0,1.0,0.2147,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.02
4803,1.0,1.0,1.0,0.1875,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.02
4804,1.0,1.0,1.0,0.2106,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.02
4805,1.0,1.0,1.0,0.1756,1.0,1.0,1.0,0.0287,1.0,1.0,1.0,0.02
4806,1.0,1.0,1.0,0.1793,1.0,1.0,1.0,0.2176,1.0,1.0,1.0,0.02
4807,1.0,1.0,1.0,0.2285,1.0,1.0,1.0,0.4162,1.0,1.0,1.0,0.02
4808,1.0,1.0,1.0,0.3061,1.0,1.0,1.0,0.5518,1.0,1.0,1.0,0.02
4809,1.0,1.0,1.0,0.358,1.0,1.0,1.0,0.6181,1.0,1.0,1.0,0.02
4810,1.0,1.0,1.0,0.3915,1.0,1.0,1.0,0.7382,1.0,1.0,1.0,0.0227
4811,1.0,1.0,1.0,0.3752,1.0,1.0,1.0,0.7876,1.0,1.0,1.0,0.02
4812,1.0,1.0,1.0,0.3259,1.0,1.0,1.0,0.8205,1.0,1.0,1.0,0.02
4813,1.0,1.0,1.0,0.3661,1.0,1.0,1.0,0.8527,1.0,1.0,1.0,0.02
4814,1.0,1.0,1.0,0.2823,1.0,1.0,1.0,0.8803,1.0,1.0,1.0,0.02
4815,1.0,1.0,1.0,0.2899,1.0,1.0,1.0,0.7772,1.0,1.0,1.0,0.0229
4816,1.0,1.0,1.0,0.2179,1.0,1.0,1.0,0.6274,1.0,1.0,1.0,0.0445
4817,1.0,1.0,1.0,0.2164,1.0,1.0,1.0,0.4443,1.0,1.0,1.0,0.0634
4818,1.0,1.0,1.0,0.1611,1.0,1.0,1.0,0.234,1.0,1.0,1.0,0.0816
4819,1.0,1.0,1.0,0.1452,1.0,1.0,1.0,0.032,1.0,1.0,1.0,0.1144
4820,1.0,1.0,1.0,0.1203,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1751
4821,1.0,1.0,1.0,0.0961,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1469
4822,1.0,1.0,1.0,0.0965,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0914
4823,1.0,1.0,1.0,0.0452,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0774
4824,1.0,1.0,1.0,0.026,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.051
4825,1.0,1.0,1.0,0.0368,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0385
4826,1.0,1.0,1.0,0.0411,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0421
4827,1.0,1.0,1.0,0.0342,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0369
4828,1.0,1.0,1.0,0.0506,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0486
4829,1.0,1.0,1.0,0.0431,1.0,1.0,1.0,0.0279,1.0,1.0,1.0,0.0564
4830,1.0,1.0,1.0,0.0376,1.0,1.0,1.0,0.2381,1.0,1.0,1.0,0.0664
4831,1.0,1.0,1.0,0.0307,1.0,1.0,1.0,0.4379,1.0,1.0,1.0,0.0455
4832,1.0,1.0,1.0,0.0621,1.0,1.0,1.0,0.5778,1.0,1.0,1.0,0.0356
4833,1.0,1.0,1.0,0.0702,1.0,1.0,1.0,0.6766,1.0,1.0,1.0,0.02
4834,1.0,1.0,1.0,0.078,1.0,1.0,1.0,0.7522,1.0,1.0,1.0,0.0259
4835,1.0,1.0,1.0,0.094,1.0,1.0,1.0,0.8194,1.0,1.0,1.0,0.053
4836,1.0,1.0,1.0,0.0532,1.0,1.0,1.0,0.9612,1.0,1.0,1.0,0.0588
4837,1.0,1.0,1.0,0.046,1.0,1.0,1.0,0.958,1.0,1.0,1.0,0.067
4838,1.0,1.0,1.0,0.0565,1.0,1.0,1.0,0.8882,1.0,1.0,1.0,0.0585
4839,1.0,1.0,1.0,0.0593,1.0,1.0,1.0,0.7756,1.0,1.0,1.0,0.0568
4840,1.0,1.0,1.0,0.1254,1.0,1.0,1.0,0.6256,1.0,1.0,1.0,0.0898
4841,1.0,1.0,1.0,0.1087,1.0,1.0,1.0,0.4019,1.0,1.0,1.0,0.0951
4842,1.0,1.0,1.0,0.1488,1.0,1.0,1.0,0.2223,1.0,1.0,1.0,0.1193
4843,1.0,1.0,1.0,0.1912,1.0,1.0,1.0,0.0279,1.0,1.0,1.0,0.1791
4844,1.0,1.0,1.0,0.2008,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2443
4845,1.0,1.0,1.0,0.2211,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2457
4846,1.0,1.0,1.0,0.2049,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2518
4847,1.0,1.0,1.0,0.1152,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2263
4848,1.0,1.0,1.0,0.1315,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2581
4849,1.0,1.0,1.0,0.1527,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2302
4850,1.0,1.0,1.0,0.1839,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2523
4851,1.0,1.0,1.0,0.1891,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3256
4852,1.0,1.0,1.0,0.2487,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2085
4853,1.0,1.0,1.0,0.1965,1.0,1.0,1.0,0.0282,1.0,1.0,1.0,0.1211
4854,1.0,1.0,1.0,0.2922,1.0,1.0,1.0,0.2384,1.0,1.0,1.0,0.1217
4855,1.0,1.0,1.0,0.225,1.0,1.0,1.0,0.4063,1.0,1.0,1.0,0.1518
4856,1.0,1.0,1.0,0.2193,1.0,1.0,1.0,0.5934,1.0,1.0,1.0,0.167
4857,1.0,1.0,1.0,0.2638,1.0,1.0,1.0,0.6803,1.0,1.0,1.0,0.1171
4858,1.0,1.0,1.0,0.23,1.0,1.0,1.0,0.6686,1.0,1.0,1.0,0.1568
4859,1.0,1.0,1.0,0.2804,1.0,1.0,1.0,0.6476,1.0,1.0,1.0,0.2685
4860,1.0,1.0,1.0,0.256,1.0,1.0,1.0,0.7633,1.0,1.0,1.0,0.2118
4861,1.0,1.0,1.0,0.2638,1.0,1.0,1.0,0.7231,1.0,1.0,1.0,0.1728
4862,1.0,1.0,1.0,0.2513,1.0,1.0,1.0,0.6946,1.0,1.0,1.0,0.1754
4863,1.0,1.0,1.0,0.2153,1.0,1.0,1.0,0.5475,1.0,1.0,1.0,0.1703
4864,1.0,1.0,1.0,0.3777,1.0,1.0,1.0,0.4691,1.0,1.0,1.0,0.24
4865,1.0,1.0,1.0,0.3077,1.0,1.0,1.0,0.3282,1.0,1.0,1.0,0.2579
4866,1.0,1.0,1.0,0.1653,1.0,1.0,1.0,0.1901,1.0,1.0,1.0,0.2377
4867,1.0,1.0,1.0,0.1318,1.0,1.0,1.0,0.0213,1.0,1.0,1.0,0.2019
4868,1.0,1.0,1.0,0.14,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1294
4869,1.0,1.0,1.0,0.1273,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1967
4870,1.0,1.0,1.0,0.176,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2345
4871,1.0,1.0,1.0,0.2339,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2284
4872,1.0,1.0,1.0,0.215,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2349
4873,1.0,1.0,1.0,0.1327,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2278
4874,1.0,1.0,1.0,0.0909,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.137
4875,1.0,1.0,1.0,0.093,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0895
4876,1.0,1.0,1.0,0.0579,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0863
4877,1.0,1.0,1.0,0.0538,1.0,1.0,1.0,0.0215,1.0,1.0,1.0,0.0828
4878,1.0,1.0,1.0,0.0898,1.0,1.0,1.0,0.1983,1.0,1.0,1.0,0.0851
4879,1.0,1.0,1.0,0.1034,1.0,1.0,1.0,0.3353,1.0,1.0,1.0,0.1484
4880,1.0,1.0,1.0,0.108,1.0,1.0,1.0,0.4825,1.0,1.0,1.0,0.1379
4881,1.0,1.0,1.0,0.0798,1.0,1.0,1.0,0.6463,1.0,1.0,1.0,0.1108
4882,1.0,1.0,1.0,0.0878,1.0,1.0,1.0,0.6476,1.0,1.0,1.0,0.1151
4883,1.0,1.0,1.0,0.0836,1.0,1.0,1.0,0.6092,1.0,1.0,1.0,0.0755
4884,1.0,1.0,1.0,0.0935,1.0,1.0,1.0,0.5932,1.0,1.0,1.0,0.0822
4885,1.0,1.0,1.0,0.1212,1.0,1.0,1.0,0.5875,1.0,1.0,1.0,0.0671
4886,1.0,1.0,1.0,0.1624,1.0,1.0,1.0,0.4096,1.0,1.0,1.0,0.075
4887,1.0,1.0,1.0,0.171,1.0,1.0,1.0,0.4227,1.0,1.0,1.0,0.0732
4888,1.0,1.0,1.0,0.2002,1.0,1.0,1.0,0.3501,1.0,1.0,1.0,0.0725
