hour,NORTH,SOUTH,EAST
4731,614.41,1176.81,607.36
4732,640.56,1198.79,618.0
4733,656.1,1262.91,651.74
4734,719.14,1381.76,731.52
4735,785.57,1469.84,806.84
4736,811.51,1540.93,848.9
4737,838.45,1564.38,862.46
4738,856.04,1594.48,881.07
4739,864.31,1618.45,878.82
4740,861.94,1610.64,887.74
4741,853.07,1613.79,874.85
4742,852.59,1615.98,858.83
4743,860.68,1632.99,872.82
4744,884.14,1675.44,912.04
4745,929.08,1786.65,948.62
4746,971.67,1831.68,999.17
4747,949.17,1806.46,969.61
4748,897.06,1700.84,913.42
4749,823.08,1605.75,853.52
4750,769.39,1469.67,783.57
4751,708.11,1337.81,711.84
4752,672.66,1252.88,672.27
4753,629.37,1192.9,635.59
4754,628.17,1144.99,616.98
4755,615.8,1099.98,611.42
4756,626.02,1123.6,614.92
4757,666.51,1153.83,647.08
4758,724.71,1287.08,706.87
4759,786.1,1435.05,760.72
4760,821.72,1493.77,801.6
4761,868.46,1550.09,836.07
4762,879.51,1565.55,855.39
4763,904.17,1612.09,866.82
4764,915.28,1602.51,859.78
4765,908.24,1541.91,848.49
4766,895.82,1542.29,859.33
4767,914.08,1591.86,843.7
4768,922.21,1648.49,864.92
4769,982.15,1714.51,914.41
4770,1017.42,1782.95,934.49
4771,975.8,1787.95,932.37
4772,929.13,1707.33,896.72
4773,876.55,1647.54,825.33
4774,805.68,1507.4,763.16
4775,743.75,1394.22,694.52
4776,693.41,1322.62,659.03
4777,649.1,1244.97,632.88
4778,632.21,1204.74,620.17
4779,624.43,1201.01,612.88
4780,630.37,1216.48,623.52
4781,673.87,1282.8,647.2
4782,733.62,1381.51,712.35
4783,803.65,1516.96,770.28
4784,837.97,1583.13,813.72
4785,838.82,1611.07,837.46
4786,834.26,1631.35,852.81
4787,844.05,1636.74,878.57
4788,866.3,1623.33,874.14
4789,864.35,1601.73,859.33
4790,846.48,1591.83,855.24
4791,823.04,1648.41,846.77
4792,857.29,1711.17,855.63
4793,898.44,1767.5,903.91
4794,946.07,1871.52,921.21
4795,929.11,1841.64,902.8
4796,894.36,1758.44,864.63
4797,847.63,1660.21,807.41
4798,778.32,1493.11,754.97
4799,709.94,1361.92,693.23
4800,670.41,1273.5,648.0
4801,642.86,1213.55,625.24
4802,626.87,1186.76,615.57
4803,626.56,1169.03,597.56
4804,631.56,1181.93,608.49
4805,654.45,1258.94,635.82
4806,738.4,1387.95,694.26
4807,799.73,1512.76,776.87
4808,827.68,1576.39,811.24
4809,844.19,1640.19,825.97
4810,853.81,1655.7,835.7
4811,858.62,1658.08,853.52
4812,859.2,1618.38,846.51
4813,851.24,1574.47,833.52
4814,853.77,1565.87,841.02
4815,837.92,1579.69,834.0
4816,884.23,1615.09,869.78
4817,924.65,1699.14,893.3
4818,965.31,1748.64,923.96
4819,941.47,1715.71,899.42
4820,896.49,1655.8,851.17
4821,833.76,1577.83,812.86
4822,784.53,1436.0,761.24
4823,713.95,1319.93,708.07
4824,632.5,1130.65,610.07
4825,597.28,1057.65,573.66
4826,579.34,1025.52,562.53
4827,570.71,1029.46,561.07
4828,588.25,1035.08,563.67
4829,605.33,1080.94,590.09
4830,656.09,1192.87,641.23
4831,699.93,1305.29,716.01
4832,721.52,1349.55,742.53
4833,731.24,1415.1,758.93
4834,726.14,1426.27,768.34
4835,730.01,1444.28,787.48
4836,714.5,1439.06,778.87
4837,702.66,1435.14,783.39
4838,719.36,1458.58,771.6
4839,734.6,1502.85,791.17
4840,761.69,1531.22,797.44
4841,790.65,1623.57,834.84
4842,806.56,1691.08,883.26
4843,792.28,1693.84,883.35
4844,762.47,1615.88,849.14
4845,726.89,1507.53,784.91
4846,682.07,1403.85,717.76
4847,632.54,1297.59,668.58
4848,592.88,1241.98,633.57
4849,566.42,1180.57,608.83
4850,551.72,1145.56,593.21
4851,545.13,1095.86,582.95
4852,569.0,1088.17,595.69
4853,587.05,1139.79,628.27
4854,645.92,1237.23,688.91
4855,717.84,1364.01,738.28
4856,735.69,1398.66,777.71
4857,746.59,1419.26,796.85
4858,751.36,1426.78,798.17
4859,759.19,1464.16,816.79
4860,746.31,1454.26,818.16
4861,748.18,1449.64,811.77
4862,757.46,1454.02,819.05
4863,772.18,1484.92,831.93
4864,787.82,1543.19,857.05
4865,828.08,1613.72,893.25
4866,850.32,1636.81,944.55
4867,842.2,1618.97,925.92
4868,830.51,1549.17,891.11
4869,779.96,1456.51,831.38
4870,709.95,1331.94,768.87
4871,653.13,1237.77,712.15
4872,652.3,1254.4,716.81
4873,612.81,1180.11,684.55
4874,591.21,1144.18,666.97
4875,582.42,1156.73,651.45
4876,599.81,1181.06,667.91
4877,638.1,1257.77,706.52
4878,708.45,1364.94,770.81
4879,763.93,1475.96,848.89
4880,792.54,1524.67,873.05
4881,813.65,1559.02,887.74
4882,817.31,1571.2,889.7
4883,824.78,1577.45,904.03
4884,831.89,1571.3,896.76
4885,822.37,1542.26,893.92
4886,826.9,1540.65,897.74
4887,853.61,1578.8,900.15
4888,877.44,1595.33,943.28
4889,932.93,1679.33,975.91
4890,973.24,1770.65,991.87
4891,947.93,1751.85,991.3
4892,895.39,1665.48,922.74
4893,831.12,1577.94,878.48
4894,759.98,1438.2,809.86
4895,696.96,1317.53,728.16
4896,663.84,1226.45,677.97
4897,642.56,1141.22,632.19
4898,629.11,1112.44,619.38
4899,617.95,1082.94,601.74
4900,610.87,1100.55,614.37
4901,645.08,1178.22,644.93
4902,711.34,1328.63,706.08
4903,779.35,1452.12,776.16
4904,834.53,1532.32,815.46
4905,864.33,1570.42,843.78
4906,880.63,1578.16,845.44
4907,878.36,1556.66,853.52
4908,872.79,1589.58,847.17
4909,863.5,1554.6,841.19
4910,855.58,1581.94,833.65
4911,869.67,1607.35,838.16
4912,898.87,1633.78,858.88
4913,928.62,1716.82,903.48
4914,976.49,1823.55,936.8
4915,969.21,1837.98,935.44
4916,907.78,1744.05,894.21
4917,850.29,1616.82,831.98
4918,787.68,1491.19,769.94
4919,730.4,1361.32,697.81
4920,685.96,1299.32,663.09
4921,659.21,1244.45,629.14
4922,643.6,1186.47,615.21
4923,624.97,1176.06,609.3
4924,622.75,1187.84,629.9
4925,665.47,1249.63,665.89
4926,743.06,1377.26,732.75
4927,813.59,1521.99,792.38
4928,862.28,1600.66,833.26
4929,889.34,1615.08,846.74
4930,903.59,1627.11,839.19
4931,900.93,1631.82,845.82
4932,917.81,1597.71,848.35
4933,912.44,1580.02,832.28
4934,906.14,1614.78,831.91
4935,905.92,1595.84,840.1
4936,933.23,1641.23,864.62
4937,956.22,1716.62,919.59
4938,997.84,1783.97,937.57
4939,977.08,1747.87,953.53
4940,938.26,1643.69,911.43
4941,872.53,1514.9,859.11
4942,801.95,1423.34,793.11
4943,727.65,1289.21,711.01
4944,685.0,1209.09,661.69
4945,666.72,1182.45,626.03
4946,659.76,1142.43,618.25
4947,652.78,1133.14,600.24
4948,660.2,1163.85,602.71
4949,700.69,1240.0,636.97
4950,779.3,1341.62,706.0
4951,839.99,1451.29,775.42
4952,872.54,1518.25,798.81
4953,869.65,1585.38,799.95
4954,889.3,1585.3,815.32
4955,918.5,1590.81,839.66
4956,917.18,1598.88,836.96
4957,884.19,1594.87,818.24
4958,889.66,1606.82,815.39
4959,887.66,1604.72,829.03
4960,905.46,1639.89,851.91
4961,954.61,1720.84,908.85
4962,991.07,1808.85,952.64
4963,976.13,1786.56,946.68
4964,926.08,1707.17,884.3
4965,868.44,1578.02,822.01
4966,797.0,1487.89,754.24
4967,720.25,1363.51,685.61
4968,677.01,1299.26,649.04
4969,647.31,1234.18,620.26
4970,629.81,1201.73,592.86
4971,611.31,1163.33,592.66
4972,628.09,1148.02,601.95
4973,639.63,1227.6,637.73
4974,701.5,1351.42,709.15
4975,761.41,1477.63,767.19
4976,797.09,1515.8,812.83
4977,821.12,1529.92,828.21
4978,842.81,1566.55,852.33
4979,844.74,1615.44,851.21
4980,852.46,1602.36,866.27
4981,847.46,1599.09,848.25
4982,830.64,1601.51,874.21
4983,860.54,1613.45,871.61
4984,870.59,1695.22,907.15
4985,917.61,1762.07,944.18
4986,956.28,1848.9,984.97
4987,952.26,1837.33,974.56
4988,906.14,1753.37,919.01
4989,858.03,1664.43,831.45
4990,776.84,1536.12,791.2
4991,711.9,1401.43,724.8
4992,620.93,1244.01,612.59
4993,586.7,1196.24,585.6
4994,575.92,1176.92,575.97
4995,576.91,1106.93,563.76
4996,582.7,1125.35,566.87
4997,619.91,1185.12,597.35
4998,682.7,1300.5,667.65
4999,737.08,1426.03,729.57
5000,766.16,1486.72,773.7
5001,779.5,1524.95,799.38
5002,781.39,1531.43,804.12
5003,794.47,1569.52,796.15
5004,797.79,1578.81,793.99
5005,775.56,1568.21,791.46
5006,761.15,1571.71,791.89
5007,775.01,1602.1,805.48
5008,791.22,1660.63,836.74
5009,833.85,1728.8,880.4
5010,874.41,1803.09,907.73
5011,854.85,1783.35,904.43
5012,805.29,1734.71,886.57
5013,772.92,1635.63,813.98
5014,717.61,1490.57,753.84
5015,654.97,1393.25,703.8
5016,611.77,1275.69,652.51
5017,579.66,1216.69,626.68
5018,557.84,1171.2,617.09
5019,558.62,1175.37,597.05
5020,562.0,1188.77,608.83
5021,601.6,1234.79,637.45
5022,659.85,1348.89,699.33
5023,712.06,1454.47,758.64
5024,739.84,1505.16,801.07
5025,731.71,1525.27,814.23
5026,741.15,1523.21,816.14
5027,750.03,1539.79,818.4
5028,761.38,1543.64,814.03
5029,738.45,1508.05,795.1
5030,753.17,1476.71,790.31
5031,771.26,1495.91,799.01
5032,808.39,1547.85,825.89
5033,847.21,1632.7,876.51
5034,890.14,1699.8,909.39
5035,867.51,1713.45,895.48
5036,838.81,1653.87,845.6
5037,779.07,1591.46,794.41
5038,705.11,1512.2,731.41
5039,638.35,1351.35,668.96
5040,649.66,1329.89,679.7
5041,613.46,1261.22,650.31
5042,602.8,1232.5,635.24
5043,583.03,1211.69,625.13
5044,576.96,1234.29,627.05
5045,621.82,1291.42,655.12
5046,694.98,1405.54,728.18
5047,750.55,1520.41,790.14
5048,784.88,1577.26,809.76
5049,814.11,1622.02,838.3
5050,828.81,1625.49,836.98
5051,840.44,1633.12,846.0
5052,853.83,1641.75,851.53
5053,839.17,1619.57,843.59
5054,840.98,1638.32,818.58
5055,850.37,1633.4,832.0
5056,873.34,1655.92,871.23
5057,911.27,1738.41,921.13
5058,946.41,1807.65,929.72
5059,940.26,1772.05,947.09
5060,889.13,1721.34,891.47
5061,842.74,1646.2,824.41
5062,769.1,1504.03,768.78
5063,703.9,1398.66,708.52
5064,662.89,1278.35,668.54
5065,634.78,1230.08,631.82
5066,603.35,1184.67,626.08
5067,604.07,1181.27,617.5
5068,608.39,1181.79,613.96
5069,652.05,1241.84,656.59
5070,714.28,1351.82,724.23
5071,780.3,1470.47,800.61
5072,833.78,1564.98,839.05
5073,848.12,1592.29,879.07
5074,870.03,1645.92,882.51
5075,878.87,1650.82,889.46
5076,883.2,1676.05,895.15
5077,875.19,1624.88,881.48
5078,883.76,1616.83,887.93
5079,884.4,1620.05,864.24
5080,898.92,1695.23,887.94
5081,933.91,1775.0,927.89
5082,969.04,1790.63,959.09
5083,958.63,1746.6,940.62
5084,925.46,1650.67,909.81
5085,880.33,1564.57,846.55
5086,802.07,1457.4,782.71
5087,728.06,1329.54,716.41
5088,675.12,1243.95,678.97
5089,659.09,1193.81,656.63
5090,644.53,1147.29,640.51
5091,639.58,1139.06,637.54
5092,637.49,1159.67,646.07
5093,671.28,1216.66,674.96
5094,743.21,1344.92,740.28
5095,808.33,1468.83,803.98
5096,853.06,1538.89,842.32
5097,893.62,1544.07,859.21
5098,890.89,1571.37,858.52
5099,887.72,1606.15,863.99
5100,878.02,1611.26,847.89
5101,886.38,1605.86,838.21
5102,896.47,1602.04,838.66
5103,902.42,1632.99,865.77
5104,927.63,1678.97,904.43
5105,960.47,1731.43,933.97
5106,1004.51,1809.48,968.96
5107,990.22,1757.49,962.34
5108,943.38,1686.6,917.19
5109,889.05,1571.61,856.53
5110,817.32,1441.72,786.24
5111,745.75,1323.38,735.87
5112,703.07,1235.93,688.93
5113,674.61,1183.6,657.24
5114,669.28,1154.3,620.64
5115,663.62,1130.84,618.76
5116,677.17,1165.13,635.76
5117,709.38,1229.09,660.33
5118,772.19,1361.61,721.77
5119,847.23,1509.15,791.73
5120,882.42,1595.24,824.77
5121,883.47,1634.33,845.81
5122,887.65,1640.62,850.8
5123,894.55,1625.78,877.95
5124,888.41,1627.67,869.92
5125,894.92,1630.53,888.14
5126,898.74,1634.17,898.67
5127,920.56,1581.26,913.29
5128,947.86,1644.1,925.64
5129,990.83,1739.3,976.52
5130,1012.93,1793.36,1015.4
5131,1002.75,1797.42,979.53
5132,957.85,1729.76,920.06
5133,881.31,1604.28,864.39
5134,807.19,1500.17,795.18
5135,736.18,1351.28,723.12
5136,697.91,1270.57,689.58
5137,667.34,1205.31,648.39
5138,645.39,1162.09,627.98
5139,640.37,1150.73,614.75
5140,647.22,1183.84,626.84
5141,657.76,1262.99,646.13
5142,720.27,1398.47,707.04
5143,797.61,1492.67,755.87
5144,814.54,1528.85,785.99
5145,833.62,1562.22,810.78
5146,859.88,1576.44,827.62
5147,860.79,1581.88,829.13
5148,861.79,1618.19,835.85
5149,840.78,1602.92,826.85
5150,859.35,1611.41,841.63
5151,867.44,1643.66,848.69
5152,893.63,1689.07,842.1
5153,951.43,1817.91,893.26
5154,993.02,1857.09,921.3
5155,973.68,1823.85,911.81
5156,924.1,1722.13,877.38
5157,870.8,1639.75,808.31
5158,797.18,1523.03,747.97
5159,711.66,1382.63,691.05
5160,625.06,1196.39,609.21
5161,584.66,1154.66,576.02
5162,582.74,1127.24,569.11
5163,577.12,1127.81,555.32
5164,579.01,1138.71,559.24
5165,605.24,1202.26,588.79
5166,651.42,1323.11,651.26
5167,702.95,1428.97,708.74
5168,744.63,1482.39,750.79
5169,783.25,1488.1,769.22
5170,799.04,1509.07,777.96
5171,806.52,1534.56,788.42
5172,802.92,1548.91,795.69
5173,786.7,1541.85,790.23
5174,808.0,1535.39,772.96
5175,814.17,1573.77,791.53
5176,859.33,1630.13,815.67
5177,913.39,1726.64,860.88
5178,925.31,1809.56,887.02
5179,909.53,1783.17,860.06
5180,862.86,1705.44,800.56
5181,807.36,1603.49,742.54
5182,744.3,1453.68,691.4
5183,706.46,1309.61,645.08
5184,657.17,1211.49,610.86
5185,626.31,1148.49,574.26
5186,614.14,1112.51,555.1
5187,605.32,1077.73,558.37
5188,613.48,1093.15,557.4
5189,637.12,1148.41,603.33
5190,701.38,1279.94,679.17
5191,769.39,1427.14,759.27
5192,803.91,1490.71,793.0
5193,824.71,1504.55,804.15
5194,845.55,1527.45,814.1
5195,861.3,1538.85,829.24
5196,859.95,1531.19,821.26
5197,838.29,1498.4,801.61
5198,831.15,1488.18,798.16
5199,836.1,1497.88,797.94
5200,861.96,1554.27,832.9
5201,896.22,1634.44,864.64
5202,917.29,1726.11,896.02
5203,896.33,1720.12,898.12
5204,840.68,1648.75,870.98
5205,786.15,1534.1,816.05
5206,713.08,1394.63,754.63
5207,646.45,1266.42,681.62
5208,654.57,1270.0,697.79
5209,614.0,1170.48,672.25
5210,603.54,1127.19,639.44
5211,603.31,1135.6,643.24
5212,608.79,1156.03,645.15
5213,639.19,1211.29,682.64
5214,710.12,1339.02,750.12
5215,769.71,1426.44,816.19
5216,796.17,1492.67,846.66
5217,827.21,1547.61,852.28
5218,846.55,1560.59,865.15
5219,862.55,1542.35,869.59
5220,873.38,1536.36,855.36
5221,844.7,1547.75,836.52
5222,860.39,1553.44,823.83
5223,873.61,1542.19,827.52
5224,910.3,1634.78,857.81
5225,957.15,1685.07,891.09
5226,991.59,1740.95,935.47
5227,979.48,1705.24,926.85
5228,940.85,1612.31,884.2
5229,877.38,1503.96,828.94
5230,817.49,1400.95,778.33
5231,734.09,1305.36,701.08
5232,688.34,1224.15,674.36
5233,671.43,1151.05,648.73
5234,648.95,1129.74,631.47
5235,638.43,1122.97,631.47
5236,640.05,1142.04,636.63
5237,676.79,1206.75,671.67
5238,738.03,1326.02,733.27
5239,803.84,1448.79,808.41
5240,846.62,1506.26,834.02
5241,856.45,1556.83,849.45
5242,873.65,1613.43,863.98
5243,890.94,1629.95,882.1
5244,901.78,1627.23,872.22
5245,893.7,1613.95,870.48
5246,926.83,1599.06,859.23
5247,944.41,1627.25,844.82
5248,972.08,1680.26,861.71
5249,1004.22,1747.24,911.97
5250,1036.22,1826.22,944.72
5251,1041.52,1807.6,930.82
5252,1012.35,1706.59,891.52
5253,959.82,1602.83,835.49
5254,888.99,1480.6,776.81
5255,799.25,1369.34,697.69
5256,755.43,1299.44,657.1
5257,705.95,1231.82,626.7
5258,674.24,1191.3,601.03
5259,665.84,1173.71,584.02
5260,677.37,1192.52,590.62
5261,718.79,1260.2,623.45
5262,793.03,1388.43,687.66
5263,867.92,1510.1,746.73
5264,891.37,1588.3,774.04
5265,906.04,1603.86,787.86
5266,897.14,1663.13,801.02
5267,883.53,1688.57,823.68
5268,891.46,1661.64,802.39
5269,874.64,1644.92,803.44
5270,883.9,1655.22,804.33
5271,903.87,1659.94,819.51
5272,922.2,1674.43,857.29
5273,971.43,1728.76,890.04
5274,997.34,1800.34,934.02
5275,966.55,1746.04,912.59
5276,926.48,1640.99,875.71
5277,863.01,1547.86,818.71
5278,792.33,1424.42,756.71
5279,743.88,1294.17,685.52
5280,689.01,1212.31,650.52
5281,658.9,1133.72,631.93
5282,634.55,1113.66,608.79
5283,633.8,1089.85,602.84
5284,644.83,1099.3,617.84
5285,682.0,1164.92,648.25
5286,741.67,1279.87,725.21
5287,802.02,1386.8,786.82
5288,845.74,1411.92,818.42
5289,881.43,1452.19,824.85
5290,894.49,1472.57,834.73
5291,892.77,1481.49,843.3
5292,896.03,1466.55,850.2
5293,912.48,1458.06,835.65
5294,911.8,1472.13,829.13
5295,934.46,1492.7,842.62
5296,950.82,1571.83,882.06
5297,992.71,1662.16,929.89
5298,1033.51,1721.02,983.48
5299,1027.02,1723.38,979.6
5300,971.49,1650.28,940.8
5301,899.53,1546.84,885.92
5302,838.24,1449.67,829.03
5303,776.92,1312.89,767.45
5304,744.18,1236.65,711.54
5305,720.15,1193.34,681.03
5306,700.06,1166.35,663.46
5307,685.9,1145.16,651.24
5308,703.22,1136.35,644.79
5309,743.17,1163.89,665.42
5310,805.29,1315.98,728.22
5311,865.36,1441.82,780.16
5312,904.03,1491.83,809.57
5313,917.65,1529.2,833.35
5314,923.96,1527.17,835.71
5315,942.05,1537.3,845.03
5316,947.38,1521.33,834.4
5317,949.3,1482.85,830.21
5318,925.4,1447.25,835.97
5319,934.71,1436.73,829.9
5320,966.83,1505.03,847.02
5321,991.67,1561.24,874.16
5322,1017.43,1635.15,913.36
5323,997.38,1646.94,909.11
5324,953.47,1580.1,870.56
5325,909.24,1477.89,815.24
5326,856.87,1369.09,756.2
5327,775.32,1250.33,696.41
5328,683.15,1114.26,607.0
5329,652.46,1086.4,573.65
5330,636.93,1077.59,559.48
5331,629.76,1035.72,551.73
5332,638.63,1044.85,574.32
5333,683.27,1101.12,601.93
5334,758.21,1219.37,664.8
5335,814.2,1303.2,729.55
5336,853.02,1330.48,772.75
5337,875.76,1383.38,780.02
5338,884.12,1389.75,800.04
5339,900.58,1380.06,805.56
5340,898.72,1364.78,828.55
5341,888.44,1363.22,822.13
5342,886.12,1353.14,808.63
5343,871.28,1375.27,813.33
5344,893.26,1401.71,848.67
5345,925.6,1439.6,887.33
5346,943.67,1525.83,916.54
5347,950.14,1525.56,914.47
5348,912.36,1457.36,869.34
5349,852.2,1359.7,810.49
5350,779.32,1281.6,738.09
5351,715.01,1184.8,688.94
5352,681.45,1133.01,638.46
5353,640.66,1070.92,607.79
5354,623.21,1045.27,594.8
5355,620.3,1037.66,586.02
5356,613.32,1045.21,584.33
5357,644.69,1100.06,607.44
5358,705.09,1202.67,672.4
5359,767.68,1320.23,726.5
5360,794.66,1354.4,738.03
5361,811.93,1393.82,757.5
5362,838.76,1414.78,757.62
5363,842.7,1426.51,772.22
5364,844.81,1436.05,771.21
5365,855.42,1417.08,762.39
5366,848.2,1406.88,763.9
5367,872.98,1432.02,761.46
5368,895.86,1485.33,776.86
5369,954.42,1546.03,812.4
5370,993.52,1591.0,831.31
5371,984.8,1575.58,834.11
5372,937.94,1498.69,796.66
5373,869.16,1431.89,734.19
5374,800.04,1326.38,674.56
5375,738.08,1215.21,620.72
5376,746.61,1216.55,627.09
5377,705.54,1168.56,601.57
5378,683.66,1130.54,592.14
5379,680.7,1107.55,603.39
5380,697.39,1134.1,620.46
5381,726.16,1200.0,640.29
5382,790.47,1280.47,701.92
5383,864.07,1396.65,764.13
5384,913.58,1459.74,802.63
5385,940.95,1485.09,810.06
5386,933.52,1505.29,813.78
5387,937.16,1488.24,810.38
5388,924.89,1438.96,806.18
5389,911.46,1413.32,794.85
5390,926.98,1425.54,794.0
5391,918.5,1385.13,791.99
5392,925.76,1418.14,828.07
5393,958.99,1455.65,874.32
5394,996.67,1514.59,891.16
5395,995.25,1553.86,886.54
5396,956.43,1490.57,833.63
5397,907.33,1401.55,797.15
5398,818.48,1314.08,752.28
5399,759.96,1209.15,689.52
5400,713.97,1139.85,643.54
5401,684.51,1101.81,608.29
5402,655.85,1083.56,590.68
5403,647.05,1076.21,583.58
5404,657.33,1091.33,602.99
5405,701.15,1146.54,643.11
5406,756.08,1278.96,716.31
5407,825.04,1391.89,783.12
5408,848.16,1474.91,804.46
5409,870.91,1486.67,813.44
5410,887.88,1530.39,822.97
5411,910.05,1555.14,819.61
5412,903.42,1537.47,824.15
5413,903.99,1533.55,825.55
5414,917.38,1522.3,831.79
5415,906.98,1539.14,845.44
5416,939.11,1575.5,850.43
5417,992.92,1648.28,905.97
5418,1023.61,1728.83,920.93
5419,999.03,1725.57,912.53
5420,965.66,1628.45,880.75
5421,890.45,1506.24,829.1
5422,819.21,1395.94,753.33
5423,749.66,1285.35,681.53
5424,713.51,1201.07,645.5
5425,673.23,1166.39,619.01
5426,650.44,1147.94,595.72
5427,642.76,1124.11,591.94
5428,659.29,1129.38,589.56
5429,712.5,1186.23,627.05
5430,768.68,1300.49,683.53
5431,840.98,1441.71,748.27
5432,863.96,1519.63,780.38
5433,891.69,1549.84,809.35
5434,889.68,1576.81,820.84
5435,890.83,1606.14,823.67
5436,884.64,1605.1,828.54
5437,875.75,1595.1,843.11
5438,879.62,1603.81,850.4
5439,893.6,1625.75,857.51
5440,919.3,1654.41,873.02
5441,946.89,1715.64,907.02
5442,990.18,1769.23,947.45
5443,981.32,1738.06,929.22
5444,952.13,1632.83,889.25
5445,883.68,1542.46,847.5
5446,799.4,1428.88,782.71
5447,732.54,1287.5,707.23
5448,703.16,1209.29,683.61
5449,670.26,1148.75,662.96
5450,651.54,1122.88,648.34
5451,636.34,1094.38,647.71
5452,659.06,1092.04,652.5
5453,684.96,1159.59,690.75
5454,747.05,1253.51,754.03
5455,821.15,1367.14,807.83
5456,836.45,1422.1,865.48
5457,867.81,1452.32,866.17
5458,883.44,1475.25,875.88
5459,901.8,1523.12,885.43
5460,907.43,1495.07,888.76
5461,896.35,1500.26,877.25
5462,884.53,1455.95,874.54
5463,891.69,1500.77,882.64
5464,906.79,1507.8,911.3
5465,955.5,1632.6,951.78
5466,999.69,1685.3,982.96
5467,1008.51,1700.3,957.75
5468,967.96,1649.12,936.75
5469,915.18,1536.2,880.63
5470,839.83,1411.2,812.25
5471,763.78,1279.93,736.78
5472,724.31,1217.56,684.51
5473,685.01,1152.79,656.86
5474,668.93,1112.85,637.75
5475,651.2,1106.77,632.97
5476,652.7,1110.16,630.23
5477,692.42,1165.4,674.87
5478,769.55,1285.51,748.8
5479,829.11,1393.13,814.33
5480,870.48,1444.75,851.11
5481,881.82,1504.6,873.62
5482,890.49,1516.82,866.54
5483,914.21,1526.2,890.57
5484,921.98,1524.58,893.28
5485,920.31,1520.07,875.29
5486,938.99,1502.12,862.41
5487,937.93,1526.83,879.59
5488,951.93,1577.48,905.46
5489,986.47,1616.55,951.25
5490,1017.54,1714.98,983.47
5491,979.87,1731.63,961.78
5492,935.43,1640.15,924.19
5493,870.68,1515.4,862.04
5494,811.52,1402.94,793.79
5495,746.67,1263.46,746.2
5496,650.94,1126.39,658.33
5497,623.96,1066.08,630.96
5498,613.35,1060.31,631.55
5499,599.56,1035.93,623.06
5500,604.07,1048.74,629.36
5501,619.03,1121.38,654.68
5502,672.95,1228.35,713.8
5503,729.08,1344.22,758.23
5504,762.33,1418.1,795.32
5505,770.34,1435.68,797.5
5506,775.23,1427.26,812.44
5507,773.08,1416.12,818.24
5508,777.87,1427.86,817.86
5509,777.43,1421.82,808.05
5510,783.88,1440.72,819.55
5511,793.77,1449.61,836.88
5512,802.89,1465.77,858.15
5513,836.64,1491.5,886.55
5514,865.2,1603.88,925.89
5515,856.53,1600.74,905.33
5516,823.26,1533.69,848.75
5517,787.8,1440.79,798.61
5518,735.83,1305.86,746.18
5519,666.81,1185.11,678.88
5520,636.39,1140.45,641.33
5521,611.24,1093.37,606.07
5522,590.43,1055.22,594.7
5523,589.82,1026.06,593.31
5524,597.17,1034.05,598.06
5525,618.44,1085.46,620.84
5526,685.51,1225.57,670.39
5527,751.03,1333.86,739.1
5528,781.21,1369.63,758.88
5529,797.62,1397.09,777.33
5530,799.42,1416.39,791.88
5531,814.75,1408.72,794.16
5532,815.38,1417.56,792.17
5533,810.21,1426.12,793.58
5534,814.65,1428.8,785.26
5535,811.65,1429.01,783.96
5536,827.09,1461.66,804.4
5537,843.59,1500.33,855.18
5538,882.98,1554.27,902.21
5539,864.37,1549.74,892.13
5540,831.07,1468.26,845.13
5541,784.36,1411.02,800.63
5542,730.97,1314.96,723.04
5543,660.81,1178.47,663.87
5544,672.27,1168.09,671.54
5545,654.8,1100.03,648.33
5546,652.55,1096.37,641.3
5547,651.93,1095.8,624.77
5548,663.16,1133.72,633.54
5549,689.44,1193.58,661.56
5550,765.14,1309.67,724.54
5551,832.95,1407.5,795.62
5552,873.39,1473.74,824.66
5553,883.77,1500.6,842.43
5554,890.55,1512.1,859.56
5555,901.04,1558.21,882.08
5556,903.67,1555.57,883.11
5557,900.11,1565.02,873.88
5558,893.5,1534.35,860.88
5559,887.57,1599.49,884.06
5560,931.91,1636.05,912.68
5561,1004.14,1724.66,954.51
5562,1043.61,1801.53,987.21
5563,1016.85,1772.29,980.48
5564,962.8,1708.71,943.88
5565,906.49,1612.93,890.42
5566,848.65,1472.04,833.66
5567,765.03,1334.68,762.66
5568,720.71,1255.0,729.52
5569,686.7,1190.61,698.89
5570,675.43,1177.65,677.3
5571,663.06,1169.37,653.21
5572,658.9,1181.4,660.28
5573,698.77,1249.69,704.85
5574,778.68,1339.29,765.62
5575,847.81,1448.97,833.16
5576,886.56,1513.55,866.64
5577,898.28,1562.99,890.49
5578,897.34,1579.84,892.14
5579,916.96,1620.05,889.14
5580,920.41,1632.7,892.63
5581,915.91,1603.91,874.16
5582,930.89,1597.9,853.82
5583,926.62,1617.84,879.81
5584,945.94,1652.44,912.97
5585,991.05,1757.32,973.8
5586,1018.62,1792.52,1015.06
5587,1018.59,1780.42,1010.25
5588,971.15,1714.3,966.57
5589,897.91,1595.94,899.71
5590,828.62,1460.03,831.6
5591,760.17,1333.87,754.09
5592,725.5,1265.36,699.28
5593,692.69,1194.53,660.99
5594,677.86,1147.75,652.17
5595,670.59,1147.23,632.81
5596,677.08,1166.36,630.99
5597,705.86,1240.29,668.0
5598,778.51,1373.51,730.16
5599,845.2,1532.25,800.14
5600,897.46,1610.61,841.94
5601,928.23,1623.39,861.75
5602,942.01,1642.62,862.08
