hour,122_HYDRO_1,122_HYDRO_2,122_HYDRO_3,122_HYDRO_4,122_HYDRO_5,122_HYDRO_6,201_HYDRO_4,215_HYDRO_1,215_HYDRO_2,215_HYDRO_3,222_HYDRO_1,222_HYDRO_2,222_HYDRO_3,222_HYDRO_4,222_HYDRO_5,222_HYDRO_6,322_HYDRO_1,322_HYDRO_2,322_HYDRO_3,322_HYDRO_4,320_PV_1,314_PV_1,314_PV_2,313_PV_1,314_PV_3,314_PV_4,313_PV_2,310_PV_1,324_PV_1,312_PV_1,310_PV_2,324_PV_2,324_PV_3,113_PV_1,319_PV_1,215_PV_1,102_PV_1,101_PV_1,102_PV_2,104_PV_1,212_CSP_1,101_PV_2,101_PV_3,101_PV_4,103_PV_1,119_PV_1,308_RTPV_1,313_RTPV_1,313_RTPV_2,313_RTPV_3,313_RTPV_4,313_RTPV_5,313_RTPV_6,313_RTPV_7,313_RTPV_8,313_RTPV_9,313_RTPV_10,313_RTPV_11,313_RTPV_12,320_RTPV_1,320_RTPV_2,320_RTPV_3,313_RTPV_13,320_RTPV_4,320_RTPV_5,118_RTPV_1,118_RTPV_2,118_RTPV_3,118_RTPV_4,118_RTPV_5,118_RTPV_6,320_RTPV_6,118_RTPV_7,118_RTPV_8,118_RTPV_9,118_RTPV_10,213_RTPV_1,309_WIND_1,317_WIND_1,303_WIND_1,122_WIND_1
5526,0.254,0.254,0.254,0.254,0.254,0.254,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.366,0.806,0.806,0.806,0.806,0.53682,0.53295,0.54651,0.33438,0.35383,0.54651,0.34405,0.51838,0.54527,0.33794,0.51744,0.51744,0.52353,0.29274,0.54304,0.27418,0.12891,0.01544,0.01581,0.01493,0.503,0.15356,0.15267,0.33333,0.16585,0.14865,0.15164,0.15143,0.16165,0.14067,0.13731,0.13426,0.15517,0.16225,0.15616,0.16667,0.15396,0.13344,0.15827,0.16117,0.16667,0.14488,0.14338,0.14815,0.13475,0.17204,0.16495,0.1383,0.17582,0.17582,0.16495,0.14894,0.0,0.11607,0.1165,0.11111,0.16667,0.21173,0.84808,0.05702,0.60547
5527,0.254,0.254,0.254,0.254,0.254,0.254,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.396,0.646,0.646,0.646,0.646,0.6531,0.64341,0.67442,0.50263,0.52535,0.67442,0.51661,0.62669,0.67606,0.50159,0.62984,0.64147,0.64902,0.23184,0.678,0.1279,0.00391,0.01158,0.22134,0.00373,1.0,0.16854,0.0458,0.45349,0.27154,0.30781,0.35382,0.35202,0.36926,0.3211,0.31493,0.3071,0.34796,0.36661,0.34985,0.3766,0.34679,0.3589,0.35612,0.36264,0.36667,0.36396,0.36765,0.36296,0.35816,0.36559,0.35052,0.35106,0.36264,0.37363,0.34021,0.37234,0.01695,0.33929,0.24272,0.35556,0.28788,0.12003,0.86535,0.04368,0.45242
5528,0.254,0.254,0.254,0.254,0.254,0.254,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.664,0.664,0.664,0.664,0.71124,0.69961,0.75,0.63828,0.66343,0.75,0.65595,0.706,0.75252,0.63443,0.70543,0.71705,0.72549,0.43697,0.73379,0.01039,0.29687,0.56371,0.02767,0.18657,1.0,0.397,0.35496,0.22093,0.37236,0.41892,0.54014,0.53687,0.57369,0.53364,0.51493,0.52623,0.54545,0.56006,0.53904,0.57532,0.55605,0.58282,0.54317,0.55311,0.55926,0.55124,0.57721,0.58148,0.56383,0.52688,0.50515,0.54255,0.53846,0.56044,0.50515,0.56383,0.14407,0.54464,0.42718,0.55556,0.43939,0.14093,0.52034,0.00177,0.2028
5529,0.51,0.51,0.51,0.51,0.51,0.51,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.694,0.694,0.694,0.694,0.75194,0.74031,0.75581,0.70978,0.7206,0.75581,0.7299,0.71954,0.75855,0.70457,0.71705,0.71124,0.71961,0.60256,0.70723,0.02878,0.59375,0.57915,0.56917,0.61567,1.0,0.49438,0.50382,0.43411,0.60325,0.51201,0.66997,0.66568,0.72108,0.68502,0.66866,0.68364,0.68809,0.68487,0.67568,0.70353,0.69208,0.72393,0.67626,0.68864,0.6963,0.68551,0.70956,0.71852,0.68794,0.63441,0.60825,0.67021,0.63736,0.68132,0.59794,0.69149,0.29661,0.67857,0.62136,0.68889,0.60606,0.14228,0.43812,0.00012,0.07246
5530,0.518,0.518,0.518,0.518,0.518,0.518,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.488,0.488,0.488,0.488,0.76938,0.75581,0.74806,0.76761,0.7562,0.74806,0.78885,0.73694,0.7505,0.76196,0.73643,0.67248,0.68039,0.60256,0.69926,0.04956,0.64453,0.57143,0.62451,0.58955,1.0,0.60674,0.61069,0.54264,0.63902,0.51802,0.75818,0.75221,0.82567,0.7844,0.75672,0.78858,0.7837,0.77691,0.76877,0.79808,0.7713,0.80368,0.77338,0.78755,0.7963,0.77739,0.78676,0.8037,0.76596,0.72043,0.69072,0.73404,0.71429,0.75824,0.68041,0.75532,0.59322,0.77679,0.72816,0.8,0.7197,0.16858,0.36403,0.00189,0.03013
5531,0.528,0.528,0.528,0.528,0.528,0.528,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.468,0.468,0.468,0.468,0.77132,0.75775,0.74031,0.79811,0.76807,0.74031,0.82101,0.74662,0.74245,0.79171,0.74419,0.69961,0.70784,0.65171,0.73273,0.05596,0.65625,0.65251,0.57708,0.58582,1.0,0.5618,0.56489,0.57752,0.60976,0.62913,0.83548,0.82891,0.86846,0.83333,0.79403,0.82716,0.82759,0.82215,0.81081,0.84455,0.81764,0.85429,0.80576,0.82051,0.82963,0.81272,0.82721,0.84815,0.80496,0.77419,0.74227,0.74468,0.78022,0.76923,0.73196,0.7766,0.61017,0.82143,0.78641,0.84444,0.54545,0.05597,0.24703,0.00177,0.0321
5532,0.784,0.784,0.784,0.784,0.784,0.784,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.718,0.718,0.718,0.718,0.7655,0.75194,0.74612,0.7918,0.76807,0.74612,0.8135,0.74275,0.74849,0.78533,0.74031,0.71705,0.72549,0.62607,0.75399,0.23581,0.65625,0.64865,0.56126,0.58209,1.0,0.51685,0.4771,0.5814,0.68455,0.64565,0.83449,0.82793,0.84628,0.82722,0.78955,0.80864,0.82132,0.82215,0.8048,0.84615,0.7997,0.83742,0.79137,0.80586,0.81481,0.79859,0.82721,0.82963,0.80496,0.74194,0.71134,0.76596,0.75824,0.78022,0.71134,0.78723,0.66102,0.8125,0.76699,0.84444,0.20455,0.01416,0.18033,0.0,0.01836
5533,0.764,0.764,0.764,0.764,0.764,0.764,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.822,0.822,0.822,0.822,0.75194,0.74031,0.73643,0.7571,0.74326,0.73643,0.77921,0.73308,0.73843,0.75345,0.73256,0.72481,0.73333,0.54487,0.76727,0.34692,0.62891,0.62934,0.62846,0.57463,1.0,0.50187,0.55725,0.57364,0.64878,0.54805,0.77899,0.77188,0.78922,0.75229,0.73134,0.75154,0.74765,0.76131,0.73423,0.78205,0.73094,0.7684,0.73381,0.74725,0.75556,0.74558,0.76103,0.75926,0.74113,0.65591,0.62887,0.71277,0.65934,0.72527,0.61856,0.73404,0.61017,0.75,0.69903,0.77778,0.02273,0.01214,0.15079,0.0196,0.04303
5534,0.774,0.774,0.774,0.774,0.774,0.774,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.8,0.8,0.8,0.8,0.72287,0.71318,0.73256,0.70032,0.69579,0.73256,0.72133,0.7234,0.73441,0.70032,0.72287,0.70349,0.71176,0.49466,0.74123,0.14309,0.60156,0.60232,0.63636,0.55597,1.0,0.54307,0.48473,0.41085,0.52195,0.37087,0.65411,0.64798,0.66403,0.62997,0.61642,0.63117,0.62853,0.65367,0.61712,0.67308,0.62631,0.66411,0.61871,0.62637,0.63333,0.63251,0.65074,0.64815,0.63475,0.54839,0.52577,0.59574,0.54945,0.59341,0.50515,0.61702,0.52542,0.63393,0.57282,0.64444,0.00758,0.02495,0.13165,0.07155,0.10343
5535,0.774,0.774,0.774,0.774,0.774,0.774,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.836,0.836,0.836,0.836,0.69186,0.68605,0.70155,0.59411,0.60518,0.70155,0.61415,0.68279,0.70423,0.60149,0.68217,0.67054,0.67843,0.57479,0.68278,0.58433,0.53125,0.57143,0.57312,0.49254,1.0,0.55056,0.48473,0.42636,0.39512,0.36486,0.46482,0.46018,0.47702,0.44648,0.43134,0.44444,0.44357,0.4805,0.43393,0.49359,0.4559,0.4908,0.44604,0.45421,0.45926,0.46643,0.48529,0.47407,0.47518,0.39785,0.38144,0.44681,0.3956,0.43956,0.36082,0.46809,0.38983,0.45536,0.40777,0.46667,0.0,0.02158,0.12389,0.09988,0.13034
5536,0.764,0.764,0.764,0.764,0.764,0.764,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.802,0.802,0.802,0.802,0.55426,0.55426,0.57364,0.4164,0.43042,0.57364,0.43087,0.55706,0.57746,0.43039,0.56008,0.55233,0.55882,0.36111,0.52816,0.44285,0.34375,0.37452,0.36364,0.36194,1.0,0.35955,0.34733,0.23256,0.17073,0.16517,0.23786,0.235,0.23772,0.2263,0.21791,0.22377,0.22571,0.24337,0.22072,0.25,0.23019,0.2546,0.21583,0.21978,0.22222,0.24028,0.25368,0.24074,0.24823,0.19355,0.18557,0.2234,0.18681,0.20879,0.16495,0.24468,0.17797,0.22321,0.18447,0.22222,0.13636,0.02225,0.13315,0.15702,0.13104
5537,0.784,0.784,0.784,0.784,0.784,0.784,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.824,0.824,0.824,0.824,0.2655,0.26357,0.28682,0.14196,0.15102,0.28682,0.15863,0.27853,0.29779,0.16578,0.29264,0.29264,0.29608,0.0,0.17109,0.09912,0.0,0.0,0.0,0.0,0.505,0.0,0.0,0.0,0.0,0.0,0.00297,0.00295,0.00317,0.00306,0.00299,0.00154,0.00157,0.00312,0.0015,0.00321,0.00299,0.00307,0.0,0.0,0.0,0.00353,0.00368,0.0037,0.00355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00275,0.16836,0.0
5538,0.754,0.754,0.754,0.754,0.754,0.754,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.78,0.78,0.78,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15374,0.00651,0.19835,0.0
5539,0.764,0.764,0.764,0.764,0.764,0.764,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.564,0.798,0.798,0.798,0.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34659,0.01977,0.08099,0.0
5540,0.764,0.764,0.764,0.764,0.764,0.764,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.132,0.132,0.132,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3439,0.07408,0.30472,0.06601
5541,0.66,0.66,0.66,0.66,0.66,0.66,0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.374,0.614,0.614,0.614,0.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4673,0.1085,0.33341,0.11899
5542,0.33,0.33,0.33,0.33,0.33,0.33,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.202,0.788,0.788,0.788,0.788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39312,0.21512,0.65443,0.1089
5543,0.094,0.094,0.094,0.094,0.094,0.094,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.674,0.674,0.674,0.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38975,0.37767,0.69079,0.1103
5544,0.076,0.076,0.076,0.076,0.076,0.076,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.62,0.62,0.62,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25219,0.40008,0.59185,0.12474
5545,0.076,0.076,0.076,0.076,0.076,0.076,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.68,0.68,0.68,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11733,0.54136,0.41452,0.15109
5546,0.084,0.084,0.084,0.084,0.084,0.084,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.586,0.586,0.586,0.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20499,0.54411,0.33459,0.0869
5547,0.076,0.076,0.076,0.076,0.076,0.076,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.71,0.71,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23803,0.59542,0.32397,0.04611
5548,0.114,0.114,0.114,0.114,0.114,0.114,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.68,0.68,0.68,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27984,0.65636,0.28843,0.04233
5549,0.264,0.264,0.264,0.264,0.264,0.264,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.648,0.648,0.648,0.648,0.25194,0.24612,0.25194,0.12513,0.13808,0.25194,0.13398,0.24371,0.25151,0.13709,0.24806,0.23837,0.24118,0.22009,0.24283,0.2462,0.21094,0.20849,0.20553,0.16418,0.0,0.2397,0.20229,0.2093,0.00325,0.003,0.00099,0.00098,0.00158,0.0,0.00149,0.0,0.0,0.00156,0.0,0.0016,0.00149,0.00153,0.0,0.0,0.0,0.00353,0.00368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33446,0.64798,0.25384,0.03476
5550,0.284,0.284,0.284,0.284,0.284,0.284,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.8,0.8,0.8,0.8,0.5,0.5,0.54651,0.33544,0.35383,0.54651,0.34512,0.52031,0.5493,0.339,0.51938,0.52132,0.52745,0.33974,0.54038,0.43725,0.28516,0.32819,0.29644,0.16791,0.5045,0.3221,0.32061,0.33721,0.17724,0.15616,0.12686,0.12586,0.16165,0.05963,0.02687,0.13889,0.15361,0.15757,0.15315,0.16186,0.15247,0.13344,0.15827,0.16117,0.16296,0.14488,0.14706,0.15926,0.1383,0.17204,0.16495,0.1383,0.17582,0.17582,0.16495,0.14894,0.0,0.08036,0.00971,0.08889,0.15909,0.3857,0.63334,0.22231,0.03252
5551,0.518,0.518,0.518,0.518,0.518,0.518,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.648,0.648,0.648,0.648,0.61822,0.61434,0.64729,0.50368,0.51888,0.66085,0.51768,0.62863,0.7002,0.50266,0.63178,0.66473,0.67255,0.50214,0.69501,0.54357,0.38672,0.45946,0.43478,0.42164,1.0,0.45318,0.49618,0.47674,0.38374,0.34084,0.32309,0.32153,0.37559,0.237,0.2597,0.31019,0.34483,0.36037,0.34535,0.37019,0.34978,0.3635,0.36331,0.36996,0.37407,0.37102,0.375,0.36667,0.36879,0.37634,0.36082,0.3617,0.37363,0.36264,0.35052,0.37234,0.10169,0.3125,0.24272,0.31111,0.36364,0.35806,0.46102,0.21228,0.05214
5552,0.548,0.548,0.548,0.548,0.548,0.548,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.688,0.688,0.688,0.688,0.73062,0.72868,0.75,0.65405,0.66882,0.75194,0.67203,0.72534,0.76258,0.64931,0.72287,0.71899,0.72745,0.56944,0.77418,0.66107,0.61719,0.57143,0.6087,0.56343,1.0,0.57303,0.6374,0.57364,0.57886,0.51652,0.54708,0.54277,0.57211,0.49847,0.48806,0.51235,0.54859,0.5663,0.54054,0.58173,0.55157,0.57669,0.56115,0.57143,0.58148,0.57244,0.58456,0.57407,0.57092,0.55914,0.53608,0.52128,0.56044,0.53846,0.51546,0.54255,0.33051,0.53571,0.4466,0.55556,0.53788,0.33783,0.24465,0.10649,0.01808
5553,0.784,0.784,0.784,0.784,0.784,0.784,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.704,0.688,0.688,0.688,0.688,0.73256,0.72868,0.76744,0.7245,0.73247,0.76744,0.74384,0.73501,0.76861,0.71838,0.73256,0.68023,0.68824,0.59295,0.78374,0.65627,0.64062,0.61004,0.60079,0.57836,1.0,0.61049,0.60687,0.60465,0.71382,0.62763,0.67691,0.67158,0.70523,0.66972,0.65522,0.66358,0.69122,0.69891,0.68018,0.71795,0.68909,0.72086,0.69065,0.7033,0.71481,0.69965,0.71691,0.71852,0.69858,0.67742,0.64948,0.65957,0.68132,0.68132,0.63918,0.68085,0.45763,0.6875,0.58252,0.71111,0.63636,0.46325,0.17645,0.07721,0.01458
5554,0.784,0.784,0.784,0.784,0.784,0.784,0.736,0.736,0.736,0.736,0.736,0.736,0.736,0.736,0.736,0.736,0.592,0.592,0.592,0.592,0.72481,0.72093,0.76357,0.76656,0.77238,0.76357,0.78778,0.73501,0.76459,0.75983,0.7345,0.65891,0.66667,0.71261,0.77418,0.72182,0.65625,0.66795,0.65217,0.65299,1.0,0.58427,0.62595,0.61628,0.79837,0.7012,0.77899,0.77384,0.82092,0.77982,0.74925,0.77623,0.78056,0.78159,0.76577,0.80288,0.77429,0.80521,0.76259,0.77656,0.78519,0.76678,0.79779,0.8037,0.7766,0.75269,0.72165,0.74468,0.75824,0.76923,0.71134,0.76596,0.5339,0.77679,0.71845,0.8,0.73485,0.25287,0.03154,0.04475,0.0
5555,0.764,0.764,0.764,0.764,0.764,0.764,0.736,0.736,0.736,0.736,0.736,0.736,0.736,0.736,0.736,0.736,0.702,0.702,0.702,0.702,0.72481,0.72093,0.75775,0.79075,0.78641,0.75775,0.81243,0.73888,0.75855,0.78427,0.73837,0.69574,0.70392,0.73932,0.7508,0.72582,0.64844,0.67181,0.66798,0.62313,1.0,0.64045,0.6145,0.66667,0.82276,0.68919,0.83647,0.82989,0.86688,0.85474,0.78358,0.8287,0.82132,0.82995,0.8048,0.85256,0.81016,0.84356,0.79856,0.81319,0.82222,0.80212,0.83824,0.84074,0.8156,0.74194,0.71134,0.7766,0.74725,0.8022,0.70103,0.80851,0.58475,0.82143,0.7767,0.84444,0.76515,0.25219,0.68903,0.06836,0.00126
5556,0.764,0.764,0.764,0.764,0.764,0.764,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.836,0.836,0.836,0.836,0.72674,0.72287,0.75388,0.78549,0.7767,0.75388,0.80815,0.73694,0.75453,0.78002,0.7345,0.72093,0.72941,0.72756,0.71945,0.64349,0.69141,0.71815,0.66403,0.64925,1.0,0.65918,0.66031,0.72093,0.80163,0.68318,0.83647,0.82989,0.84945,0.87462,0.78955,0.81636,0.81505,0.81591,0.7958,0.83814,0.79223,0.83282,0.77338,0.78388,0.7963,0.77739,0.81985,0.82222,0.80496,0.74194,0.71134,0.7766,0.73626,0.79121,0.69072,0.79787,0.49153,0.8125,0.74757,0.82222,0.73485,0.0998,0.0194,0.04427,0.02467
5557,0.764,0.764,0.764,0.764,0.764,0.764,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.874,0.874,0.874,0.874,0.72674,0.72481,0.74419,0.7592,0.75189,0.74419,0.78242,0.73694,0.74447,0.75664,0.7345,0.72093,0.72941,0.70833,0.72742,0.6251,0.69141,0.7027,0.69565,0.67164,1.0,0.67416,0.66794,0.73643,0.72033,0.64264,0.77403,0.76794,0.77496,0.77676,0.72239,0.74537,0.74608,0.76443,0.73123,0.78526,0.73094,0.76687,0.72662,0.73993,0.74815,0.73498,0.76471,0.75926,0.74468,0.69892,0.6701,0.7234,0.7033,0.73626,0.64948,0.74468,0.5678,0.75,0.66019,0.75556,0.66667,0.1969,0.42823,0.03648,0.05354
5558,0.614,0.614,0.614,0.614,0.614,0.614,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.748,0.876,0.876,0.876,0.876,0.72287,0.72093,0.72481,0.69716,0.6904,0.72481,0.71811,0.71954,0.72636,0.69713,0.71899,0.7093,0.71765,0.67628,0.73751,0.65867,0.67578,0.66409,0.68775,0.64552,1.0,0.66292,0.66412,0.69767,0.58211,0.52102,0.6561,0.65093,0.66244,0.6422,0.61045,0.63272,0.63166,0.65367,0.61862,0.67147,0.62033,0.65644,0.61511,0.62271,0.63333,0.62898,0.65441,0.64444,0.63475,0.56989,0.54639,0.60638,0.57143,0.61538,0.52577,0.6383,0.48305,0.64286,0.56311,0.64444,0.55303,0.04855,0.03404,0.05821,0.03966
5559,0.584,0.584,0.584,0.584,0.584,0.584,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.744,0.902,0.902,0.902,0.902,0.67442,0.67636,0.69186,0.59306,0.60086,0.69186,0.61308,0.68085,0.69618,0.59936,0.68023,0.66473,0.67255,0.59402,0.67481,0.6227,0.62891,0.62934,0.63636,0.59701,1.0,0.61423,0.62214,0.63178,0.39675,0.36336,0.46085,0.45624,0.47544,0.44954,0.42836,0.4429,0.44514,0.47738,0.43694,0.49038,0.45291,0.48466,0.43885,0.44689,0.45185,0.4629,0.47794,0.46667,0.46809,0.39785,0.38144,0.43617,0.3956,0.42857,0.36082,0.46809,0.34746,0.44643,0.39806,0.46667,0.39394,0.02225,0.02253,0.06989,0.0
5560,0.604,0.604,0.604,0.604,0.604,0.604,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.924,0.924,0.924,0.924,0.54457,0.54845,0.56395,0.41115,0.42611,0.56395,0.42872,0.54932,0.56942,0.42508,0.55233,0.54651,0.55294,0.36645,0.52285,0.45084,0.38672,0.39768,0.42688,0.40672,1.0,0.41573,0.42366,0.43411,0.17073,0.16667,0.23588,0.23304,0.23296,0.2263,0.21493,0.22222,0.22257,0.24025,0.21772,0.24679,0.2272,0.24847,0.21223,0.21612,0.21852,0.23675,0.25,0.23704,0.24468,0.19355,0.18557,0.2234,0.1978,0.20879,0.17526,0.24468,0.17797,0.21429,0.20388,0.22222,0.18939,0.05934,0.01264,0.03754,0.0
5561,0.34,0.34,0.34,0.34,0.34,0.34,0.732,0.732,0.732,0.732,0.732,0.732,0.732,0.732,0.732,0.732,0.762,0.762,0.762,0.762,0.25388,0.25581,0.27519,0.1367,0.14563,0.27519,0.15327,0.27079,0.28773,0.16153,0.28682,0.28295,0.28627,0.0,0.16419,0.09353,0.0,0.0,0.0,0.0,0.4865,0.0,0.0,0.0,0.0,0.0,0.00198,0.00197,0.00158,0.00153,0.00149,0.00154,0.00157,0.00312,0.0015,0.00321,0.00299,0.00307,0.0,0.0,0.0,0.00353,0.00368,0.0037,0.00355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13284,0.03103,0.07273,0.0
