hour,Node_101,Node_102,Node_103,Node_104,Node_105,Node_106,Node_107,Node_108,Node_109,Node_110,Node_111,Node_112,Node_113,Node_114,Node_115,Node_116,Node_117,Node_118,Node_119,Node_120,Node_121,Node_122,Node_123,Node_124,Node_201,Node_202,Node_203,Node_204,Node_205,Node_206,Node_207,Node_208,Node_209,Node_210,Node_211,Node_212,Node_213,Node_214,Node_215,Node_216,Node_217,Node_218,Node_219,Node_220,Node_221,Node_222,Node_223,Node_224,Node_301,Node_302,Node_303,Node_304,Node_305,Node_306,Node_307,Node_308,Node_309,Node_310,Node_311,Node_312,Node_313,Node_314,Node_315,Node_316,Node_317,Node_318,Node_319,Node_320,Node_321,Node_322,Node_323,Node_324,Node_325
3735,84.9812,76.3257,141.6353,58.2279,55.8673,107.0134,98.3579,134.5536,137.701,153.4383,0.0,0.0,208.5187,152.6514,249.4356,78.6863,0.0,262.0254,142.4222,100.7185,0.0,0.0,0.0,0.0,81.2252,72.9523,135.3754,55.6543,53.3981,102.2836,94.0107,128.6066,131.615,146.6567,0.0,0.0,199.3027,145.9046,238.4111,75.2086,0.0,250.4445,136.1275,96.267,0.0,0.0,0.0,0.0,77.9336,69.9959,129.8893,53.3989,51.2341,98.1386,90.2009,123.3948,126.2812,140.7134,0.0,0.0,191.2259,139.9918,228.7494,72.1607,0.0,240.2952,130.6109,92.3657,0.0,0.0,0.0,0.0,0.0
3736,84.2331,75.6538,140.3884,57.7152,55.3754,106.0713,97.492,133.369,136.4887,152.0875,0.0,0.0,206.683,151.3075,247.2396,77.9936,0.0,259.7186,141.1684,99.8318,0.0,0.0,0.0,0.0,81.3612,73.0745,135.6021,55.7475,53.4875,102.4549,94.1681,128.822,131.8354,146.9023,0.0,0.0,199.6364,146.1489,238.8103,75.3345,0.0,250.8638,136.3554,96.4281,0.0,0.0,0.0,0.0,75.6957,67.9859,126.1594,51.8655,49.7629,95.3205,87.6107,119.8515,122.655,136.6727,0.0,0.0,185.7347,135.9718,222.1808,70.0886,0.0,233.395,126.8603,89.7134,0.0,0.0,0.0,0.0,0.0
3737,80.813,72.582,134.6883,55.3718,53.127,101.7645,93.5335,127.9539,130.9469,145.9123,0.0,0.0,198.2911,145.164,237.201,74.8268,0.0,249.1733,135.4365,95.7783,0.0,0.0,0.0,0.0,79.4063,71.3186,132.3438,54.408,52.2023,99.9931,91.9054,125.7266,128.6676,143.3724,0.0,0.0,194.8394,142.6372,233.0721,73.5243,0.0,244.836,133.079,94.1111,0.0,0.0,0.0,0.0,71.0149,63.7819,118.3581,48.6583,46.6857,89.4261,82.1931,112.4402,115.0704,128.2213,0.0,0.0,174.2494,127.5637,208.4418,65.7545,0.0,218.9625,119.0157,84.1658,0.0,0.0,0.0,0.0,0.0
3738,75.7363,68.0224,126.2271,51.8934,49.7896,95.3716,87.6577,119.9158,122.7208,136.746,0.0,0.0,185.8344,136.0448,222.3,70.1262,0.0,233.5202,126.9284,89.7615,0.0,0.0,0.0,0.0,75.9723,68.2344,126.6205,52.0551,49.9448,95.6688,87.9309,120.2895,123.1033,137.1722,0.0,0.0,186.4135,136.4688,222.9928,70.3447,0.0,234.2479,127.3239,90.0412,0.0,0.0,0.0,0.0,66.2828,59.5318,110.4714,45.416,43.5748,83.4673,76.7162,104.9478,107.4027,119.6773,0.0,0.0,162.6384,119.0636,194.5524,61.373,0.0,204.372,111.0851,78.5574,0.0,0.0,0.0,0.0,0.0
3739,72.1425,64.7947,120.2375,49.431,47.427,90.8461,83.4983,114.2256,116.8976,130.2573,0.0,0.0,177.0163,129.5893,211.7516,66.7986,0.0,222.4394,120.9055,85.5022,0.0,0.0,0.0,0.0,74.0683,66.5243,123.4472,50.7505,48.6931,93.2712,85.7272,117.2748,120.0181,133.7345,0.0,0.0,181.7417,133.0486,217.4042,68.5818,0.0,228.3773,124.133,87.7847,0.0,0.0,0.0,0.0,66.1974,59.4551,110.329,45.3575,43.5187,83.3597,76.6174,104.8126,107.2643,119.5231,0.0,0.0,162.4288,118.9102,194.3016,61.2939,0.0,204.1087,110.9419,78.4562,0.0,0.0,0.0,0.0,0.0
3740,66.7719,59.9711,111.2865,45.7511,43.8963,84.0831,77.2823,105.7222,108.1952,120.5604,0.0,0.0,163.8384,119.9421,195.9879,61.8258,0.0,205.88,111.9048,79.1371,0.0,0.0,0.0,0.0,68.7134,61.7148,114.5223,47.0814,45.1727,86.5279,79.5294,108.7962,111.3411,124.0658,0.0,0.0,168.6022,123.4296,201.6864,63.6235,0.0,211.8662,115.1585,81.4381,0.0,0.0,0.0,0.0,63.2249,56.7854,105.3749,43.3208,41.5645,79.6166,73.177,100.1061,102.4478,114.1561,0.0,0.0,155.1352,113.5707,185.5769,58.5416,0.0,194.9435,105.9603,74.9332,0.0,0.0,0.0,0.0,0.0
3741,59.2504,53.2156,98.7506,40.5975,38.9516,74.6116,68.5768,93.8131,96.0075,106.9798,0.0,0.0,145.3829,106.4312,173.9108,54.8615,0.0,182.6886,99.2992,70.2227,0.0,0.0,0.0,0.0,62.4914,56.1266,104.1524,42.8182,41.0823,78.6929,72.328,98.9448,101.2592,112.8317,0.0,0.0,153.3354,112.2531,183.4239,57.8624,0.0,192.6819,104.731,74.0639,0.0,0.0,0.0,0.0,57.8779,51.9829,96.4631,39.6571,38.0494,72.8833,66.9883,91.64,93.7836,104.5017,0.0,0.0,142.0152,103.9658,169.8823,53.5906,0.0,178.4568,96.9991,68.596,0.0,0.0,0.0,0.0,0.0
3742,52.7843,47.4081,87.9738,36.167,34.7008,66.4691,61.0929,83.5751,85.5301,95.3049,0.0,0.0,129.5169,94.8162,154.9316,48.8743,0.0,162.7515,88.4625,62.5591,0.0,0.0,0.0,0.0,56.0485,50.3398,93.4141,38.4036,36.8467,70.5796,64.8709,88.7434,90.8193,101.1986,0.0,0.0,137.5264,100.6797,164.5127,51.8967,0.0,172.8161,93.9331,66.4278,0.0,0.0,0.0,0.0,50.9934,45.7996,84.9889,34.9399,33.5234,64.2139,59.0201,80.7395,82.6281,92.0713,0.0,0.0,125.1226,91.5992,149.6749,47.2161,0.0,157.2295,85.4611,60.4366,0.0,0.0,0.0,0.0,0.0
3743,48.1217,43.2204,80.2029,32.9723,31.6356,60.5977,55.6964,76.1927,77.975,86.8864,0.0,0.0,118.0764,86.4409,141.2462,44.5571,0.0,148.3753,80.6484,57.0332,0.0,0.0,0.0,0.0,51.2035,45.9884,85.3392,35.0839,33.6616,64.4785,59.2633,81.0722,82.9687,92.4508,0.0,0.0,125.6383,91.9767,150.2918,47.4107,0.0,157.8775,85.8133,60.6857,0.0,0.0,0.0,0.0,46.9105,42.1326,78.1841,32.1424,30.8393,59.0724,54.2945,74.2749,76.0123,84.6995,0.0,0.0,115.1044,84.2651,137.6909,43.4356,0.0,144.6406,78.6185,55.5976,0.0,0.0,0.0,0.0,0.0
3744,45.2761,40.6646,75.4602,31.0225,29.7648,57.0143,52.4029,71.6872,73.3641,81.7485,0.0,0.0,111.0941,81.3293,132.8937,41.9223,0.0,139.6013,75.8794,53.6606,0.0,0.0,0.0,0.0,47.2426,42.4308,78.7376,32.3699,31.0576,59.4906,54.6789,74.8007,76.5504,85.2991,0.0,0.0,115.9193,84.8616,138.6657,43.7431,0.0,145.6646,79.175,55.9912,0.0,0.0,0.0,0.0,43.5792,39.1406,72.6321,29.8599,28.6493,54.8776,50.4389,69.0005,70.6145,78.6848,0.0,0.0,106.9306,78.2812,127.9132,40.3512,0.0,134.3693,73.0356,51.6495,0.0,0.0,0.0,0.0,0.0
3745,42.8714,38.5048,71.4523,29.3748,28.1839,53.9861,49.6196,67.8796,69.4675,77.4066,0.0,0.0,105.1936,77.0096,125.8354,39.6957,0.0,132.1867,71.8492,50.8105,0.0,0.0,0.0,0.0,44.3696,39.8505,73.9493,30.4014,29.1689,55.8728,51.3537,70.2518,71.8952,80.1118,0.0,0.0,108.8698,79.7009,130.233,41.083,0.0,136.8062,74.3601,52.5862,0.0,0.0,0.0,0.0,41.5463,37.3148,69.2439,28.4669,27.3129,52.3176,48.086,65.7817,67.3205,75.0142,0.0,0.0,101.9424,74.6295,121.9462,38.4688,0.0,128.1012,69.6286,49.2401,0.0,0.0,0.0,0.0,0.0
3746,41.8026,37.5449,69.671,28.6425,27.4813,52.6403,48.3826,66.1874,67.7357,75.4769,0.0,0.0,102.5711,75.0898,122.6983,38.7061,0.0,128.8913,70.058,49.5438,0.0,0.0,0.0,0.0,42.7886,38.4305,71.3143,29.3181,28.1295,53.8819,49.5238,67.7486,69.3334,77.2572,0.0,0.0,104.9906,76.861,125.5925,39.6191,0.0,131.9315,71.7105,50.7124,0.0,0.0,0.0,0.0,40.5555,36.4249,67.5925,27.788,26.6615,51.0699,46.9393,64.2129,65.715,73.2252,0.0,0.0,99.5112,72.8497,119.038,37.5514,0.0,125.0462,67.968,48.0658,0.0,0.0,0.0,0.0,0.0
3747,42.0564,37.7729,70.094,28.8164,27.6482,52.9599,48.6764,66.5893,68.147,75.9352,0.0,0.0,103.194,75.5458,123.4433,38.9411,0.0,129.6739,70.4834,49.8446,0.0,0.0,0.0,0.0,42.1596,37.8656,70.266,28.8871,27.716,53.0899,48.7958,66.7527,68.3142,76.1215,0.0,0.0,103.4472,75.7312,123.7463,39.0367,0.0,129.9921,70.6564,49.9669,0.0,0.0,0.0,0.0,40.7947,36.6397,67.9911,27.9519,26.8187,51.3711,47.2161,64.5916,66.1025,73.6571,0.0,0.0,100.0981,73.2793,119.74,37.7729,0.0,125.7836,68.3689,48.3493,0.0,0.0,0.0,0.0,0.0
3748,42.7912,38.4328,71.3187,29.3199,28.1312,53.8852,49.5268,67.7527,69.3376,77.2619,0.0,0.0,104.9969,76.8657,125.6001,39.6215,0.0,131.9395,71.7149,50.7155,0.0,0.0,0.0,0.0,41.7176,37.4686,69.5294,28.5843,27.4255,52.5333,48.2843,66.0529,67.598,75.3235,0.0,0.0,102.3627,74.9372,122.4489,38.6274,0.0,128.6293,69.9156,49.4431,0.0,0.0,0.0,0.0,42.8788,38.5115,71.4647,29.3799,28.1889,53.9956,49.6283,67.8915,69.4796,77.4201,0.0,0.0,105.212,77.0231,125.8573,39.7026,0.0,132.2097,71.8618,50.8194,0.0,0.0,0.0,0.0,0.0
3749,46.2647,41.5526,77.1079,31.6999,30.4148,58.2593,53.5471,73.2525,74.966,83.5335,0.0,0.0,113.5199,83.1051,135.7955,42.8377,0.0,142.6496,77.5362,54.8323,0.0,0.0,0.0,0.0,43.7406,39.2855,72.901,29.9704,28.7554,55.0807,50.6257,69.2559,70.876,78.9761,0.0,0.0,107.3265,78.5711,128.3867,40.5006,0.0,134.8668,73.306,51.8407,0.0,0.0,0.0,0.0,46.1076,41.4114,76.8459,31.5922,30.3115,58.0614,53.3652,73.0036,74.7113,83.2498,0.0,0.0,113.1343,82.8228,135.3342,42.6922,0.0,142.165,77.2729,54.646,0.0,0.0,0.0,0.0,0.0
3750,51.1277,45.9202,85.2128,35.0319,33.6117,64.383,59.1755,80.9521,82.8457,92.3138,0.0,0.0,125.4521,91.8404,150.0691,47.3404,0.0,157.6436,85.6862,60.5957,0.0,0.0,0.0,0.0,47.8376,42.9652,79.7293,32.7776,31.4488,60.2399,55.3675,75.7428,77.5146,86.3734,0.0,0.0,117.3792,85.9304,140.4121,44.294,0.0,147.4991,80.1722,56.6964,0.0,0.0,0.0,0.0,51.5913,46.3366,85.9854,35.3496,33.9165,64.9668,59.7121,81.6862,83.597,93.1509,0.0,0.0,126.5897,92.6732,151.4299,47.7697,0.0,159.0731,86.4631,61.1452,0.0,0.0,0.0,0.0,0.0
3751,56.4181,50.6718,94.0302,38.6569,37.0897,71.045,65.2987,89.3287,91.4182,101.866,0.0,0.0,138.4333,101.3436,165.5976,52.239,0.0,173.9558,94.5526,66.8659,0.0,0.0,0.0,0.0,52.8525,47.4694,88.0875,36.2138,34.7456,66.555,61.1719,83.6831,85.6406,95.4281,0.0,0.0,129.6844,94.9388,155.1319,48.9375,0.0,162.9619,88.5769,62.64,0.0,0.0,0.0,0.0,58.1854,52.2591,96.9756,39.8678,38.2515,73.2705,67.3442,92.1269,94.2819,105.0569,0.0,0.0,142.7697,104.5182,170.7849,53.8754,0.0,179.4049,97.5144,68.9605,0.0,0.0,0.0,0.0,0.0
3752,61.4013,55.1475,102.3355,42.0713,40.3657,77.3201,71.0663,97.2187,99.4928,110.8634,0.0,0.0,150.6606,110.2949,180.2241,56.853,0.0,189.3206,102.904,72.7719,0.0,0.0,0.0,0.0,58.5305,52.569,97.5508,40.1042,38.4784,73.705,67.7436,92.6732,94.841,105.68,0.0,0.0,143.6164,105.138,171.7977,54.1949,0.0,180.4689,98.0927,69.3694,0.0,0.0,0.0,0.0,63.6691,57.1843,106.1152,43.6251,41.8565,80.1759,73.6911,100.8094,103.1675,114.9581,0.0,0.0,156.2251,114.3686,186.8806,58.9529,0.0,196.313,106.7047,75.4597,0.0,0.0,0.0,0.0,0.0
3753,67.9342,61.015,113.2237,46.5475,44.6604,85.5468,78.6275,107.5625,110.0786,122.659,0.0,0.0,166.6904,122.0299,199.3994,62.902,0.0,209.4638,113.8527,80.5146,0.0,0.0,0.0,0.0,63.0184,56.5999,105.0307,43.1793,41.4288,79.3565,72.938,99.7792,102.1132,113.7833,0.0,0.0,154.6285,113.1997,184.9707,58.3504,0.0,194.3068,105.6142,74.6885,0.0,0.0,0.0,0.0,67.7861,60.882,112.9769,46.4461,44.5631,85.3603,78.4562,107.3281,109.8387,122.3916,0.0,0.0,166.3271,121.764,198.9649,62.7649,0.0,209.0073,113.6046,80.3391,0.0,0.0,0.0,0.0,0.0
3754,74.1331,66.5825,123.5552,50.7949,48.7357,93.3528,85.8022,117.3774,120.1231,133.8514,0.0,0.0,181.9007,133.165,217.5944,68.6418,0.0,228.5771,124.2416,87.8615,0.0,0.0,0.0,0.0,68.4074,61.4399,114.0123,46.8717,44.9715,86.1426,79.1752,108.3117,110.8453,123.5133,0.0,0.0,167.8514,122.8799,200.7883,63.3402,0.0,210.9227,114.6457,81.0754,0.0,0.0,0.0,0.0,71.8007,64.4877,119.6678,49.1968,47.2023,90.4157,83.1027,113.6844,116.3437,129.6401,0.0,0.0,176.1776,128.9753,210.7483,66.4821,0.0,221.3855,120.3326,85.0971,0.0,0.0,0.0,0.0,0.0
3755,79.3835,71.2981,132.3058,54.3924,52.1873,99.9644,91.879,125.6905,128.6306,143.3313,0.0,0.0,194.7835,142.5962,233.0052,73.5032,0.0,244.7657,133.0408,94.0841,0.0,0.0,0.0,0.0,71.3653,64.0966,118.9422,48.8985,46.9161,89.8675,82.5988,112.9951,115.6383,128.8541,0.0,0.0,175.1094,128.1933,209.4705,66.079,0.0,220.0431,119.603,84.5811,0.0,0.0,0.0,0.0,74.4657,66.8812,124.1095,51.0228,48.9543,93.7716,86.1871,117.904,120.662,134.4519,0.0,0.0,182.7167,133.7624,218.5705,68.9497,0.0,229.6025,124.799,88.2556,0.0,0.0,0.0,0.0,0.0
3756,83.8991,75.3538,139.8318,57.4864,55.1559,105.6507,97.1054,132.8402,135.9476,151.4844,0.0,0.0,205.8634,150.7076,246.2593,77.6843,0.0,258.6888,140.6086,99.4359,0.0,0.0,0.0,0.0,76.6013,68.7993,127.6688,52.4861,50.3583,96.4609,88.6589,121.2854,124.1225,138.3079,0.0,0.0,187.9569,137.5986,224.839,70.9271,0.0,236.1873,128.3781,90.7867,0.0,0.0,0.0,0.0,76.4815,68.6917,127.4692,52.404,50.2795,96.31,88.5202,121.0957,123.9283,138.0916,0.0,0.0,187.6629,137.3834,224.4873,70.8162,0.0,235.8179,128.1773,90.6447,0.0,0.0,0.0,0.0,0.0
3757,87.5195,78.6055,145.8659,59.9671,57.536,110.2098,101.2958,138.5726,141.8141,158.0214,0.0,0.0,214.747,157.211,256.8861,81.0366,0.0,269.8519,146.6763,103.7269,0.0,0.0,0.0,0.0,80.2903,72.1125,133.8171,55.0137,52.7834,101.1062,92.9285,127.1262,130.1,144.9685,0.0,0.0,197.0085,144.2251,235.6668,74.3428,0.0,247.5616,134.5605,95.1588,0.0,0.0,0.0,0.0,78.1215,70.1647,130.2025,53.5277,51.3576,98.3752,90.4184,123.6923,126.5857,141.0527,0.0,0.0,191.687,140.3293,229.301,72.3347,0.0,240.8746,130.9258,92.5884,0.0,0.0,0.0,0.0,0.0
3758,90.285,81.0893,150.475,61.8619,59.354,113.6922,104.4965,142.9513,146.2952,163.0146,0.0,0.0,221.5327,162.1786,265.0032,83.5972,0.0,278.3788,151.311,107.0045,0.0,0.0,0.0,0.0,82.8402,74.4028,138.0671,56.7609,54.4598,104.3173,95.8799,131.1637,134.2319,149.5726,0.0,0.0,203.2654,148.8056,243.1514,76.7039,0.0,255.4241,138.8341,98.181,0.0,0.0,0.0,0.0,79.0952,71.0392,131.8254,54.1949,51.9978,99.6014,91.5454,125.2341,128.1636,142.8108,0.0,0.0,194.0762,142.0785,232.1591,73.2363,0.0,243.8769,132.5577,93.7425,0.0,0.0,0.0,0.0,0.0
3759,91.5943,82.2652,152.6571,62.759,60.2147,115.3409,106.0119,145.0242,148.4166,165.3785,0.0,0.0,224.7452,164.5304,268.8461,84.8095,0.0,282.4156,153.5052,108.5562,0.0,0.0,0.0,0.0,82.6872,74.2654,137.8121,56.6561,54.3592,104.1247,95.7028,130.9215,133.9839,149.2964,0.0,0.0,202.89,148.5308,242.7023,76.5623,0.0,254.9523,138.5777,97.9997,0.0,0.0,0.0,0.0,79.4027,71.3154,132.3379,54.4056,52.1999,99.9886,91.9013,125.721,128.6618,143.366,0.0,0.0,194.8307,142.6308,233.0617,73.521,0.0,244.8251,133.0731,94.1069,0.0,0.0,0.0,0.0,0.0
3760,90.0846,80.9093,150.141,61.7246,59.2223,113.4399,104.2646,142.634,145.9704,162.6528,0.0,0.0,221.0409,161.8187,264.415,83.4117,0.0,277.7609,150.9751,106.7669,0.0,0.0,0.0,0.0,81.0212,72.7691,135.0354,55.5146,53.264,102.0268,93.7746,128.2836,131.2844,146.2884,0.0,0.0,198.8021,145.5382,237.8124,75.0197,0.0,249.8155,135.7856,96.0252,0.0,0.0,0.0,0.0,77.6944,69.7811,129.4907,53.2351,51.0769,97.8374,89.9241,123.0161,125.8937,140.2816,0.0,0.0,190.639,139.5622,228.0475,71.9393,0.0,239.5577,130.2101,92.0823,0.0,0.0,0.0,0.0,0.0
3761,86.0767,77.3096,143.4612,58.9785,56.5875,108.3929,99.6258,136.2881,139.4761,155.4163,0.0,0.0,211.2067,154.6192,252.651,79.7006,0.0,265.4031,144.2582,102.0168,0.0,0.0,0.0,0.0,77.8593,69.9292,129.7655,53.348,51.1853,98.045,90.1149,123.2772,126.1609,140.5793,0.0,0.0,191.0436,139.8583,228.5314,72.0919,0.0,240.0661,130.4864,92.2777,0.0,0.0,0.0,0.0,73.3211,65.8532,122.2018,50.2385,48.2018,92.3303,84.8624,116.0917,118.8073,132.3853,0.0,0.0,179.9083,131.7064,215.211,67.8899,0.0,226.0734,122.8807,86.8991,0.0,0.0,0.0,0.0,0.0
3762,81.4943,73.194,135.8238,55.8387,53.575,102.6225,94.3221,129.0327,132.051,147.1425,0.0,0.0,199.9629,146.3879,239.2009,75.4577,0.0,251.2741,136.5784,96.5858,0.0,0.0,0.0,0.0,73.7963,66.28,122.9939,50.5641,48.5142,92.9287,85.4124,116.8442,119.5774,133.2433,0.0,0.0,181.0743,132.5601,216.6059,68.3299,0.0,227.5386,123.6772,87.4623,0.0,0.0,0.0,0.0,69.5628,62.4777,115.938,47.6634,45.7311,87.5976,80.5125,110.1411,112.7175,125.5995,0.0,0.0,170.6865,124.9554,204.1797,64.41,0.0,214.4853,116.5821,82.4448,0.0,0.0,0.0,0.0,0.0
3763,78.7689,70.7462,131.2815,53.9713,51.7833,99.1905,91.1677,124.7175,127.6348,142.2217,0.0,0.0,193.2756,141.4923,231.2014,72.9342,0.0,242.8709,132.0109,93.3558,0.0,0.0,0.0,0.0,71.8413,64.5242,119.7356,49.2246,47.229,90.4669,83.1497,113.7488,116.4096,129.7135,0.0,0.0,176.2773,129.0483,210.8676,66.5198,0.0,221.5108,120.4008,85.1453,0.0,0.0,0.0,0.0,69.1528,62.1095,115.2547,47.3825,45.4616,87.0813,80.038,109.4919,112.0531,124.8592,0.0,0.0,169.6805,124.2189,202.9763,64.0304,0.0,213.2211,115.895,81.9589,0.0,0.0,0.0,0.0,0.0
3764,74.4137,66.8345,124.0228,50.9871,48.9201,93.7061,86.1269,117.8216,120.5777,134.358,0.0,0.0,182.5891,133.669,218.4179,68.9015,0.0,229.4421,124.7118,88.194,0.0,0.0,0.0,0.0,67.6764,60.7834,112.794,46.3708,44.4909,85.2221,78.3291,107.1543,109.6608,122.1935,0.0,0.0,166.0578,121.5668,198.6427,62.6633,0.0,208.6688,113.4206,80.209,0.0,0.0,0.0,0.0,66.2316,59.4858,110.386,45.3809,43.5411,83.4027,76.6569,104.8667,107.3197,119.5848,0.0,0.0,162.5127,118.9715,194.4019,61.3255,0.0,204.214,110.9992,78.4967,0.0,0.0,0.0,0.0,0.0
3765,67.7338,60.835,112.8897,46.4102,44.5287,85.2944,78.3956,107.2452,109.7538,122.2971,0.0,0.0,166.1987,121.67,198.8112,62.7165,0.0,208.8459,113.5168,80.2771,0.0,0.0,0.0,0.0,63.0014,56.5846,105.0024,43.1676,41.4176,79.3351,72.9183,99.7522,102.0856,113.7526,0.0,0.0,154.5868,113.1692,184.9208,58.3346,0.0,194.2544,105.5857,74.6683,0.0,0.0,0.0,0.0,61.7729,55.4812,102.9548,42.3258,40.6099,77.788,71.4964,97.807,100.0949,111.5343,0.0,0.0,151.5723,110.9624,181.3148,57.1971,0.0,190.4663,103.5267,73.2123,0.0,0.0,0.0,0.0,0.0
3766,60.2657,54.1275,100.4429,41.2932,39.6191,75.8902,69.752,95.4207,97.6528,108.8131,0.0,0.0,147.8742,108.2551,176.891,55.8016,0.0,185.8193,101.0009,71.426,0.0,0.0,0.0,0.0,57.7315,51.8514,96.2191,39.5567,37.9531,72.6989,66.8188,91.4082,93.5464,104.2374,0.0,0.0,141.6559,103.7028,169.4525,53.4551,0.0,178.0054,96.7537,68.4225,0.0,0.0,0.0,0.0,55.7596,50.0804,92.9326,38.2056,36.6568,70.2158,64.5365,88.286,90.3512,100.677,0.0,0.0,136.8175,100.1607,163.6647,51.6292,0.0,171.9253,93.4489,66.0854,0.0,0.0,0.0,0.0,0.0
3767,55.2825,49.6519,92.1376,37.8788,36.3431,69.615,63.9844,87.5307,89.5782,99.8157,0.0,0.0,135.647,99.3038,162.2645,51.1875,0.0,170.4545,92.6494,65.52,0.0,0.0,0.0,0.0,53.3795,47.9427,88.9658,36.5748,35.0921,67.2186,61.7818,84.5176,86.4946,96.3797,0.0,0.0,130.9775,95.8854,156.6787,49.4255,0.0,164.5868,89.4601,63.2646,0.0,0.0,0.0,0.0,50.9934,45.7996,84.9889,34.9399,33.5234,64.2139,59.0201,80.7395,82.6281,92.0713,0.0,0.0,125.1226,91.5992,149.6749,47.2161,0.0,157.2295,85.4611,60.4366,0.0,0.0,0.0,0.0,0.0
3768,51.5552,46.3042,85.9253,35.3248,33.8928,64.9213,59.6703,81.629,83.5385,93.0857,0.0,0.0,126.5011,92.6084,151.324,47.7363,0.0,158.9618,86.4026,61.1024,0.0,0.0,0.0,0.0,50.1155,45.0112,83.5259,34.3384,32.9463,63.1085,58.0041,79.3496,81.2057,90.4864,0.0,0.0,122.9687,90.0224,147.0984,46.4033,0.0,154.5229,83.9899,59.3962,0.0,0.0,0.0,0.0,47.5425,42.7003,79.2376,32.5755,31.2548,59.8684,55.0261,75.2757,77.0365,85.8407,0.0,0.0,116.6553,85.4005,139.5462,44.0209,0.0,146.5895,79.6778,56.3467,0.0,0.0,0.0,0.0,0.0
3769,48.7229,43.7604,81.2048,33.3842,32.0308,61.3548,56.3923,77.1446,78.9492,87.9719,0.0,0.0,119.5516,87.5208,143.0108,45.1138,0.0,150.229,81.656,57.7457,0.0,0.0,0.0,0.0,47.1746,42.3697,78.6243,32.3233,31.0129,59.405,54.6002,74.6931,76.4403,85.1763,0.0,0.0,115.7524,84.7395,138.4661,43.6802,0.0,145.4549,79.0611,55.9106,0.0,0.0,0.0,0.0,45.0655,40.4755,75.1091,30.8782,29.6264,56.7491,52.1591,71.3537,73.0228,81.3682,0.0,0.0,110.5773,80.951,132.2755,41.7273,0.0,138.9519,75.5264,53.4109,0.0,0.0,0.0,0.0,0.0
3770,46.7056,41.9485,77.8427,32.002,30.7046,58.8144,54.0574,73.9505,75.6804,84.3295,0.0,0.0,114.6017,83.8971,137.0896,43.2459,0.0,144.0089,78.2751,55.3548,0.0,0.0,0.0,0.0,45.3216,40.7055,75.536,31.0537,29.7947,57.0716,52.4555,71.7592,73.4377,81.8306,0.0,0.0,111.2057,81.411,133.0272,41.9644,0.0,139.7415,75.9556,53.7145,0.0,0.0,0.0,0.0,43.733,39.2787,72.8883,29.9652,28.7504,55.0712,50.6169,69.2439,70.8637,78.9624,0.0,0.0,107.3078,78.5574,128.3644,40.4935,0.0,134.8434,73.2933,51.8317,0.0,0.0,0.0,0.0,0.0
3771,45.4364,40.8086,75.7274,31.1324,29.8702,57.2162,52.5884,71.941,73.6238,82.038,0.0,0.0,111.4875,81.6173,133.3643,42.0708,0.0,140.0956,76.1481,53.8506,0.0,0.0,0.0,0.0,43.9956,39.5146,73.326,30.1451,28.923,55.4019,50.9208,69.6597,71.2892,79.4365,0.0,0.0,107.9521,79.0291,129.1352,40.7367,0.0,135.6531,73.7334,52.1429,0.0,0.0,0.0,0.0,42.8618,38.4962,71.4363,29.3682,28.1776,53.9741,49.6085,67.8644,69.4519,77.3893,0.0,0.0,105.17,76.9924,125.8072,39.6868,0.0,132.1571,71.8331,50.7991,0.0,0.0,0.0,0.0,0.0
3772,44.4612,39.9327,74.1019,30.4641,29.2291,55.9881,51.4597,70.3968,72.0435,80.2771,0.0,0.0,109.0945,79.8654,130.5017,41.1677,0.0,137.0886,74.5136,52.6947,0.0,0.0,0.0,0.0,41.9896,37.7129,69.9827,28.7707,27.6043,52.8758,48.5991,66.4836,68.0387,75.8146,0.0,0.0,103.0301,75.4258,123.2473,38.8793,0.0,129.468,70.3715,49.7655,0.0,0.0,0.0,0.0,42.7251,38.3735,71.2085,29.2746,28.0878,53.802,49.4503,67.6481,69.2305,77.1425,0.0,0.0,104.8347,76.7469,125.406,39.5603,0.0,131.7357,71.6041,50.6371,0.0,0.0,0.0,0.0,0.0
3773,45.4899,40.8566,75.8164,31.169,29.9054,57.2835,52.6503,72.0256,73.7104,82.1345,0.0,0.0,111.6186,81.7133,133.5212,42.1202,0.0,140.2604,76.2376,53.9139,0.0,0.0,0.0,0.0,41.9896,37.7129,69.9827,28.7707,27.6043,52.8758,48.5991,66.4836,68.0387,75.8146,0.0,0.0,103.0301,75.4258,123.2473,38.8793,0.0,129.468,70.3715,49.7655,0.0,0.0,0.0,0.0,42.1272,37.8364,70.212,28.8649,27.6947,53.049,48.7583,66.7014,68.2616,76.063,0.0,0.0,103.3676,75.6729,123.6511,39.0066,0.0,129.8921,70.602,49.9285,0.0,0.0,0.0,0.0,0.0
